index,true_label,random_label,predicted,raw_answer,clip_pos_similarity,clip_neg_similarity
19149,large_man-made_outdoor_things,insects,CL,NO,0.1776,0.1864
19150,specialized utility vehicles,reptiles,CL,NO,0.1486,0.1633
19151,large_natural_outdoor_scenes,standard transportation vehicles,CL,NO,0.15,0.1647
19152,standard transportation vehicles,standard transportation vehicles,CL,NO,0.1779,0.1902
19153,food_containers,large_carnivores,CL,NO,0.1205,0.1268
19154,standard transportation vehicles,large_omnivores_and_herbivores,CL,NO,0.1721,0.1908
19155,aquatic_mammals,standard transportation vehicles,CL,NO,0.1451,0.1681
19156,household_furniture,aquatic_mammals,CL,NO,0.1776,0.1761
19157,trees,reptiles,CL,NO,0.17,0.1864
19158,specialized utility vehicles,standard transportation vehicles,CL,NO,0.1581,0.1643
19159,non-insect_invertebrates,fruit_and_vegetables,CL,NO,0.1702,0.184
19160,large_man-made_outdoor_things,standard transportation vehicles,CL,NO,0.1913,0.1978
19161,small_mammals,large_carnivores,CL,NO,0.1422,0.161
19162,specialized utility vehicles,large_carnivores,CL,NO,0.12006,0.1153
19163,fish,food_containers,CL,NO,0.1498,0.1826
19164,fish,trees,CL,NO,0.1334,0.165
19165,reptiles,large_man-made_outdoor_things,CL,NO,0.1403,0.1693
19166,aquatic_mammals,small_mammals,OL,YES,0.2174,0.2092
19167,large_man-made_outdoor_things,large_omnivores_and_herbivores,CL,NO,0.166,0.1809
19168,flowers,food_containers,CL,NO,0.1653,0.1859
19169,specialized utility vehicles,standard transportation vehicles,OL,YES,0.2123,0.2135
19170,non-insect_invertebrates,insects,CL,NO,0.1642,0.1652
19171,specialized utility vehicles,reptiles,CL,NO,0.1613,0.1754
19172,reptiles,household_electrical_devices,CL,NO,0.1423,0.1777
19173,fruit_and_vegetables,people,CL,NO,0.1804,0.1746
19174,non-insect_invertebrates,large_carnivores,OL,YES,0.1493,0.1744
19175,fish,fruit_and_vegetables,CL,NO,0.1456,0.1698
19176,small_mammals,trees,CL,NO,0.1691,0.193
19177,large_man-made_outdoor_things,household_furniture,CL,NO,0.1613,0.1809
19178,fruit_and_vegetables,reptiles,CL,NO,0.1466,0.1711
19179,large_natural_outdoor_scenes,non-insect_invertebrates,CL,NO,0.2014,0.2025
19180,specialized utility vehicles,medium_mammals,OL,YES,0.1771,0.183
19181,aquatic_mammals,fish,CL,NO,0.1836,0.1836
19182,specialized utility vehicles,standard transportation vehicles,CL,NO,0.1545,0.1635
19183,trees,people,CL,NO,0.1769,0.1873
19184,fruit_and_vegetables,household_electrical_devices,CL,NO,0.1454,0.1697
19185,people,people,OL,YES,0.137,0.1083
19186,people,large_man-made_outdoor_things,CL,NO,0.1776,0.1692
19187,flowers,trees,CL,NO,0.1635,0.187
19188,food_containers,large_carnivores,CL,NO,0.1758,0.1643
19189,non-insect_invertebrates,large_man-made_outdoor_things,CL,NO,0.157,0.1793
19190,trees,aquatic_mammals,CL,NO,0.1953,0.185
19191,aquatic_mammals,household_furniture,CL,NO,0.1536,0.1772
19192,flowers,large_man-made_outdoor_things,CL,NO,0.1621,0.1829
19193,household_electrical_devices,large_natural_outdoor_scenes,CL,NO,0.11975,0.1588
19194,fish,small_mammals,CL,NO,0.1846,0.1742
19195,insects,insects,OL,YES,0.1876,0.1772
19196,specialized utility vehicles,large_natural_outdoor_scenes,OL,YES,0.1567,0.1594
19197,insects,medium_mammals,CL,NO,0.1948,0.1777
19198,fruit_and_vegetables,trees,CL,NO,0.1572,0.1764
19199,small_mammals,specialized utility vehicles,CL,NO,0.1838,0.1766
19200,insects,large_natural_outdoor_scenes,CL,NO,0.1588,0.1833
19201,standard transportation vehicles,insects,CL,NO,0.1676,0.1713
19202,trees,household_electrical_devices,CL,NO,0.1833,0.1963
19203,specialized utility vehicles,household_furniture,CL,NO,0.1412,0.177
19204,small_mammals,large_man-made_outdoor_things,CL,NO,0.1628,0.1804
19205,flowers,fruit_and_vegetables,CL,NO,0.1763,0.189
19206,medium_mammals,household_electrical_devices,CL,NO,0.1547,0.1743
19207,fruit_and_vegetables,large_omnivores_and_herbivores,CL,NO,0.1881,0.196
19208,trees,large_carnivores,CL,NO,0.164,0.154
19209,trees,large_man-made_outdoor_things,CL,NO,0.1829,0.1901
19210,large_natural_outdoor_scenes,insects,CL,NO,0.1918,0.1945
19211,specialized utility vehicles,medium_mammals,CL,NO,0.1559,0.1495
19212,aquatic_mammals,medium_mammals,CL,NO,0.1764,0.1743
19213,standard transportation vehicles,insects,CL,NO,0.1813,0.1783
19214,aquatic_mammals,specialized utility vehicles,CL,NO,0.152,0.1622
19215,large_carnivores,large_man-made_outdoor_things,CL,NO,0.1594,0.1738
19216,people,aquatic_mammals,CL,NO,0.163,0.1816
19217,non-insect_invertebrates,food_containers,CL,NO,0.1552,0.1794
19218,fruit_and_vegetables,fish,CL,NO,0.157,0.172
19219,household_electrical_devices,large_man-made_outdoor_things,CL,NO,0.1616,0.1648
19220,small_mammals,reptiles,CL,NO,0.1515,0.1799
19221,specialized utility vehicles,food_containers,CL,NO,0.1442,0.1545
19222,household_furniture,large_carnivores,CL,NO,0.1449,0.1232
19223,flowers,fish,CL,NO,0.1688,0.1768
19224,non-insect_invertebrates,flowers,CL,NO,0.1428,0.1702
19225,aquatic_mammals,medium_mammals,OL,YES,0.1963,0.194
19226,specialized utility vehicles,large_carnivores,CL,NO,0.11084,0.1046
19227,large_omnivores_and_herbivores,insects,CL,NO,0.177,0.1763
19228,aquatic_mammals,medium_mammals,OL,YES,0.2252,0.2092
19229,insects,flowers,CL,NO,0.1998,0.2018
19230,large_omnivores_and_herbivores,food_containers,CL,NO,0.1295,0.1675
19231,fish,people,CL,NO,0.1869,0.1914
19232,non-insect_invertebrates,large_omnivores_and_herbivores,OL,YES,0.1489,0.1697
19233,insects,large_omnivores_and_herbivores,CL,NO,0.1877,0.1895
19234,food_containers,aquatic_mammals,CL,NO,0.1776,0.1833
19235,insects,fruit_and_vegetables,CL,NO,0.1686,0.1765
19236,fish,reptiles,CL,NO,0.09546,0.12317
19237,household_furniture,household_furniture,OL,YES,0.2085,0.2034
19238,large_carnivores,insects,CL,NO,0.1687,0.1644
19239,large_man-made_outdoor_things,specialized utility vehicles,CL,NO,0.1543,0.1749
19240,trees,trees,OL,YES,0.197,0.1877
19241,medium_mammals,household_electrical_devices,CL,NO,0.1593,0.1935
19242,medium_mammals,reptiles,CL,NO,0.167,0.1862
19243,fruit_and_vegetables,non-insect_invertebrates,CL,NO,0.2076,0.2042
19244,fish,fruit_and_vegetables,CL,NO,0.152,0.1796
19245,fruit_and_vegetables,fruit_and_vegetables,OL,YES,0.2166,0.1783
19246,trees,medium_mammals,CL,NO,0.1967,0.1915
19247,medium_mammals,flowers,CL,NO,0.1683,0.1968
19248,fruit_and_vegetables,large_natural_outdoor_scenes,CL,NO,0.1681,0.1823
19249,fish,medium_mammals,CL,NO,0.2092,0.2194
19250,specialized utility vehicles,flowers,CL,NO,0.1394,0.1649
19251,trees,medium_mammals,CL,NO,0.1923,0.1897
19252,large_natural_outdoor_scenes,fish,CL,NO,0.1709,0.1738
19253,specialized utility vehicles,large_omnivores_and_herbivores,CL,NO,0.1788,0.1895
19254,non-insect_invertebrates,household_furniture,CL,NO,0.1659,0.1775
19255,fruit_and_vegetables,trees,CL,NO,0.1488,0.1597
19256,specialized utility vehicles,flowers,CL,NO,0.1476,0.165
19257,large_natural_outdoor_scenes,large_carnivores,CL,NO,0.1309,0.1409
19258,large_man-made_outdoor_things,standard transportation vehicles,CL,NO,0.1654,0.1724
19259,food_containers,household_electrical_devices,CL,NO,0.1482,0.1671
19260,fish,reptiles,CL,NO,0.179,0.1809
19261,trees,reptiles,CL,NO,0.157,0.176
19262,fish,food_containers,CL,NO,0.1708,0.2046
19263,large_carnivores,people,CL,NO,0.1809,0.1799
19264,insects,household_electrical_devices,CL,NO,0.1759,0.1967
19265,fruit_and_vegetables,reptiles,CL,NO,0.1617,0.1796
19266,household_furniture,standard transportation vehicles,CL,NO,0.1604,0.1545
19267,flowers,small_mammals,CL,NO,0.1935,0.1824
19268,household_electrical_devices,reptiles,CL,NO,0.1371,0.1534
19269,aquatic_mammals,non-insect_invertebrates,OL,YES,0.1981,0.1952
19270,large_omnivores_and_herbivores,small_mammals,OL,YES,0.2262,0.2026
19271,people,specialized utility vehicles,CL,NO,0.1667,0.1676
19272,insects,reptiles,OL,YES,0.1667,0.1754
19273,small_mammals,medium_mammals,OL,YES,0.2388,0.2258
19274,aquatic_mammals,flowers,CL,NO,0.1559,0.1842
19275,large_man-made_outdoor_things,standard transportation vehicles,CL,NO,0.1459,0.1564
19276,reptiles,fish,CL,NO,0.1588,0.1697
19277,household_furniture,food_containers,CL,NO,0.1532,0.1914
19278,large_omnivores_and_herbivores,non-insect_invertebrates,CL,NO,0.1912,0.1956
19279,insects,large_carnivores,CL,NO,0.1469,0.1423
19280,non-insect_invertebrates,large_carnivores,CL,NO,0.1737,0.1667
19281,people,large_carnivores,CL,NO,0.1277,0.1345
19282,large_omnivores_and_herbivores,non-insect_invertebrates,CL,NO,0.1903,0.198
19283,large_omnivores_and_herbivores,people,CL,NO,0.1595,0.1598
19284,flowers,medium_mammals,CL,NO,0.1953,0.1843
19285,reptiles,fruit_and_vegetables,CL,NO,0.158,0.1772
19286,fish,household_furniture,CL,NO,0.1506,0.181
19287,reptiles,small_mammals,OL,YES,0.1986,0.1814
19288,specialized utility vehicles,large_natural_outdoor_scenes,OL,YES,0.1782,0.1945
19289,household_furniture,fruit_and_vegetables,CL,NO,0.162,0.1766
19290,fruit_and_vegetables,large_carnivores,CL,NO,0.1621,0.1545
19291,reptiles,people,CL,NO,0.1636,0.1581
19292,fruit_and_vegetables,fruit_and_vegetables,OL,YES,0.2452,0.2169
19293,large_man-made_outdoor_things,food_containers,CL,NO,0.1611,0.1729
19294,small_mammals,large_natural_outdoor_scenes,CL,NO,0.1584,0.1837
19295,large_man-made_outdoor_things,flowers,CL,NO,0.1575,0.1676
19296,large_omnivores_and_herbivores,reptiles,CL,NO,0.159,0.1768
19297,large_man-made_outdoor_things,people,CL,NO,0.1554,0.16
19298,trees,fish,CL,NO,0.1636,0.1818
19299,flowers,fruit_and_vegetables,CL,NO,0.186,0.2097
19300,non-insect_invertebrates,household_furniture,CL,NO,0.1559,0.1765
19301,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES,0.1984,0.1953
19302,specialized utility vehicles,medium_mammals,CL,NO,0.159,0.1576
19303,household_electrical_devices,food_containers,OL,YES,0.1349,0.1598
19304,large_man-made_outdoor_things,household_furniture,CL,NO,0.2017,0.1959
19305,household_furniture,specialized utility vehicles,CL,NO,0.1344,0.1398
19306,large_omnivores_and_herbivores,medium_mammals,OL,YES,0.2145,0.2103
19307,reptiles,fruit_and_vegetables,CL,NO,0.1628,0.1943
19308,standard transportation vehicles,food_containers,CL,NO,0.1414,0.174
19309,aquatic_mammals,large_man-made_outdoor_things,CL,NO,0.1605,0.171
19310,fruit_and_vegetables,standard transportation vehicles,CL,NO,0.1382,0.1343
19311,medium_mammals,fruit_and_vegetables,CL,NO,0.1272,0.1643
19312,large_natural_outdoor_scenes,aquatic_mammals,CL,NO,0.1846,0.1782
19313,insects,flowers,OL,YES,0.2296,0.2076
19314,aquatic_mammals,small_mammals,CL,NO,0.1677,0.1644
19315,household_furniture,fish,CL,NO,0.1609,0.167
19316,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES,0.197,0.1937
19317,household_furniture,fruit_and_vegetables,CL,NO,0.1406,0.1625
19318,medium_mammals,large_natural_outdoor_scenes,CL,NO,0.1785,0.1907
19319,specialized utility vehicles,specialized utility vehicles,OL,YES,0.254,0.2214
19320,medium_mammals,large_carnivores,CL,NO,0.1731,0.1835
19321,medium_mammals,large_man-made_outdoor_things,CL,NO,0.1774,0.1887
19322,fish,aquatic_mammals,CL,NO,0.2014,0.1843
19323,large_carnivores,aquatic_mammals,CL,NO,0.1881,0.188
19324,flowers,fish,CL,NO,0.1718,0.1823
19325,fish,food_containers,CL,NO,0.1682,0.1849
19326,medium_mammals,large_carnivores,CL,NO,0.2057,0.2008
19327,medium_mammals,large_carnivores,CL,NO,0.1633,0.1539
19328,food_containers,household_electrical_devices,CL,NO,0.1426,0.1677
19329,large_carnivores,household_electrical_devices,CL,NO,0.1678,0.1857
19330,large_natural_outdoor_scenes,medium_mammals,CL,NO,0.2075,0.2073
19331,large_natural_outdoor_scenes,large_omnivores_and_herbivores,CL,NO,0.1974,0.2097
19332,trees,reptiles,CL,NO,0.1083,0.1436
19333,reptiles,reptiles,CL,NO,0.1587,0.1765
19334,fruit_and_vegetables,trees,CL,NO,0.194,0.2048
19335,trees,people,CL,NO,0.204,0.1953
19336,standard transportation vehicles,fruit_and_vegetables,CL,NO,0.1597,0.1759
19337,fruit_and_vegetables,medium_mammals,CL,NO,0.1637,0.161
19338,specialized utility vehicles,non-insect_invertebrates,CL,NO,0.1523,0.1495
19339,large_omnivores_and_herbivores,food_containers,CL,NO,0.1652,0.2122
19340,standard transportation vehicles,household_electrical_devices,CL,NO,0.1885,0.2032
19341,small_mammals,large_man-made_outdoor_things,CL,NO,0.1515,0.1749
19342,medium_mammals,fish,CL,NO,0.2059,0.1909
19343,standard transportation vehicles,large_man-made_outdoor_things,CL,NO,0.1672,0.1799
19344,household_electrical_devices,food_containers,CL,NO,0.1787,0.1796
19345,non-insect_invertebrates,small_mammals,OL,YES,0.207,0.1772
19346,small_mammals,non-insect_invertebrates,OL,YES,0.1931,0.1931
19347,household_furniture,large_man-made_outdoor_things,CL,NO,0.165,0.1707
19348,insects,standard transportation vehicles,CL,NO,0.1512,0.1588
19349,household_electrical_devices,food_containers,CL,NO,0.1382,0.1531
19350,small_mammals,trees,CL,NO,0.1219,0.1799
19351,standard transportation vehicles,insects,CL,NO,0.1782,0.1826
19352,reptiles,large_man-made_outdoor_things,CL,NO,0.1569,0.1678
19353,aquatic_mammals,fish,CL,NO,0.1847,0.179
19354,household_furniture,trees,CL,NO,0.1464,0.1726
19355,household_furniture,fish,CL,NO,0.1582,0.1609
19356,household_furniture,trees,CL,NO,0.1304,0.1503
19357,household_electrical_devices,reptiles,CL,NO,0.1501,0.1631
19358,insects,fish,CL,NO,0.1641,0.1722
19359,standard transportation vehicles,large_man-made_outdoor_things,CL,NO,0.1807,0.1798
19360,standard transportation vehicles,trees,CL,NO,0.1627,0.1853
19361,household_furniture,household_electrical_devices,CL,NO,0.1665,0.1885
19362,food_containers,large_omnivores_and_herbivores,CL,NO,0.1693,0.1816
19363,non-insect_invertebrates,flowers,CL,NO,0.1525,0.1732
19364,specialized utility vehicles,fish,CL,NO,0.1345,0.1561
19365,people,large_omnivores_and_herbivores,CL,NO,0.1528,0.1794
19366,specialized utility vehicles,specialized utility vehicles,OL,YES,0.1741,0.1737
19367,fish,small_mammals,CL,NO,0.1957,0.1917
19368,small_mammals,medium_mammals,OL,YES,0.2537,0.2228
19369,aquatic_mammals,large_man-made_outdoor_things,CL,NO,0.1598,0.1826
19370,specialized utility vehicles,aquatic_mammals,CL,NO,0.1754,0.178
19371,large_man-made_outdoor_things,food_containers,CL,NO,0.1633,0.179
19372,specialized utility vehicles,trees,CL,NO,0.1512,0.1691
19373,trees,insects,CL,NO,0.1594,0.1674
19374,fruit_and_vegetables,large_man-made_outdoor_things,CL,NO,0.1571,0.1633
19375,people,insects,CL,NO,0.1608,0.1713
19376,medium_mammals,medium_mammals,OL,YES,0.2384,0.2238
19377,insects,food_containers,CL,NO,0.1313,0.1637
19378,non-insect_invertebrates,small_mammals,OL,YES,0.2164,0.188
19379,medium_mammals,household_electrical_devices,CL,NO,0.156,0.1858
19380,large_man-made_outdoor_things,food_containers,CL,NO,0.1582,0.1783
19381,reptiles,household_furniture,CL,NO,0.1631,0.1726
19382,large_carnivores,household_electrical_devices,CL,NO,0.1493,0.1765
19383,specialized utility vehicles,fruit_and_vegetables,CL,NO,0.1461,0.1627
19384,trees,fish,CL,NO,0.1975,0.1927
19385,large_omnivores_and_herbivores,large_omnivores_and_herbivores,CL,NO,0.1849,0.1987
19386,non-insect_invertebrates,large_carnivores,OL,YES,0.1129,0.1119
19387,reptiles,household_electrical_devices,CL,NO,0.1388,0.186
19388,food_containers,non-insect_invertebrates,CL,NO,0.1652,0.1714
19389,non-insect_invertebrates,people,CL,NO,0.1779,0.1665
19390,fish,non-insect_invertebrates,CL,NO,0.1963,0.1925
19391,large_man-made_outdoor_things,flowers,CL,NO,0.1594,0.1688
19392,medium_mammals,reptiles,CL,NO,0.1617,0.1862
19393,small_mammals,insects,CL,NO,0.208,0.1956
19394,large_natural_outdoor_scenes,large_carnivores,CL,NO,0.1669,0.1683
19395,fruit_and_vegetables,insects,CL,NO,0.1993,0.1957
19396,people,aquatic_mammals,CL,NO,0.1906,0.1927
19397,household_electrical_devices,large_man-made_outdoor_things,CL,NO,0.1721,0.1649
19398,trees,large_man-made_outdoor_things,CL,NO,0.1868,0.1864
19399,aquatic_mammals,food_containers,CL,NO,0.1396,0.183
19400,specialized utility vehicles,large_omnivores_and_herbivores,CL,NO,0.178,0.1779
19401,household_electrical_devices,reptiles,CL,NO,0.1411,0.1619
19402,aquatic_mammals,small_mammals,CL,NO,0.2208,0.1945
19403,large_carnivores,fruit_and_vegetables,CL,NO,0.1293,0.177
19404,household_furniture,insects,CL,NO,0.1611,0.1539
19405,food_containers,standard transportation vehicles,CL,NO,0.1155,0.1309
19406,large_natural_outdoor_scenes,flowers,CL,NO,0.1481,0.1827
19407,insects,large_natural_outdoor_scenes,CL,NO,0.1511,0.1658
19408,standard transportation vehicles,reptiles,CL,NO,0.1388,0.1586
19409,large_natural_outdoor_scenes,medium_mammals,CL,NO,0.1555,0.1675
19410,people,insects,CL,NO,0.1777,0.1783
19411,household_furniture,large_omnivores_and_herbivores,CL,NO,0.1417,0.1619
19412,fruit_and_vegetables,large_carnivores,CL,NO,0.1123,0.1095
19413,small_mammals,trees,CL,NO,0.1185,0.1553
19414,reptiles,trees,CL,NO,0.1307,0.1576
19415,trees,reptiles,CL,NO,0.1416,0.1775
19416,medium_mammals,specialized utility vehicles,CL,NO,0.155,0.178
19417,large_natural_outdoor_scenes,food_containers,CL,NO,0.1414,0.178
19418,people,medium_mammals,OL,YES,0.1725,0.1606
19419,insects,flowers,CL,NO,0.1477,0.1667
19420,specialized utility vehicles,non-insect_invertebrates,CL,NO,0.1886,0.1915
19421,specialized utility vehicles,medium_mammals,CL,NO,0.1755,0.1615
19422,flowers,fish,CL,NO,0.1779,0.1838
19423,non-insect_invertebrates,household_furniture,CL,NO,0.1365,0.1686
19424,flowers,household_furniture,CL,NO,0.1722,0.1807
19425,large_carnivores,fruit_and_vegetables,CL,NO,0.1439,0.179
19426,household_furniture,reptiles,CL,NO,0.0736,0.1207
19427,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES,0.1866,0.1879
19428,flowers,food_containers,CL,NO,0.1624,0.1821
19429,small_mammals,food_containers,CL,NO,0.1145,0.151
19430,specialized utility vehicles,reptiles,CL,NO,0.1442,0.1681
19431,trees,standard transportation vehicles,CL,NO,0.1635,0.1758
19432,insects,non-insect_invertebrates,CL,NO,0.2637,0.2479
19433,large_carnivores,trees,CL,NO,0.1505,0.2034
19434,household_electrical_devices,standard transportation vehicles,CL,NO,0.1642,0.1737
19435,household_furniture,food_containers,CL,NO,0.1599,0.1876
19436,reptiles,fish,CL,NO,0.1663,0.1859
19437,medium_mammals,household_furniture,CL,NO,0.1606,0.1837
19438,fruit_and_vegetables,standard transportation vehicles,CL,NO,0.1683,0.1525
19439,medium_mammals,aquatic_mammals,CL,NO,0.2224,0.2057
19440,medium_mammals,food_containers,CL,NO,0.1663,0.1891
19441,standard transportation vehicles,aquatic_mammals,CL,NO,0.1868,0.1895
19442,medium_mammals,large_omnivores_and_herbivores,CL,NO,0.1823,0.1943
19443,household_electrical_devices,standard transportation vehicles,CL,NO,0.1562,0.158
19444,household_furniture,people,CL,NO,0.1741,0.1694
19445,standard transportation vehicles,insects,CL,NO,0.1555,0.161
19446,food_containers,large_natural_outdoor_scenes,CL,NO,0.1521,0.1844
19447,non-insect_invertebrates,specialized utility vehicles,CL,NO,0.1687,0.1656
19448,household_furniture,insects,CL,NO,0.1766,0.1685
19449,large_natural_outdoor_scenes,fish,CL,NO,0.1648,0.174
19450,household_electrical_devices,medium_mammals,CL,NO,0.183,0.1696
19451,aquatic_mammals,non-insect_invertebrates,CL,NO,0.2051,0.2059
19452,people,food_containers,CL,NO,0.1598,0.1718
19453,large_omnivores_and_herbivores,standard transportation vehicles,CL,NO,0.135,0.158
19454,people,large_man-made_outdoor_things,CL,NO,0.1417,0.1604
19455,large_carnivores,large_man-made_outdoor_things,CL,NO,0.1635,0.1743
19456,food_containers,insects,CL,NO,0.1487,0.1449
19457,trees,aquatic_mammals,CL,NO,0.1805,0.183
19458,medium_mammals,aquatic_mammals,CL,NO,0.1954,0.1963
19459,large_natural_outdoor_scenes,insects,CL,NO,0.1868,0.1952
19460,trees,household_electrical_devices,CL,NO,0.1672,0.1859
19461,fish,fruit_and_vegetables,CL,NO,0.128,0.1642
19462,household_electrical_devices,standard transportation vehicles,CL,NO,0.1351,0.1451
19463,aquatic_mammals,household_furniture,CL,NO,0.148,0.1841
19464,medium_mammals,large_man-made_outdoor_things,CL,NO,0.1887,0.1906
19465,household_furniture,flowers,CL,NO,0.1581,0.1644
19466,large_natural_outdoor_scenes,large_man-made_outdoor_things,CL,NO,0.1763,0.1844
19467,small_mammals,medium_mammals,OL,YES,0.227,0.213
19468,fruit_and_vegetables,aquatic_mammals,CL,NO,0.1776,0.1935
19469,large_carnivores,small_mammals,OL,YES,0.1903,0.1919
19470,food_containers,fish,CL,NO,0.1635,0.1609
19471,aquatic_mammals,large_omnivores_and_herbivores,CL,NO,0.1938,0.1995
19472,non-insect_invertebrates,reptiles,CL,NO,0.1647,0.1746
19473,household_furniture,aquatic_mammals,CL,NO,0.1742,0.1727
19474,trees,reptiles,CL,NO,0.1583,0.1816
19475,small_mammals,standard transportation vehicles,CL,NO,0.1473,0.1616
19476,medium_mammals,trees,OL,YES,0.159,0.184
19477,food_containers,large_man-made_outdoor_things,CL,NO,0.1774,0.1884
19478,reptiles,small_mammals,OL,YES,0.2052,0.1976
19479,insects,large_natural_outdoor_scenes,OL,YES,0.1864,0.1898
19480,large_carnivores,household_electrical_devices,CL,NO,0.1658,0.1896
19481,medium_mammals,fruit_and_vegetables,CL,NO,0.1852,0.1987
19482,household_electrical_devices,people,CL,NO,0.1598,0.146
19483,trees,fish,CL,NO,0.189,0.1989
19484,fruit_and_vegetables,household_electrical_devices,CL,NO,0.1614,0.1787
19485,small_mammals,large_man-made_outdoor_things,CL,NO,0.1421,0.1699
19486,large_natural_outdoor_scenes,fish,CL,NO,0.1864,0.1942
19487,non-insect_invertebrates,food_containers,CL,NO,0.1711,0.19
19488,food_containers,reptiles,CL,NO,0.1414,0.1674
19489,reptiles,people,CL,NO,0.162,0.1632
19490,large_omnivores_and_herbivores,standard transportation vehicles,CL,NO,0.129,0.1632
19491,medium_mammals,household_electrical_devices,CL,NO,0.1686,0.1815
19492,insects,flowers,CL,NO,0.1533,0.1793
19493,reptiles,large_natural_outdoor_scenes,CL,NO,0.1576,0.1782
19494,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES,0.2256,0.2228
19495,flowers,flowers,OL,YES,0.2144,0.1927
19496,insects,household_furniture,CL,NO,0.1741,0.1866
19497,insects,large_man-made_outdoor_things,CL,NO,0.1677,0.1786
19498,large_omnivores_and_herbivores,fruit_and_vegetables,CL,NO,0.1615,0.1722
19499,small_mammals,large_omnivores_and_herbivores,OL,YES,0.1978,0.1979
19500,large_natural_outdoor_scenes,food_containers,CL,NO,0.1619,0.1769
19501,non-insect_invertebrates,fish,CL,NO,0.2148,0.204
19502,standard transportation vehicles,medium_mammals,CL,NO,0.1835,0.1841
19503,food_containers,trees,CL,NO,0.1272,0.1558
19504,insects,household_electrical_devices,CL,NO,0.1418,0.1722
19505,large_carnivores,reptiles,CL,NO,0.1565,0.176
19506,large_carnivores,household_furniture,CL,NO,0.1577,0.1847
19507,fruit_and_vegetables,reptiles,CL,NO,0.1511,0.178
19508,people,large_man-made_outdoor_things,CL,NO,0.1746,0.1798
19509,aquatic_mammals,reptiles,CL,NO,0.1676,0.1824
19510,specialized utility vehicles,household_electrical_devices,CL,NO,0.1487,0.1682
19511,standard transportation vehicles,non-insect_invertebrates,CL,NO,0.1697,0.1793
19512,household_electrical_devices,fruit_and_vegetables,CL,NO,0.1699,0.1986
19513,large_carnivores,specialized utility vehicles,CL,NO,0.1444,0.1635
19514,small_mammals,reptiles,CL,NO,0.1571,0.1792
19515,people,specialized utility vehicles,CL,NO,0.08057,0.12195
19516,specialized utility vehicles,standard transportation vehicles,CL,NO,0.1503,0.1499
19517,large_carnivores,aquatic_mammals,CL,NO,0.2118,0.2087
19518,standard transportation vehicles,fruit_and_vegetables,CL,NO,0.1506,0.1785
19519,large_omnivores_and_herbivores,household_furniture,CL,NO,0.1843,0.1958
19520,household_furniture,small_mammals,CL,NO,0.1587,0.1526
19521,large_man-made_outdoor_things,people,CL,NO,0.1918,0.1743
19522,household_electrical_devices,household_electrical_devices,OL,YES,0.1838,0.1877
19523,specialized utility vehicles,reptiles,CL,NO,0.1598,0.1681
19524,household_electrical_devices,fruit_and_vegetables,CL,NO,0.1631,0.1636
19525,large_natural_outdoor_scenes,people,OL,YES,0.1913,0.1884
19526,large_omnivores_and_herbivores,people,CL,NO,0.1833,0.194
19527,reptiles,food_containers,CL,NO,0.123,0.1545
19528,large_natural_outdoor_scenes,large_omnivores_and_herbivores,CL,NO,0.1808,0.1929
19529,large_carnivores,household_furniture,CL,NO,0.1654,0.1812
19530,insects,people,CL,NO,0.1752,0.157
19531,household_furniture,large_man-made_outdoor_things,CL,NO,0.1608,0.1682
19532,standard transportation vehicles,large_omnivores_and_herbivores,CL,NO,0.1362,0.1506
19533,aquatic_mammals,specialized utility vehicles,CL,NO,0.10583,0.146
19534,aquatic_mammals,household_electrical_devices,CL,NO,0.1571,0.1821
19535,large_omnivores_and_herbivores,flowers,CL,NO,0.12195,0.1698
19536,food_containers,medium_mammals,CL,NO,0.175,0.1703
19537,standard transportation vehicles,fruit_and_vegetables,CL,NO,0.1409,0.1681
19538,food_containers,fruit_and_vegetables,CL,NO,0.1475,0.1622
19539,household_furniture,food_containers,CL,NO,0.1038,0.12115
19540,food_containers,standard transportation vehicles,CL,NO,0.1309,0.1454
19541,large_man-made_outdoor_things,fruit_and_vegetables,CL,NO,0.1278,0.172
19542,insects,insects,OL,YES,0.2026,0.1809
19543,large_man-made_outdoor_things,non-insect_invertebrates,CL,NO,0.1842,0.1848
19544,aquatic_mammals,flowers,CL,NO,0.1263,0.1697
19545,small_mammals,food_containers,CL,NO,0.145,0.1777
19546,large_man-made_outdoor_things,large_natural_outdoor_scenes,OL,YES,0.1863,0.1877
19547,large_natural_outdoor_scenes,small_mammals,CL,NO,0.1757,0.1696
19548,flowers,aquatic_mammals,CL,NO,0.1835,0.1863
19549,insects,medium_mammals,CL,NO,0.1901,0.1841
19550,standard transportation vehicles,food_containers,CL,NO,0.1713,0.1876
19551,non-insect_invertebrates,large_carnivores,CL,NO,0.1302,0.09644
19552,fish,medium_mammals,CL,NO,0.212,0.1962
19553,large_natural_outdoor_scenes,fish,CL,NO,0.204,0.2081
19554,aquatic_mammals,insects,CL,NO,0.1653,0.1808
19555,fruit_and_vegetables,household_furniture,CL,NO,0.1724,0.1898
19556,large_omnivores_and_herbivores,food_containers,CL,NO,0.1653,0.1794
19557,fish,large_omnivores_and_herbivores,OL,YES,0.1859,0.1881
