index,true_label,candidate_labels,complementary_label
30850,9,"['eight'; 'one'; 'zero'; 'four'; 'six']",zero
30851,4,"['four'; 'eight'; 'three'; 'seven'; 'six']",eight
30852,1,"['eight'; 'one'; 'two'; 'three'; 'four']",one
30853,5,"['two'; 'zero'; 'five'; 'four'; 'three']",zero
30854,1,"['four'; 'three'; 'eight'; 'one'; 'two']",four
30855,6,"['four'; 'seven'; 'two'; 'one'; 'five']",one
30856,6,"['seven'; 'one'; 'five'; 'two'; 'four']",one
30857,6,"['seven'; 'two'; 'four'; 'five'; 'one']",two
30858,5,"['two'; 'zero'; 'three'; 'four'; 'five']",zero
30859,3,"['eight'; 'six'; 'zero'; 'five'; 'three']",zero
30860,2,"['seven'; 'one'; 'nine'; 'six'; 'zero']",zero
30861,4,"['three'; 'eight'; 'seven'; 'six'; 'four']",eight
30862,8,"['five'; 'zero'; 'nine'; 'three'; 'four']",zero
30863,4,"['seven'; 'eight'; 'three'; 'four'; 'six']",eight
30864,5,"['five'; 'four'; 'two'; 'zero'; 'three']",zero
30865,2,"['six'; 'one'; 'seven'; 'nine'; 'zero']",zero
30866,1,"['three'; 'eight'; 'four'; 'one'; 'two']",eight
30867,8,"['five'; 'four'; 'nine'; 'three'; 'zero']",zero
30868,4,"['six'; 'eight'; 'seven'; 'four'; 'three']",eight
30869,1,"['eight'; 'two'; 'three'; 'one'; 'four']",two
30870,8,"['nine'; 'four'; 'three'; 'five'; 'zero']",zero
30871,0,"['nine'; 'one'; 'six'; 'zero'; 'four']",zero
30872,2,"['zero'; 'seven'; 'six'; 'one'; 'nine']",seven
30873,6,"['one'; 'four'; 'seven'; 'five'; 'two']",four
30874,8,"['four'; 'zero'; 'three'; 'five'; 'nine']",zero
30875,4,"['eight'; 'three'; 'four'; 'seven'; 'six']",three
30876,4,"['seven'; 'four'; 'eight'; 'three'; 'six']",three
30877,9,"['zero'; 'one'; 'eight'; 'six'; 'four']",zero
30878,6,"['four'; 'two'; 'one'; 'seven'; 'five']",one
30879,7,"['one'; 'two'; 'zero'; 'nine'; 'six']",zero
30880,2,"['six'; 'one'; 'seven'; 'nine'; 'zero']",zero
30881,2,"['seven'; 'one'; 'zero'; 'six'; 'nine']",zero
30882,6,"['five'; 'two'; 'seven'; 'one'; 'four']",two
30883,3,"['six'; 'zero'; 'five'; 'eight'; 'three']",zero
30884,2,"['nine'; 'seven'; 'zero'; 'one'; 'six']",zero
30885,3,"['zero'; 'five'; 'three'; 'six'; 'eight']",zero
30886,4,"['three'; 'seven'; 'six'; 'four'; 'eight']",seven
30887,9,"['one'; 'zero'; 'six'; 'four'; 'eight']",zero
30888,4,"['six'; 'four'; 'three'; 'seven'; 'eight']",three
30889,2,"['six'; 'zero'; 'seven'; 'one'; 'nine']",zero
30890,4,"['three'; 'eight'; 'four'; 'six'; 'seven']",eight
30891,0,"['zero'; 'nine'; 'six'; 'four'; 'one']",nine
30892,8,"['three'; 'nine'; 'five'; 'zero'; 'four']",zero
30893,9,"['eight'; 'zero'; 'six'; 'one'; 'four']",zero
30894,1,"['four'; 'three'; 'two'; 'one'; 'eight']",eight
30895,3,"['five'; 'eight'; 'six'; 'three'; 'zero']",zero
30896,5,"['four'; 'five'; 'three'; 'zero'; 'two']",zero
30897,3,"['zero'; 'eight'; 'six'; 'five'; 'three']",zero
30898,1,"['one'; 'four'; 'two'; 'three'; 'eight']",four
30899,9,"['one'; 'zero'; 'eight'; 'six'; 'four']",zero
30900,5,"['three'; 'zero'; 'four'; 'five'; 'two']",zero
30901,1,"['eight'; 'four'; 'three'; 'one'; 'two']",four
30902,7,"['zero'; 'nine'; 'one'; 'two'; 'six']",zero
30903,5,"['four'; 'zero'; 'three'; 'two'; 'five']",zero
30904,6,"['five'; 'four'; 'seven'; 'one'; 'two']",one
30905,2,"['six'; 'nine'; 'zero'; 'seven'; 'one']",zero
30906,1,"['eight'; 'one'; 'four'; 'two'; 'three']",one
30907,3,"['three'; 'five'; 'six'; 'eight'; 'zero']",zero
30908,4,"['six'; 'seven'; 'three'; 'eight'; 'four']",seven
30909,1,"['eight'; 'four'; 'two'; 'one'; 'three']",one
30910,9,"['zero'; 'six'; 'one'; 'four'; 'eight']",four
30911,6,"['four'; 'five'; 'seven'; 'one'; 'two']",five
30912,7,"['one'; 'nine'; 'two'; 'six'; 'zero']",zero
30913,7,"['zero'; 'one'; 'nine'; 'two'; 'six']",zero
30914,8,"['three'; 'five'; 'zero'; 'nine'; 'four']",zero
30915,3,"['zero'; 'three'; 'eight'; 'five'; 'six']",zero
30916,6,"['seven'; 'five'; 'two'; 'four'; 'one']",five
30917,7,"['one'; 'zero'; 'two'; 'nine'; 'six']",zero
30918,5,"['four'; 'zero'; 'five'; 'three'; 'two']",zero
30919,8,"['five'; 'zero'; 'four'; 'nine'; 'three']",zero
30920,1,"['one'; 'two'; 'three'; 'four'; 'eight']",two
30921,4,"['three'; 'seven'; 'four'; 'eight'; 'six']",seven
30922,9,"['four'; 'eight'; 'six'; 'one'; 'zero']",zero
30923,0,"['nine'; 'one'; 'four'; 'six'; 'zero']",zero
30924,7,"['nine'; 'one'; 'zero'; 'two'; 'six']",zero
30925,2,"['zero'; 'seven'; 'one'; 'nine'; 'six']",seven
30926,0,"['four'; 'six'; 'nine'; 'one'; 'zero']",zero
30927,4,"['four'; 'three'; 'seven'; 'eight'; 'six']",three
30928,5,"['three'; 'two'; 'four'; 'five'; 'zero']",zero
30929,0,"['six'; 'four'; 'zero'; 'nine'; 'one']",zero
30930,6,"['one'; 'two'; 'five'; 'four'; 'seven']",five
30931,2,"['nine'; 'six'; 'seven'; 'one'; 'zero']",zero
30932,0,"['nine'; 'zero'; 'four'; 'one'; 'six']",zero
30933,4,"['seven'; 'three'; 'four'; 'eight'; 'six']",three
30934,3,"['five'; 'zero'; 'eight'; 'six'; 'three']",zero
30935,7,"['six'; 'zero'; 'one'; 'nine'; 'two']",zero
30936,7,"['six'; 'one'; 'zero'; 'two'; 'nine']",zero
30937,8,"['nine'; 'zero'; 'five'; 'three'; 'four']",zero
30938,1,"['one'; 'three'; 'four'; 'two'; 'eight']",three
30939,0,"['one'; 'six'; 'zero'; 'four'; 'nine']",zero
30940,1,"['one'; 'four'; 'two'; 'eight'; 'three']",four
30941,7,"['two'; 'six'; 'nine'; 'zero'; 'one']",zero
30942,9,"['six'; 'four'; 'zero'; 'one'; 'eight']",zero
30943,0,"['four'; 'one'; 'nine'; 'six'; 'zero']",zero
30944,9,"['four'; 'zero'; 'eight'; 'six'; 'one']",zero
30945,6,"['seven'; 'one'; 'five'; 'two'; 'four']",five
30946,7,"['two'; 'six'; 'nine'; 'zero'; 'one']",zero
30947,9,"['eight'; 'six'; 'one'; 'four'; 'zero']",zero
30948,0,"['four'; 'nine'; 'six'; 'one'; 'zero']",nine
30949,3,"['eight'; 'six'; 'zero'; 'five'; 'three']",zero
30950,6,"['five'; 'four'; 'two'; 'seven'; 'one']",four
30951,2,"['nine'; 'zero'; 'one'; 'seven'; 'six']",zero
30952,7,"['nine'; 'six'; 'two'; 'zero'; 'one']",zero
30953,4,"['seven'; 'six'; 'three'; 'four'; 'eight']",six
30954,4,"['six'; 'eight'; 'four'; 'seven'; 'three']",eight
30955,0,"['one'; 'four'; 'zero'; 'six'; 'nine']",zero
30956,6,"['one'; 'five'; 'seven'; 'two'; 'four']",five
30957,5,"['three'; 'five'; 'zero'; 'four'; 'two']",zero
30958,1,"['eight'; 'four'; 'two'; 'one'; 'three']",one
30959,7,"['two'; 'six'; 'zero'; 'one'; 'nine']",zero
30960,3,"['three'; 'five'; 'six'; 'eight'; 'zero']",zero
30961,5,"['three'; 'zero'; 'four'; 'five'; 'two']",zero
30962,3,"['three'; 'five'; 'six'; 'eight'; 'zero']",zero
30963,1,"['one'; 'four'; 'three'; 'two'; 'eight']",four
30964,8,"['four'; 'three'; 'five'; 'nine'; 'zero']",zero
30965,0,"['nine'; 'six'; 'four'; 'zero'; 'one']",zero
30966,1,"['four'; 'one'; 'eight'; 'two'; 'three']",one
30967,8,"['nine'; 'three'; 'zero'; 'five'; 'four']",zero
30968,6,"['two'; 'four'; 'five'; 'one'; 'seven']",four
30969,1,"['three'; 'two'; 'one'; 'eight'; 'four']",eight
30970,2,"['seven'; 'zero'; 'one'; 'six'; 'nine']",zero
30971,6,"['five'; 'seven'; 'two'; 'one'; 'four']",five
30972,2,"['zero'; 'nine'; 'seven'; 'six'; 'one']",seven
30973,7,"['zero'; 'nine'; 'six'; 'one'; 'two']",nine
30974,3,"['zero'; 'six'; 'eight'; 'three'; 'five']",zero
30975,2,"['seven'; 'six'; 'nine'; 'one'; 'zero']",zero
30976,2,"['seven'; 'nine'; 'one'; 'six'; 'zero']",zero
30977,9,"['zero'; 'eight'; 'one'; 'four'; 'six']",zero
30978,1,"['two'; 'one'; 'eight'; 'four'; 'three']",one
30979,7,"['six'; 'zero'; 'two'; 'one'; 'nine']",zero
30980,5,"['zero'; 'two'; 'three'; 'five'; 'four']",zero
30981,9,"['one'; 'zero'; 'six'; 'eight'; 'four']",zero
30982,7,"['nine'; 'six'; 'zero'; 'one'; 'two']",zero
30983,5,"['five'; 'two'; 'three'; 'four'; 'zero']",zero
30984,3,"['eight'; 'six'; 'zero'; 'five'; 'three']",zero
30985,8,"['nine'; 'four'; 'three'; 'zero'; 'five']",zero
30986,3,"['three'; 'five'; 'six'; 'eight'; 'zero']",zero
30987,9,"['eight'; 'zero'; 'four'; 'six'; 'one']",zero
30988,7,"['six'; 'zero'; 'nine'; 'two'; 'one']",zero
30989,6,"['seven'; 'two'; 'five'; 'four'; 'one']",seven
30990,7,"['two'; 'zero'; 'one'; 'six'; 'nine']",zero
30991,5,"['two'; 'four'; 'three'; 'five'; 'zero']",zero
30992,0,"['one'; 'nine'; 'six'; 'four'; 'zero']",zero
30993,2,"['zero'; 'nine'; 'seven'; 'six'; 'one']",seven
30994,8,"['four'; 'zero'; 'five'; 'three'; 'nine']",zero
30995,6,"['one'; 'two'; 'four'; 'seven'; 'five']",four
30996,1,"['three'; 'one'; 'eight'; 'four'; 'two']",one
30997,2,"['seven'; 'zero'; 'six'; 'nine'; 'one']",zero
30998,7,"['nine'; 'six'; 'zero'; 'one'; 'two']",zero
30999,8,"['zero'; 'nine'; 'five'; 'three'; 'four']",nine
31000,6,"['four'; 'one'; 'seven'; 'five'; 'two']",one
31001,1,"['three'; 'one'; 'eight'; 'four'; 'two']",one
31002,2,"['one'; 'six'; 'nine'; 'zero'; 'seven']",zero
31003,7,"['nine'; 'six'; 'one'; 'two'; 'zero']",zero
31004,9,"['four'; 'six'; 'one'; 'zero'; 'eight']",zero
31005,5,"['two'; 'three'; 'zero'; 'five'; 'four']",zero
31006,4,"['eight'; 'six'; 'seven'; 'three'; 'four']",six
31007,5,"['two'; 'zero'; 'three'; 'five'; 'four']",zero
31008,5,"['three'; 'two'; 'zero'; 'five'; 'four']",zero
31009,7,"['two'; 'six'; 'nine'; 'zero'; 'one']",zero
31010,5,"['three'; 'four'; 'two'; 'zero'; 'five']",zero
31011,3,"['five'; 'six'; 'zero'; 'three'; 'eight']",zero
31012,1,"['one'; 'four'; 'three'; 'two'; 'eight']",four
31013,5,"['four'; 'five'; 'zero'; 'two'; 'three']",zero
31014,8,"['four'; 'nine'; 'zero'; 'five'; 'three']",zero
31015,0,"['six'; 'zero'; 'four'; 'one'; 'nine']",zero
31016,2,"['nine'; 'seven'; 'six'; 'one'; 'zero']",seven
31017,1,"['two'; 'three'; 'one'; 'four'; 'eight']",one
31018,9,"['four'; 'zero'; 'eight'; 'six'; 'one']",zero
31019,1,"['three'; 'four'; 'two'; 'eight'; 'one']",four
31020,0,"['zero'; 'one'; 'nine'; 'six'; 'four']",zero
31021,3,"['five'; 'three'; 'zero'; 'eight'; 'six']",zero
31022,5,"['zero'; 'four'; 'two'; 'five'; 'three']",zero
31023,8,"['nine'; 'three'; 'four'; 'five'; 'zero']",zero
31024,2,"['zero'; 'one'; 'six'; 'nine'; 'seven']",zero
31025,4,"['eight'; 'six'; 'three'; 'four'; 'seven']",three
31026,0,"['nine'; 'one'; 'four'; 'zero'; 'six']",zero
31027,9,"['one'; 'four'; 'six'; 'zero'; 'eight']",zero
31028,5,"['three'; 'four'; 'two'; 'zero'; 'five']",zero
31029,4,"['six'; 'three'; 'eight'; 'four'; 'seven']",three
31030,8,"['three'; 'nine'; 'zero'; 'five'; 'four']",zero
31031,5,"['three'; 'five'; 'zero'; 'two'; 'four']",zero
31032,3,"['five'; 'six'; 'three'; 'zero'; 'eight']",zero
31033,1,"['three'; 'one'; 'eight'; 'four'; 'two']",one
31034,8,"['nine'; 'zero'; 'five'; 'three'; 'four']",zero
31035,8,"['four'; 'nine'; 'five'; 'three'; 'zero']",zero
31036,4,"['four'; 'three'; 'eight'; 'six'; 'seven']",three
31037,6,"['seven'; 'four'; 'one'; 'two'; 'five']",one
31038,1,"['one'; 'three'; 'four'; 'two'; 'eight']",three
31039,8,"['four'; 'nine'; 'zero'; 'five'; 'three']",zero
31040,6,"['one'; 'four'; 'seven'; 'two'; 'five']",four
31041,9,"['one'; 'eight'; 'six'; 'four'; 'zero']",zero
31042,3,"['three'; 'six'; 'five'; 'zero'; 'eight']",zero
31043,0,"['six'; 'nine'; 'four'; 'zero'; 'one']",zero
31044,3,"['zero'; 'six'; 'three'; 'eight'; 'five']",zero
31045,1,"['four'; 'two'; 'one'; 'eight'; 'three']",one
31046,6,"['seven'; 'five'; 'two'; 'four'; 'one']",five
31047,2,"['seven'; 'nine'; 'one'; 'zero'; 'six']",zero
31048,1,"['four'; 'three'; 'one'; 'two'; 'eight']",one
31049,3,"['six'; 'zero'; 'eight'; 'three'; 'five']",zero
31050,4,"['seven'; 'four'; 'six'; 'eight'; 'three']",eight
31051,4,"['three'; 'four'; 'seven'; 'eight'; 'six']",four
31052,4,"['six'; 'eight'; 'three'; 'seven'; 'four']",eight
31053,5,"['three'; 'five'; 'zero'; 'two'; 'four']",zero
31054,6,"['four'; 'seven'; 'five'; 'one'; 'two']",one
31055,7,"['nine'; 'two'; 'zero'; 'one'; 'six']",zero
31056,2,"['nine'; 'six'; 'seven'; 'zero'; 'one']",zero
31057,9,"['six'; 'zero'; 'one'; 'four'; 'eight']",zero
31058,1,"['two'; 'eight'; 'four'; 'three'; 'one']",eight
31059,0,"['four'; 'six'; 'one'; 'zero'; 'nine']",zero
31060,8,"['nine'; 'three'; 'five'; 'zero'; 'four']",zero
31061,1,"['two'; 'one'; 'three'; 'eight'; 'four']",one
31062,7,"['one'; 'zero'; 'six'; 'two'; 'nine']",zero
31063,2,"['zero'; 'six'; 'one'; 'seven'; 'nine']",seven
31064,7,"['zero'; 'nine'; 'two'; 'one'; 'six']",nine
31065,3,"['five'; 'six'; 'three'; 'eight'; 'zero']",zero
31066,7,"['one'; 'nine'; 'two'; 'six'; 'zero']",zero
31067,4,"['three'; 'seven'; 'four'; 'six'; 'eight']",four
31068,2,"['six'; 'nine'; 'seven'; 'zero'; 'one']",zero
31069,5,"['five'; 'three'; 'four'; 'two'; 'zero']",zero
31070,2,"['six'; 'zero'; 'one'; 'seven'; 'nine']",zero
31071,6,"['seven'; 'five'; 'two'; 'one'; 'four']",five
31072,9,"['zero'; 'four'; 'one'; 'eight'; 'six']",four
31073,7,"['two'; 'one'; 'six'; 'nine'; 'zero']",zero
31074,9,"['eight'; 'one'; 'zero'; 'four'; 'six']",zero
31075,8,"['zero'; 'three'; 'four'; 'nine'; 'five']",zero
31076,7,"['two'; 'one'; 'nine'; 'six'; 'zero']",zero
31077,9,"['eight'; 'four'; 'six'; 'one'; 'zero']",zero
31078,5,"['four'; 'zero'; 'three'; 'five'; 'two']",zero
31079,0,"['zero'; 'six'; 'four'; 'nine'; 'one']",four
31080,8,"['four'; 'nine'; 'zero'; 'five'; 'three']",zero
31081,1,"['four'; 'eight'; 'one'; 'three'; 'two']",one
31082,0,"['one'; 'nine'; 'six'; 'four'; 'zero']",zero
31083,4,"['seven'; 'four'; 'six'; 'eight'; 'three']",eight
31084,1,"['four'; 'one'; 'three'; 'eight'; 'two']",one
31085,7,"['six'; 'nine'; 'zero'; 'two'; 'one']",zero
31086,5,"['three'; 'four'; 'two'; 'zero'; 'five']",zero
31087,8,"['four'; 'zero'; 'five'; 'three'; 'nine']",zero
31088,9,"['six'; 'four'; 'eight'; 'zero'; 'one']",zero
31089,9,"['eight'; 'zero'; 'six'; 'four'; 'one']",zero
31090,4,"['four'; 'seven'; 'eight'; 'three'; 'six']",seven
31091,8,"['three'; 'nine'; 'four'; 'zero'; 'five']",zero
31092,2,"['zero'; 'six'; 'nine'; 'one'; 'seven']",nine
31093,1,"['two'; 'four'; 'eight'; 'three'; 'one']",four
31094,9,"['zero'; 'four'; 'eight'; 'six'; 'one']",zero
31095,0,"['six'; 'zero'; 'nine'; 'one'; 'four']",zero
31096,2,"['nine'; 'zero'; 'six'; 'seven'; 'one']",zero
31097,9,"['zero'; 'four'; 'six'; 'eight'; 'one']",four
31098,3,"['five'; 'three'; 'six'; 'eight'; 'zero']",zero
31099,5,"['zero'; 'two'; 'three'; 'five'; 'four']",zero
31100,7,"['zero'; 'nine'; 'six'; 'one'; 'two']",nine
31101,7,"['six'; 'one'; 'nine'; 'zero'; 'two']",zero
31102,4,"['four'; 'seven'; 'three'; 'six'; 'eight']",four
31103,8,"['three'; 'five'; 'four'; 'zero'; 'nine']",zero
31104,6,"['seven'; 'five'; 'one'; 'four'; 'two']",five
31105,6,"['five'; 'four'; 'one'; 'seven'; 'two']",four
31106,4,"['seven'; 'four'; 'eight'; 'six'; 'three']",eight
31107,9,"['four'; 'one'; 'six'; 'eight'; 'zero']",zero
31108,3,"['five'; 'six'; 'three'; 'eight'; 'zero']",zero
31109,0,"['zero'; 'one'; 'nine'; 'four'; 'six']",four
31110,6,"['five'; 'seven'; 'four'; 'two'; 'one']",four
31111,4,"['eight'; 'seven'; 'four'; 'six'; 'three']",seven
31112,0,"['zero'; 'four'; 'one'; 'six'; 'nine']",four
31113,1,"['two'; 'four'; 'eight'; 'one'; 'three']",four
31114,4,"['eight'; 'three'; 'six'; 'four'; 'seven']",three
31115,9,"['eight'; 'four'; 'one'; 'zero'; 'six']",zero
31116,0,"['zero'; 'nine'; 'four'; 'one'; 'six']",nine
31117,3,"['three'; 'zero'; 'five'; 'six'; 'eight']",zero
31118,6,"['one'; 'five'; 'four'; 'two'; 'seven']",five
31119,8,"['four'; 'nine'; 'five'; 'three'; 'zero']",zero
31120,9,"['six'; 'eight'; 'zero'; 'one'; 'four']",zero
31121,4,"['eight'; 'three'; 'seven'; 'four'; 'six']",three
31122,1,"['three'; 'four'; 'one'; 'eight'; 'two']",four
31123,4,"['seven'; 'four'; 'eight'; 'six'; 'three']",four
31124,8,"['five'; 'zero'; 'nine'; 'three'; 'four']",zero
31125,7,"['two'; 'zero'; 'six'; 'one'; 'nine']",zero
31126,4,"['four'; 'seven'; 'eight'; 'six'; 'three']",seven
31127,0,"['four'; 'nine'; 'one'; 'six'; 'zero']",zero
31128,9,"['four'; 'zero'; 'six'; 'one'; 'eight']",zero
31129,1,"['two'; 'three'; 'eight'; 'one'; 'four']",eight
31130,9,"['six'; 'zero'; 'one'; 'four'; 'eight']",zero
31131,9,"['four'; 'six'; 'one'; 'eight'; 'zero']",zero
31132,9,"['eight'; 'zero'; 'one'; 'four'; 'six']",zero
31133,2,"['nine'; 'zero'; 'six'; 'seven'; 'one']",zero
31134,1,"['one'; 'four'; 'two'; 'eight'; 'three']",four
31135,8,"['nine'; 'zero'; 'four'; 'three'; 'five']",zero
31136,3,"['three'; 'six'; 'eight'; 'zero'; 'five']",zero
31137,7,"['one'; 'six'; 'nine'; 'two'; 'zero']",zero
31138,0,"['zero'; 'nine'; 'six'; 'one'; 'four']",nine
31139,8,"['five'; 'zero'; 'four'; 'three'; 'nine']",zero
31140,3,"['zero'; 'eight'; 'three'; 'five'; 'six']",zero
31141,9,"['eight'; 'one'; 'zero'; 'four'; 'six']",zero
31142,9,"['six'; 'four'; 'eight'; 'one'; 'zero']",zero
31143,6,"['four'; 'one'; 'seven'; 'five'; 'two']",one
31144,1,"['eight'; 'three'; 'four'; 'two'; 'one']",three
31145,0,"['four'; 'one'; 'nine'; 'six'; 'zero']",zero
31146,2,"['one'; 'nine'; 'seven'; 'six'; 'zero']",zero
31147,6,"['four'; 'two'; 'seven'; 'one'; 'five']",two
31148,2,"['nine'; 'one'; 'seven'; 'zero'; 'six']",zero
31149,5,"['two'; 'zero'; 'three'; 'five'; 'four']",zero
31150,2,"['zero'; 'nine'; 'one'; 'seven'; 'six']",nine
31151,5,"['zero'; 'two'; 'three'; 'four'; 'five']",zero
31152,6,"['one'; 'four'; 'two'; 'five'; 'seven']",four
31153,3,"['eight'; 'six'; 'three'; 'zero'; 'five']",zero
31154,0,"['zero'; 'six'; 'nine'; 'one'; 'four']",nine
31155,3,"['six'; 'five'; 'eight'; 'zero'; 'three']",zero
31156,7,"['two'; 'six'; 'zero'; 'nine'; 'one']",zero
31157,3,"['zero'; 'three'; 'five'; 'six'; 'eight']",zero
31158,5,"['zero'; 'five'; 'two'; 'three'; 'four']",zero
31159,4,"['eight'; 'four'; 'six'; 'three'; 'seven']",three
31160,7,"['two'; 'nine'; 'zero'; 'one'; 'six']",zero
31161,9,"['one'; 'six'; 'four'; 'zero'; 'eight']",zero
31162,8,"['three'; 'five'; 'nine'; 'four'; 'zero']",zero
31163,4,"['four'; 'eight'; 'three'; 'six'; 'seven']",eight
31164,4,"['seven'; 'four'; 'six'; 'three'; 'eight']",four
31165,0,"['one'; 'zero'; 'four'; 'six'; 'nine']",zero
31166,1,"['eight'; 'four'; 'two'; 'one'; 'three']",one
31167,6,"['four'; 'one'; 'five'; 'seven'; 'two']",one
31168,8,"['zero'; 'four'; 'nine'; 'three'; 'five']",zero
31169,1,"['eight'; 'three'; 'two'; 'four'; 'one']",three
31170,9,"['four'; 'six'; 'zero'; 'eight'; 'one']",zero
31171,0,"['zero'; 'six'; 'nine'; 'one'; 'four']",nine
31172,0,"['one'; 'nine'; 'six'; 'zero'; 'four']",zero
31173,0,"['one'; 'six'; 'four'; 'zero'; 'nine']",zero
31174,1,"['two'; 'four'; 'three'; 'eight'; 'one']",four
31175,6,"['seven'; 'five'; 'one'; 'two'; 'four']",five
31176,7,"['nine'; 'zero'; 'six'; 'two'; 'one']",zero
31177,2,"['zero'; 'six'; 'one'; 'seven'; 'nine']",seven
31178,3,"['eight'; 'six'; 'three'; 'zero'; 'five']",zero
31179,1,"['two'; 'eight'; 'four'; 'one'; 'three']",eight
31180,0,"['nine'; 'zero'; 'four'; 'one'; 'six']",zero
31181,1,"['four'; 'three'; 'one'; 'two'; 'eight']",one
31182,8,"['four'; 'three'; 'nine'; 'zero'; 'five']",zero
31183,3,"['zero'; 'eight'; 'six'; 'five'; 'three']",eight
31184,9,"['eight'; 'six'; 'four'; 'zero'; 'one']",zero
31185,2,"['zero'; 'nine'; 'seven'; 'six'; 'one']",seven
31186,5,"['three'; 'two'; 'four'; 'five'; 'zero']",zero
31187,7,"['six'; 'two'; 'one'; 'nine'; 'zero']",zero
31188,2,"['six'; 'one'; 'nine'; 'zero'; 'seven']",zero
31189,7,"['two'; 'zero'; 'nine'; 'six'; 'one']",zero
31190,5,"['three'; 'four'; 'five'; 'two'; 'zero']",zero
31191,8,"['five'; 'nine'; 'three'; 'zero'; 'four']",zero
31192,7,"['two'; 'six'; 'zero'; 'nine'; 'one']",zero
31193,6,"['seven'; 'five'; 'one'; 'four'; 'two']",five
31194,0,"['six'; 'one'; 'nine'; 'four'; 'zero']",zero
31195,0,"['four'; 'six'; 'nine'; 'one'; 'zero']",zero
31196,7,"['one'; 'zero'; 'six'; 'two'; 'nine']",zero
31197,2,"['zero'; 'one'; 'nine'; 'six'; 'seven']",seven
31198,1,"['eight'; 'four'; 'one'; 'two'; 'three']",four
31199,0,"['four'; 'nine'; 'zero'; 'one'; 'six']",zero
31200,9,"['eight'; 'one'; 'four'; 'six'; 'zero']",zero
31201,3,"['zero'; 'three'; 'eight'; 'five'; 'six']",zero
31202,0,"['six'; 'one'; 'four'; 'nine'; 'zero']",zero
31203,6,"['seven'; 'two'; 'four'; 'five'; 'one']",four
31204,6,"['five'; 'four'; 'seven'; 'two'; 'one']",four
31205,8,"['three'; 'four'; 'five'; 'zero'; 'nine']",zero
31206,8,"['nine'; 'five'; 'zero'; 'three'; 'four']",zero
31207,7,"['nine'; 'six'; 'zero'; 'one'; 'two']",zero
31208,6,"['seven'; 'two'; 'one'; 'four'; 'five']",two
31209,1,"['four'; 'three'; 'two'; 'eight'; 'one']",eight
31210,7,"['two'; 'nine'; 'six'; 'zero'; 'one']",zero
31211,5,"['four'; 'three'; 'five'; 'zero'; 'two']",zero
31212,6,"['one'; 'five'; 'four'; 'two'; 'seven']",four
31213,9,"['one'; 'six'; 'zero'; 'four'; 'eight']",zero
31214,5,"['four'; 'three'; 'five'; 'zero'; 'two']",zero
31215,9,"['four'; 'six'; 'eight'; 'one'; 'zero']",zero
31216,2,"['six'; 'nine'; 'seven'; 'one'; 'zero']",zero
31217,3,"['six'; 'five'; 'three'; 'eight'; 'zero']",zero
31218,9,"['six'; 'eight'; 'one'; 'four'; 'zero']",zero
31219,7,"['two'; 'zero'; 'six'; 'nine'; 'one']",zero
31220,6,"['four'; 'two'; 'seven'; 'five'; 'one']",two
31221,2,"['seven'; 'one'; 'six'; 'nine'; 'zero']",zero
31222,5,"['five'; 'four'; 'three'; 'zero'; 'two']",zero
31223,4,"['seven'; 'eight'; 'six'; 'three'; 'four']",eight
31224,4,"['eight'; 'four'; 'three'; 'six'; 'seven']",four
31225,9,"['four'; 'zero'; 'six'; 'one'; 'eight']",zero
31226,9,"['one'; 'six'; 'eight'; 'zero'; 'four']",zero
31227,4,"['six'; 'four'; 'three'; 'eight'; 'seven']",three
31228,6,"['five'; 'four'; 'seven'; 'one'; 'two']",four
31229,3,"['six'; 'eight'; 'three'; 'five'; 'zero']",zero
31230,5,"['zero'; 'five'; 'four'; 'two'; 'three']",zero
31231,6,"['two'; 'one'; 'five'; 'four'; 'seven']",one
31232,6,"['four'; 'seven'; 'one'; 'five'; 'two']",one
31233,2,"['seven'; 'six'; 'one'; 'nine'; 'zero']",zero
31234,0,"['one'; 'four'; 'six'; 'nine'; 'zero']",zero
31235,4,"['eight'; 'seven'; 'six'; 'three'; 'four']",seven
31236,8,"['nine'; 'zero'; 'five'; 'three'; 'four']",zero
31237,1,"['one'; 'four'; 'eight'; 'three'; 'two']",four
31238,1,"['four'; 'three'; 'one'; 'two'; 'eight']",one
31239,7,"['six'; 'nine'; 'two'; 'zero'; 'one']",zero
31240,2,"['six'; 'zero'; 'seven'; 'one'; 'nine']",zero
31241,2,"['seven'; 'one'; 'zero'; 'six'; 'nine']",zero
31242,5,"['three'; 'five'; 'zero'; 'four'; 'two']",zero
31243,0,"['four'; 'six'; 'one'; 'nine'; 'zero']",zero
31244,9,"['one'; 'eight'; 'zero'; 'four'; 'six']",zero
31245,1,"['three'; 'one'; 'four'; 'eight'; 'two']",one
31246,4,"['six'; 'seven'; 'eight'; 'four'; 'three']",four
31247,2,"['one'; 'six'; 'nine'; 'seven'; 'zero']",zero
31248,8,"['zero'; 'four'; 'five'; 'three'; 'nine']",five
31249,3,"['eight'; 'zero'; 'six'; 'five'; 'three']",zero
31250,1,"['two'; 'eight'; 'four'; 'one'; 'three']",eight
31251,4,"['seven'; 'six'; 'four'; 'three'; 'eight']",three
31252,5,"['three'; 'zero'; 'five'; 'four'; 'two']",zero
31253,5,"['zero'; 'three'; 'five'; 'four'; 'two']",zero
