index,true_label,candidate_labels,complementary_label
20009,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
20010,18,"['insects'; 'large man-made outdoor things'; 'flowers']",insects
20011,17,"['fish'; 'insects'; 'flowers']",fish
20012,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",fish
20013,0,"['large carnivores'; 'aquatic mammals'; 'food containers']",food containers
20014,9,"['large natural outdoor scenes'; 'non-insect invertebrates'; 'household electrical devices']",household electrical devices
20015,14,"['food containers'; 'people'; 'trees']",trees
20016,16,"['large man-made outdoor things'; 'household furniture'; 'large omnivores and herbivores']",large man-made outdoor things
20017,8,"['aquatic mammals'; 'vehicles 1'; 'large carnivores']",vehicles 1
20018,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",household furniture
20019,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
20020,8,"['aquatic mammals'; 'vehicles 1'; 'large carnivores']",aquatic mammals
20021,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
20022,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
20023,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
20024,5,"['insects'; 'aquatic mammals'; 'small mammals']",aquatic mammals
20025,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
20026,4,"['household furniture'; 'aquatic mammals'; 'flowers']",household furniture
20027,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
20028,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
20029,3,"['non-insect invertebrates'; 'vehicles 1'; 'fish']",non-insect invertebrates
20030,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
20031,11,"['large natural outdoor scenes'; 'flowers'; 'food containers']",flowers
20032,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
20033,14,"['food containers'; 'trees'; 'people']",trees
20034,5,"['insects'; 'aquatic mammals'; 'small mammals']",aquatic mammals
20035,16,"['large man-made outdoor things'; 'household furniture'; 'large omnivores and herbivores']",household furniture
20036,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
20037,16,"['household furniture'; 'large omnivores and herbivores'; 'large man-made outdoor things']",household furniture
20038,17,"['flowers'; 'insects'; 'fish']",fish
20039,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
20040,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
20041,8,"['vehicles 1'; 'large carnivores'; 'aquatic mammals']",aquatic mammals
20042,17,"['insects'; 'fish'; 'flowers']",fish
20043,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",fruit and vegetables
20044,7,"['insects'; 'non-insect invertebrates'; 'people']",people
20045,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
20046,14,"['trees'; 'food containers'; 'people']",trees
20047,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",household furniture
20048,8,"['large carnivores'; 'vehicles 1'; 'aquatic mammals']",vehicles 1
20049,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",fruit and vegetables
20050,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
20051,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
20052,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
20053,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
20054,1,"['fruit and vegetables'; 'vehicles 2'; 'insects']",fruit and vegetables
20055,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
20056,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
20057,1,"['fruit and vegetables'; 'insects'; 'vehicles 2']",fruit and vegetables
20058,14,"['food containers'; 'trees'; 'people']",trees
20059,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
20060,11,"['large natural outdoor scenes'; 'food containers'; 'flowers']",flowers
20061,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
20062,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
20063,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
20064,4,"['household furniture'; 'aquatic mammals'; 'flowers']",household furniture
20065,12,"['food containers'; 'large omnivores and herbivores'; 'medium-sized mammals']",food containers
20066,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
20067,12,"['large omnivores and herbivores'; 'medium-sized mammals'; 'food containers']",large omnivores and herbivores
20068,7,"['insects'; 'people'; 'non-insect invertebrates']",people
20069,14,"['food containers'; 'trees'; 'people']",trees
20070,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
20071,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
20072,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
20073,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
20074,7,"['people'; 'non-insect invertebrates'; 'insects']",people
20075,10,"['fruit and vegetables'; 'household furniture'; 'large carnivores']",household furniture
20076,17,"['fish'; 'flowers'; 'insects']",fish
20077,2,"['flowers'; 'trees'; 'food containers']",food containers
20078,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
20079,5,"['small mammals'; 'aquatic mammals'; 'insects']",aquatic mammals
20080,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
20081,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",large carnivores
20082,14,"['trees'; 'food containers'; 'people']",trees
20083,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
20084,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
20085,14,"['people'; 'trees'; 'food containers']",trees
20086,4,"['flowers'; 'aquatic mammals'; 'household furniture']",flowers
20087,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
20088,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
20089,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
20090,1,"['fruit and vegetables'; 'vehicles 2'; 'insects']",vehicles 2
20091,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
20092,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
20093,15,"['trees'; 'medium-sized mammals'; 'flowers']",trees
20094,2,"['flowers'; 'trees'; 'food containers']",food containers
20095,15,"['flowers'; 'medium-sized mammals'; 'trees']",flowers
20096,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
20097,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
20098,6,"['vehicles 2'; 'trees'; 'household furniture']",trees
20099,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
20100,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
20101,4,"['flowers'; 'household furniture'; 'aquatic mammals']",aquatic mammals
20102,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
20103,12,"['large omnivores and herbivores'; 'food containers'; 'medium-sized mammals']",food containers
20104,0,"['food containers'; 'aquatic mammals'; 'large carnivores']",food containers
20105,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
20106,4,"['aquatic mammals'; 'flowers'; 'household furniture']",aquatic mammals
20107,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
20108,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
20109,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
20110,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
20111,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
20112,7,"['insects'; 'people'; 'non-insect invertebrates']",people
20113,0,"['large carnivores'; 'aquatic mammals'; 'food containers']",food containers
20114,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
20115,11,"['large natural outdoor scenes'; 'flowers'; 'food containers']",food containers
20116,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
20117,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
20118,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
20119,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
20120,5,"['aquatic mammals'; 'insects'; 'small mammals']",aquatic mammals
20121,11,"['large natural outdoor scenes'; 'food containers'; 'flowers']",flowers
20122,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",large carnivores
20123,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
20124,1,"['fruit and vegetables'; 'vehicles 2'; 'insects']",fruit and vegetables
20125,0,"['large carnivores'; 'aquatic mammals'; 'food containers']",food containers
20126,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
20127,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
20128,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",insects
20129,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
20130,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
20131,11,"['large natural outdoor scenes'; 'flowers'; 'food containers']",flowers
20132,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
20133,7,"['insects'; 'people'; 'non-insect invertebrates']",people
20134,3,"['non-insect invertebrates'; 'vehicles 1'; 'fish']",non-insect invertebrates
20135,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
20136,9,"['large natural outdoor scenes'; 'non-insect invertebrates'; 'household electrical devices']",household electrical devices
20137,5,"['insects'; 'aquatic mammals'; 'small mammals']",aquatic mammals
20138,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
20139,14,"['trees'; 'people'; 'food containers']",trees
20140,4,"['household furniture'; 'aquatic mammals'; 'flowers']",household furniture
20141,2,"['food containers'; 'flowers'; 'trees']",food containers
20142,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
20143,7,"['people'; 'insects'; 'non-insect invertebrates']",people
20144,7,"['people'; 'non-insect invertebrates'; 'insects']",people
20145,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",insects
20146,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
20147,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
20148,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",food containers
20149,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
20150,4,"['household furniture'; 'aquatic mammals'; 'flowers']",aquatic mammals
20151,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",Vehicles
20152,17,"['fish'; 'insects'; 'flowers']",fish
20153,2,"['trees'; 'flowers'; 'food containers']",trees
20154,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
20155,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
20156,14,"['food containers'; 'people'; 'trees']",food containers
20157,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
20158,4,"['aquatic mammals'; 'flowers'; 'household furniture']",aquatic mammals
20159,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
20160,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
20161,3,"['non-insect invertebrates'; 'vehicles 1'; 'fish']",non-insect invertebrates
20162,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
20163,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",large carnivores
20164,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
20165,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
20166,15,"['flowers'; 'trees'; 'medium-sized mammals']",flowers
20167,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
20168,1,"['insects'; 'vehicles 2'; 'fruit and vegetables']",Vehicles
20169,4,"['household furniture'; 'flowers'; 'aquatic mammals']",household furniture
20170,6,"['vehicles 2'; 'trees'; 'household furniture']",trees
20171,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
20172,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",fish
20173,8,"['vehicles 1'; 'large carnivores'; 'aquatic mammals']",Vehicles
20174,7,"['non-insect invertebrates'; 'people'; 'insects']",people
20175,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
20176,9,"['household electrical devices'; 'large natural outdoor scenes'; 'non-insect invertebrates']",household electrical devices
20177,18,"['large man-made outdoor things'; 'insects'; 'flowers']",flowers
20178,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
20179,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
20180,5,"['small mammals'; 'insects'; 'aquatic mammals']",aquatic mammals
20181,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
20182,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
20183,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
20184,5,"['aquatic mammals'; 'insects'; 'small mammals']",aquatic mammals
20185,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
20186,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
20187,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
20188,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
20189,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
20190,13,"['large omnivores and herbivores'; 'large carnivores'; 'fish']",fish
20191,13,"['large omnivores and herbivores'; 'fish'; 'large carnivores']",fish
20192,9,"['large natural outdoor scenes'; 'non-insect invertebrates'; 'household electrical devices']",household electrical devices
20193,9,"['non-insect invertebrates'; 'large natural outdoor scenes'; 'household electrical devices']",non-insect invertebrates
20194,8,"['vehicles 1'; 'large carnivores'; 'aquatic mammals']",aquatic mammals
20195,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
20196,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
20197,11,"['food containers'; 'large natural outdoor scenes'; 'flowers']",flowers
20198,1,"['fruit and vegetables'; 'vehicles 2'; 'insects']",fruit and vegetables
20199,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
20200,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
20201,5,"['aquatic mammals'; 'insects'; 'small mammals']",aquatic mammals
20202,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
20203,1,"['fruit and vegetables'; 'insects'; 'vehicles 2']",insects
20204,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
20205,4,"['aquatic mammals'; 'flowers'; 'household furniture']",aquatic mammals
20206,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
20207,17,"['insects'; 'flowers'; 'fish']",fish
20208,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
20209,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
20210,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
20211,10,"['fruit and vegetables'; 'household furniture'; 'large carnivores']",fruit and vegetables
20212,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
20213,4,"['household furniture'; 'aquatic mammals'; 'flowers']",household furniture
20214,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
20215,16,"['large man-made outdoor things'; 'household furniture'; 'large omnivores and herbivores']",household furniture
20216,17,"['fish'; 'flowers'; 'insects']",fish
20217,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",food containers
20218,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
20219,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
20220,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",food containers
20221,18,"['large man-made outdoor things'; 'insects'; 'flowers']",flowers
20222,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
20223,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
20224,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
20225,14,"['food containers'; 'people'; 'trees']",food containers
20226,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",food containers
20227,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
20228,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
20229,7,"['non-insect invertebrates'; 'people'; 'insects']",people
20230,19,"['large carnivores'; 'food containers'; 'medium-sized mammals']",food containers
20231,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
20232,15,"['medium-sized mammals'; 'flowers'; 'trees']",flowers
20233,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
20234,17,"['insects'; 'fish'; 'flowers']",fish
20235,16,"['household furniture'; 'large omnivores and herbivores'; 'large man-made outdoor things']",household furniture
20236,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",fish
20237,18,"['insects'; 'flowers'; 'large man-made outdoor things']",flowers
20238,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
20239,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
20240,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
20241,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
20242,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
20243,9,"['non-insect invertebrates'; 'large natural outdoor scenes'; 'household electrical devices']",non-insect invertebrates
20244,14,"['people'; 'trees'; 'food containers']",trees
20245,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
20246,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",household furniture
20247,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",household furniture
20248,16,"['household furniture'; 'large omnivores and herbivores'; 'large man-made outdoor things']",household furniture
20249,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
20250,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
20251,0,"['large carnivores'; 'aquatic mammals'; 'food containers']",food containers
20252,18,"['insects'; 'large man-made outdoor things'; 'flowers']",insects
20253,1,"['fruit and vegetables'; 'insects'; 'vehicles 2']",fruit and vegetables
20254,8,"['vehicles 1'; 'large carnivores'; 'aquatic mammals']",Vehicles
20255,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
20256,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
20257,14,"['trees'; 'food containers'; 'people']",trees
20258,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
20259,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
20260,9,"['non-insect invertebrates'; 'large natural outdoor scenes'; 'household electrical devices']",non-insect invertebrates
20261,7,"['non-insect invertebrates'; 'people'; 'insects']",people
20262,1,"['fruit and vegetables'; 'insects'; 'vehicles 2']",Vehicles
20263,2,"['food containers'; 'trees'; 'flowers']",trees
20264,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
20265,9,"['household electrical devices'; 'large natural outdoor scenes'; 'non-insect invertebrates']",household electrical devices
20266,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
20267,18,"['insects'; 'flowers'; 'large man-made outdoor things']",flowers
20268,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
20269,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",food containers
20270,14,"['food containers'; 'people'; 'trees']",trees
20271,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",large carnivores
20272,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",household furniture
20273,14,"['trees'; 'people'; 'food containers']",trees
20274,14,"['food containers'; 'trees'; 'people']",trees
20275,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
20276,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
20277,17,"['fish'; 'insects'; 'flowers']",fish
20278,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
20279,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
20280,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",vehicles 1
20281,5,"['aquatic mammals'; 'insects'; 'small mammals']",aquatic mammals
20282,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
20283,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
20284,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
20285,18,"['flowers'; 'large man-made outdoor things'; 'insects']",flowers
20286,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
20287,17,"['fish'; 'insects'; 'flowers']",fish
20288,9,"['non-insect invertebrates'; 'large natural outdoor scenes'; 'household electrical devices']",non-insect invertebrates
20289,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
20290,11,"['large natural outdoor scenes'; 'food containers'; 'flowers']",flowers
20291,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
20292,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",fruit and vegetables
20293,15,"['flowers'; 'medium-sized mammals'; 'trees']",flowers
20294,14,"['trees'; 'people'; 'food containers']",trees
20295,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
20296,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
20297,1,"['fruit and vegetables'; 'insects'; 'vehicles 2']",insects
20298,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",Vehicles
20299,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
20300,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
20301,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",food containers
20302,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
20303,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
20304,15,"['trees'; 'medium-sized mammals'; 'flowers']",trees
20305,17,"['insects'; 'fish'; 'flowers']",fish
20306,3,"['vehicles 1'; 'fish'; 'non-insect invertebrates']",fish
20307,6,"['trees'; 'vehicles 2'; 'household furniture']",Vehicles
20308,18,"['flowers'; 'large man-made outdoor things'; 'insects']",flowers
20309,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
20310,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",food containers
20311,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
20312,17,"['flowers'; 'insects'; 'fish']",fish
20313,18,"['large man-made outdoor things'; 'flowers'; 'insects']",flowers
20314,15,"['trees'; 'medium-sized mammals'; 'flowers']",trees
20315,8,"['aquatic mammals'; 'vehicles 1'; 'large carnivores']",vehicles 1
20316,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
20317,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
20318,0,"['aquatic mammals'; 'food containers'; 'large carnivores']",food containers
20319,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",fish
20320,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
20321,16,"['household furniture'; 'large man-made outdoor things'; 'large omnivores and herbivores']",household furniture
20322,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
20323,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",food containers
20324,17,"['insects'; 'fish'; 'flowers']",fish
20325,9,"['household electrical devices'; 'large natural outdoor scenes'; 'non-insect invertebrates']",household electrical devices
20326,19,"['large carnivores'; 'food containers'; 'medium-sized mammals']",large carnivores
20327,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
20328,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
20329,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",fish
20330,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",fruit and vegetables
20331,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",household furniture
20332,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
20333,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",household furniture
20334,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",insects
20335,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
20336,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
20337,0,"['large carnivores'; 'aquatic mammals'; 'food containers']",large carnivores
20338,12,"['large omnivores and herbivores'; 'medium-sized mammals'; 'food containers']",large omnivores and herbivores
20339,4,"['aquatic mammals'; 'flowers'; 'household furniture']",aquatic mammals
20340,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",food containers
20341,8,"['aquatic mammals'; 'vehicles 1'; 'large carnivores']",vehicles 1
20342,6,"['vehicles 2'; 'household furniture'; 'trees']",trees
20343,6,"['trees'; 'vehicles 2'; 'household furniture']",trees
20344,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
20345,13,"['large omnivores and herbivores'; 'fish'; 'large carnivores']",fish
20346,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
20347,3,"['non-insect invertebrates'; 'vehicles 1'; 'fish']",non-insect invertebrates
20348,16,"['household furniture'; 'large omnivores and herbivores'; 'large man-made outdoor things']",household furniture
20349,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
20350,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
20351,14,"['food containers'; 'people'; 'trees']",food containers
20352,14,"['trees'; 'people'; 'food containers']",trees
20353,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
20354,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
20355,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
20356,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",Vehicles
20357,9,"['non-insect invertebrates'; 'large natural outdoor scenes'; 'household electrical devices']",non-insect invertebrates
20358,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
20359,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
20360,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
20361,7,"['people'; 'non-insect invertebrates'; 'insects']",people
20362,18,"['flowers'; 'insects'; 'large man-made outdoor things']",flowers
20363,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
20364,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",household furniture
20365,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
20366,7,"['insects'; 'people'; 'non-insect invertebrates']",people
20367,2,"['flowers'; 'trees'; 'food containers']",food containers
20368,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
20369,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
20370,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
20371,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
20372,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
20373,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
20374,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
20375,14,"['trees'; 'food containers'; 'people']",trees
20376,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
20377,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
