index,true_label,candidate_labels,complementary_label
28013,4,"['horse'; 'airplane']",airplane
28014,0,"['bird'; 'automobile']",bird
28015,7,"['truck'; 'airplane']",truck
28016,8,"['truck'; 'cat']",truck
28017,0,"['bird'; 'automobile']",bird
28018,1,"['dog'; 'deer']",dog
28019,9,"['ship'; 'frog']",frog
28020,3,"['automobile'; 'truck']",truck
28021,6,"['truck'; 'cat']",truck
28022,5,"['automobile'; 'airplane']",automobile
28023,7,"['truck'; 'airplane']",truck
28024,1,"['dog'; 'deer']",dog
28025,0,"['automobile'; 'bird']",bird
28026,2,"['cat'; 'deer']",cat
28027,1,"['deer'; 'dog']",deer
28028,3,"['automobile'; 'truck']",truck
28029,3,"['automobile'; 'truck']",truck
28030,7,"['airplane'; 'truck']",airplane
28031,2,"['deer'; 'cat']",deer
28032,6,"['cat'; 'truck']",truck
28033,0,"['automobile'; 'bird']",automobile
28034,3,"['truck'; 'automobile']",truck
28035,0,"['bird'; 'automobile']",bird
28036,0,"['automobile'; 'bird']",automobile
28037,8,"['truck'; 'cat']",truck
28038,1,"['dog'; 'deer']",dog
28039,4,"['airplane'; 'horse']",airplane
28040,4,"['horse'; 'airplane']",airplane
28041,1,"['deer'; 'dog']",deer
28042,6,"['truck'; 'cat']",truck
28043,2,"['cat'; 'deer']",deer
28044,7,"['truck'; 'airplane']",truck
28045,1,"['dog'; 'deer']",dog
28046,9,"['ship'; 'frog']",frog
28047,5,"['airplane'; 'automobile']",airplane
28048,7,"['airplane'; 'truck']",airplane
28049,4,"['airplane'; 'horse']",airplane
28050,3,"['truck'; 'automobile']",truck
28051,2,"['cat'; 'deer']",cat
28052,0,"['automobile'; 'bird']",automobile
28053,9,"['frog'; 'ship']",frog
28054,1,"['deer'; 'dog']",deer
28055,3,"['automobile'; 'truck']",truck
28056,6,"['cat'; 'truck']",truck
28057,2,"['deer'; 'cat']",cat
28058,3,"['automobile'; 'truck']",truck
28059,1,"['dog'; 'deer']",dog
28060,6,"['truck'; 'cat']",truck
28061,6,"['cat'; 'truck']",truck
28062,5,"['automobile'; 'airplane']",automobile
28063,0,"['automobile'; 'bird']",automobile
28064,1,"['dog'; 'deer']",dog
28065,9,"['ship'; 'frog']",frog
28066,8,"['cat'; 'truck']",cat
28067,3,"['truck'; 'automobile']",truck
28068,0,"['bird'; 'automobile']",bird
28069,5,"['airplane'; 'automobile']",airplane
28070,5,"['automobile'; 'airplane']",automobile
28071,9,"['frog'; 'ship']",frog
28072,4,"['horse'; 'airplane']",airplane
28073,7,"['truck'; 'airplane']",truck
28074,4,"['horse'; 'airplane']",airplane
28075,3,"['automobile'; 'truck']",truck
28076,4,"['airplane'; 'horse']",airplane
28077,1,"['deer'; 'dog']",deer
28078,3,"['truck'; 'automobile']",truck
28079,5,"['automobile'; 'airplane']",automobile
28080,0,"['automobile'; 'bird']",automobile
28081,1,"['deer'; 'dog']",deer
28082,7,"['truck'; 'airplane']",truck
28083,3,"['automobile'; 'truck']",truck
28084,4,"['airplane'; 'horse']",airplane
28085,8,"['truck'; 'cat']",cat
28086,1,"['dog'; 'deer']",dog
28087,7,"['airplane'; 'truck']",truck
28088,6,"['cat'; 'truck']",truck
28089,1,"['dog'; 'deer']",dog
28090,5,"['airplane'; 'automobile']",airplane
28091,3,"['truck'; 'automobile']",truck
28092,0,"['bird'; 'automobile']",automobile
28093,5,"['airplane'; 'automobile']",airplane
28094,5,"['automobile'; 'airplane']",automobile
28095,2,"['cat'; 'deer']",cat
28096,1,"['deer'; 'dog']",deer
28097,4,"['horse'; 'airplane']",airplane
28098,1,"['dog'; 'deer']",dog
28099,5,"['automobile'; 'airplane']",automobile
28100,4,"['airplane'; 'horse']",airplane
28101,7,"['truck'; 'airplane']",truck
28102,7,"['truck'; 'airplane']",truck
28103,8,"['truck'; 'cat']",truck
28104,7,"['airplane'; 'truck']",airplane
28105,1,"['deer'; 'dog']",deer
28106,6,"['cat'; 'truck']",truck
28107,2,"['cat'; 'deer']",deer
28108,2,"['cat'; 'deer']",deer
28109,3,"['automobile'; 'truck']",truck
28110,1,"['deer'; 'dog']",deer
28111,7,"['airplane'; 'truck']",airplane
28112,2,"['deer'; 'cat']",deer
28113,0,"['bird'; 'automobile']",automobile
28114,2,"['cat'; 'deer']",deer
28115,8,"['truck'; 'cat']",cat
28116,2,"['deer'; 'cat']",deer
28117,7,"['airplane'; 'truck']",truck
28118,7,"['truck'; 'airplane']",truck
28119,9,"['ship'; 'frog']",frog
28120,9,"['frog'; 'ship']",frog
28121,3,"['truck'; 'automobile']",truck
28122,1,"['deer'; 'dog']",deer
28123,9,"['frog'; 'ship']",frog
28124,2,"['deer'; 'cat']",deer
28125,8,"['truck'; 'cat']",truck
28126,0,"['automobile'; 'bird']",automobile
28127,1,"['dog'; 'deer']",dog
28128,8,"['truck'; 'cat']",truck
28129,9,"['ship'; 'frog']",frog
28130,5,"['automobile'; 'airplane']",automobile
28131,3,"['truck'; 'automobile']",truck
28132,7,"['airplane'; 'truck']",airplane
28133,0,"['bird'; 'automobile']",automobile
28134,8,"['cat'; 'truck']",truck
28135,3,"['truck'; 'automobile']",truck
28136,6,"['cat'; 'truck']",truck
28137,1,"['deer'; 'dog']",deer
28138,0,"['bird'; 'automobile']",bird
28139,6,"['cat'; 'truck']",truck
28140,0,"['bird'; 'automobile']",bird
28141,9,"['ship'; 'frog']",frog
28142,3,"['automobile'; 'truck']",truck
28143,6,"['cat'; 'truck']",truck
28144,5,"['airplane'; 'automobile']",airplane
28145,7,"['truck'; 'airplane']",truck
28146,4,"['horse'; 'airplane']",airplane
28147,5,"['airplane'; 'automobile']",airplane
28148,1,"['deer'; 'dog']",deer
28149,3,"['truck'; 'automobile']",truck
28150,7,"['truck'; 'airplane']",truck
28151,4,"['horse'; 'airplane']",airplane
28152,7,"['airplane'; 'truck']",truck
28153,8,"['cat'; 'truck']",cat
28154,8,"['cat'; 'truck']",truck
28155,3,"['automobile'; 'truck']",truck
28156,7,"['airplane'; 'truck']",airplane
28157,3,"['truck'; 'automobile']",truck
28158,2,"['cat'; 'deer']",deer
28159,9,"['ship'; 'frog']",frog
28160,4,"['airplane'; 'horse']",airplane
28161,2,"['deer'; 'cat']",deer
28162,3,"['truck'; 'automobile']",truck
28163,1,"['dog'; 'deer']",dog
28164,2,"['deer'; 'cat']",cat
28165,4,"['airplane'; 'horse']",airplane
28166,9,"['ship'; 'frog']",frog
28167,4,"['airplane'; 'horse']",airplane
28168,7,"['truck'; 'airplane']",truck
28169,6,"['truck'; 'cat']",truck
28170,4,"['horse'; 'airplane']",airplane
28171,6,"['cat'; 'truck']",truck
28172,5,"['automobile'; 'airplane']",automobile
28173,2,"['deer'; 'cat']",deer
28174,4,"['horse'; 'airplane']",airplane
28175,1,"['deer'; 'dog']",deer
28176,2,"['deer'; 'cat']",cat
28177,6,"['cat'; 'truck']",truck
28178,0,"['bird'; 'automobile']",automobile
28179,0,"['bird'; 'automobile']",bird
28180,8,"['cat'; 'truck']",truck
28181,6,"['truck'; 'cat']",truck
28182,7,"['truck'; 'airplane']",truck
28183,1,"['deer'; 'dog']",deer
28184,7,"['airplane'; 'truck']",airplane
28185,0,"['automobile'; 'bird']",automobile
28186,4,"['horse'; 'airplane']",horse
28187,1,"['dog'; 'deer']",dog
28188,6,"['cat'; 'truck']",truck
28189,9,"['ship'; 'frog']",frog
28190,3,"['automobile'; 'truck']",truck
28191,4,"['airplane'; 'horse']",airplane
28192,1,"['deer'; 'dog']",deer
28193,1,"['dog'; 'deer']",dog
28194,6,"['truck'; 'cat']",truck
28195,7,"['airplane'; 'truck']",truck
28196,1,"['deer'; 'dog']",deer
28197,7,"['airplane'; 'truck']",airplane
28198,7,"['airplane'; 'truck']",truck
28199,9,"['frog'; 'ship']",frog
28200,4,"['airplane'; 'horse']",airplane
28201,7,"['airplane'; 'truck']",truck
28202,7,"['truck'; 'airplane']",truck
28203,6,"['cat'; 'truck']",truck
28204,8,"['cat'; 'truck']",cat
28205,8,"['truck'; 'cat']",cat
28206,7,"['truck'; 'airplane']",truck
28207,9,"['frog'; 'ship']",frog
28208,0,"['automobile'; 'bird']",automobile
28209,3,"['truck'; 'automobile']",truck
28210,1,"['dog'; 'deer']",dog
28211,7,"['truck'; 'airplane']",truck
28212,0,"['automobile'; 'bird']",automobile
28213,4,"['airplane'; 'horse']",airplane
28214,3,"['automobile'; 'truck']",automobile
28215,9,"['ship'; 'frog']",frog
28216,0,"['bird'; 'automobile']",automobile
28217,5,"['airplane'; 'automobile']",airplane
28218,5,"['automobile'; 'airplane']",automobile
28219,4,"['horse'; 'airplane']",airplane
28220,1,"['dog'; 'deer']",dog
28221,5,"['automobile'; 'airplane']",automobile
28222,6,"['truck'; 'cat']",truck
28223,0,"['bird'; 'automobile']",bird
28224,2,"['deer'; 'cat']",deer
28225,2,"['deer'; 'cat']",deer
28226,4,"['horse'; 'airplane']",airplane
28227,2,"['deer'; 'cat']",cat
28228,4,"['horse'; 'airplane']",airplane
28229,9,"['frog'; 'ship']",frog
28230,8,"['truck'; 'cat']",cat
28231,0,"['bird'; 'automobile']",bird
28232,4,"['airplane'; 'horse']",airplane
28233,9,"['frog'; 'ship']",frog
28234,7,"['truck'; 'airplane']",truck
28235,9,"['ship'; 'frog']",frog
28236,6,"['cat'; 'truck']",truck
28237,3,"['truck'; 'automobile']",truck
28238,2,"['deer'; 'cat']",deer
28239,8,"['truck'; 'cat']",truck
28240,7,"['truck'; 'airplane']",truck
28241,5,"['automobile'; 'airplane']",automobile
28242,3,"['automobile'; 'truck']",truck
28243,7,"['airplane'; 'truck']",airplane
28244,1,"['deer'; 'dog']",deer
28245,1,"['dog'; 'deer']",dog
28246,4,"['airplane'; 'horse']",airplane
28247,5,"['airplane'; 'automobile']",airplane
28248,1,"['dog'; 'deer']",dog
28249,7,"['airplane'; 'truck']",airplane
28250,4,"['airplane'; 'horse']",airplane
28251,5,"['airplane'; 'automobile']",airplane
28252,6,"['truck'; 'cat']",truck
28253,3,"['automobile'; 'truck']",truck
28254,6,"['truck'; 'cat']",truck
28255,4,"['airplane'; 'horse']",airplane
28256,7,"['truck'; 'airplane']",truck
28257,7,"['airplane'; 'truck']",airplane
28258,6,"['truck'; 'cat']",truck
28259,9,"['frog'; 'ship']",frog
28260,4,"['airplane'; 'horse']",airplane
28261,9,"['frog'; 'ship']",frog
28262,7,"['truck'; 'airplane']",truck
28263,5,"['airplane'; 'automobile']",airplane
28264,7,"['truck'; 'airplane']",truck
28265,1,"['dog'; 'deer']",dog
28266,8,"['cat'; 'truck']",truck
28267,0,"['automobile'; 'bird']",automobile
28268,1,"['dog'; 'deer']",dog
28269,8,"['cat'; 'truck']",truck
28270,0,"['bird'; 'automobile']",automobile
28271,4,"['airplane'; 'horse']",airplane
28272,0,"['automobile'; 'bird']",automobile
28273,0,"['bird'; 'automobile']",bird
28274,1,"['deer'; 'dog']",deer
28275,6,"['cat'; 'truck']",truck
28276,1,"['deer'; 'dog']",deer
28277,6,"['cat'; 'truck']",truck
28278,4,"['horse'; 'airplane']",airplane
28279,8,"['cat'; 'truck']",truck
28280,1,"['dog'; 'deer']",dog
28281,2,"['deer'; 'cat']",deer
28282,5,"['automobile'; 'airplane']",automobile
28283,5,"['automobile'; 'airplane']",airplane
28284,8,"['truck'; 'cat']",cat
28285,9,"['frog'; 'ship']",frog
28286,5,"['airplane'; 'automobile']",airplane
28287,8,"['cat'; 'truck']",truck
28288,1,"['dog'; 'deer']",dog
28289,4,"['airplane'; 'horse']",airplane
28290,4,"['airplane'; 'horse']",airplane
28291,2,"['cat'; 'deer']",cat
28292,1,"['dog'; 'deer']",dog
28293,7,"['truck'; 'airplane']",truck
28294,5,"['automobile'; 'airplane']",automobile
28295,8,"['truck'; 'cat']",cat
28296,7,"['truck'; 'airplane']",truck
28297,1,"['deer'; 'dog']",deer
28298,1,"['dog'; 'deer']",dog
28299,5,"['airplane'; 'automobile']",airplane
28300,0,"['automobile'; 'bird']",automobile
28301,2,"['cat'; 'deer']",cat
28302,0,"['bird'; 'automobile']",automobile
28303,6,"['cat'; 'truck']",truck
28304,9,"['frog'; 'ship']",frog
28305,0,"['automobile'; 'bird']",automobile
28306,5,"['automobile'; 'airplane']",automobile
28307,2,"['cat'; 'deer']",deer
28308,3,"['automobile'; 'truck']",truck
28309,9,"['frog'; 'ship']",frog
28310,8,"['cat'; 'truck']",cat
28311,0,"['automobile'; 'bird']",automobile
28312,3,"['truck'; 'automobile']",truck
28313,4,"['airplane'; 'horse']",airplane
28314,1,"['dog'; 'deer']",dog
28315,4,"['airplane'; 'horse']",airplane
28316,3,"['automobile'; 'truck']",truck
28317,4,"['horse'; 'airplane']",airplane
28318,9,"['ship'; 'frog']",frog
28319,4,"['airplane'; 'horse']",airplane
28320,0,"['bird'; 'automobile']",bird
28321,5,"['airplane'; 'automobile']",airplane
28322,6,"['truck'; 'cat']",truck
28323,8,"['truck'; 'cat']",truck
28324,8,"['cat'; 'truck']",truck
28325,6,"['truck'; 'cat']",truck
28326,1,"['dog'; 'deer']",dog
28327,2,"['cat'; 'deer']",deer
28328,7,"['airplane'; 'truck']",truck
28329,9,"['frog'; 'ship']",ship
28330,3,"['truck'; 'automobile']",truck
28331,3,"['automobile'; 'truck']",truck
28332,8,"['cat'; 'truck']",cat
28333,2,"['deer'; 'cat']",deer
28334,4,"['airplane'; 'horse']",airplane
28335,1,"['dog'; 'deer']",dog
28336,5,"['airplane'; 'automobile']",airplane
28337,9,"['ship'; 'frog']",frog
28338,4,"['horse'; 'airplane']",airplane
28339,5,"['airplane'; 'automobile']",airplane
28340,5,"['automobile'; 'airplane']",automobile
28341,5,"['airplane'; 'automobile']",airplane
28342,5,"['automobile'; 'airplane']",automobile
28343,2,"['cat'; 'deer']",deer
28344,1,"['dog'; 'deer']",dog
28345,2,"['cat'; 'deer']",cat
28346,4,"['airplane'; 'horse']",airplane
28347,1,"['deer'; 'dog']",deer
28348,2,"['deer'; 'cat']",deer
28349,4,"['horse'; 'airplane']",airplane
28350,5,"['airplane'; 'automobile']",airplane
28351,9,"['ship'; 'frog']",frog
28352,1,"['dog'; 'deer']",dog
28353,9,"['ship'; 'frog']",frog
28354,0,"['bird'; 'automobile']",bird
28355,6,"['cat'; 'truck']",truck
28356,3,"['automobile'; 'truck']",truck
28357,2,"['cat'; 'deer']",deer
28358,9,"['frog'; 'ship']",frog
28359,9,"['ship'; 'frog']",frog
28360,0,"['bird'; 'automobile']",automobile
28361,3,"['truck'; 'automobile']",truck
28362,1,"['deer'; 'dog']",deer
28363,0,"['bird'; 'automobile']",bird
28364,7,"['airplane'; 'truck']",airplane
28365,9,"['ship'; 'frog']",frog
28366,7,"['airplane'; 'truck']",truck
28367,6,"['cat'; 'truck']",truck
28368,3,"['truck'; 'automobile']",truck
28369,7,"['airplane'; 'truck']",truck
28370,6,"['truck'; 'cat']",truck
28371,9,"['ship'; 'frog']",frog
28372,4,"['horse'; 'airplane']",airplane
28373,3,"['truck'; 'automobile']",truck
28374,6,"['cat'; 'truck']",truck
28375,4,"['airplane'; 'horse']",airplane
28376,9,"['ship'; 'frog']",frog
28377,2,"['deer'; 'cat']",deer
28378,6,"['cat'; 'truck']",truck
28379,9,"['ship'; 'frog']",frog
28380,0,"['automobile'; 'bird']",automobile
28381,1,"['deer'; 'dog']",deer
28382,6,"['cat'; 'truck']",truck
28383,1,"['dog'; 'deer']",dog
28384,8,"['cat'; 'truck']",cat
28385,7,"['airplane'; 'truck']",airplane
28386,5,"['automobile'; 'airplane']",automobile
28387,4,"['horse'; 'airplane']",airplane
28388,4,"['airplane'; 'horse']",airplane
28389,5,"['airplane'; 'automobile']",airplane
28390,9,"['frog'; 'ship']",frog
28391,9,"['frog'; 'ship']",frog
28392,7,"['truck'; 'airplane']",truck
28393,1,"['deer'; 'dog']",deer
28394,1,"['deer'; 'dog']",deer
28395,6,"['truck'; 'cat']",truck
28396,8,"['cat'; 'truck']",cat
28397,2,"['cat'; 'deer']",cat
28398,7,"['truck'; 'airplane']",truck
28399,2,"['deer'; 'cat']",deer
28400,0,"['bird'; 'automobile']",bird
28401,0,"['automobile'; 'bird']",automobile
28402,0,"['bird'; 'automobile']",bird
28403,2,"['cat'; 'deer']",cat
28404,5,"['automobile'; 'airplane']",automobile
28405,9,"['ship'; 'frog']",frog
28406,9,"['frog'; 'ship']",frog
28407,4,"['horse'; 'airplane']",airplane
28408,0,"['automobile'; 'bird']",bird
28409,5,"['automobile'; 'airplane']",automobile
28410,2,"['deer'; 'cat']",deer
28411,5,"['airplane'; 'automobile']",airplane
28412,8,"['truck'; 'cat']",cat
28413,6,"['cat'; 'truck']",truck
28414,4,"['airplane'; 'horse']",airplane
28415,9,"['ship'; 'frog']",frog
28416,6,"['cat'; 'truck']",truck
28417,1,"['deer'; 'dog']",deer
28418,8,"['truck'; 'cat']",truck
28419,3,"['truck'; 'automobile']",truck
28420,1,"['dog'; 'deer']",dog
28421,6,"['truck'; 'cat']",truck
28422,2,"['cat'; 'deer']",deer
28423,3,"['truck'; 'automobile']",truck
28424,8,"['cat'; 'truck']",cat
28425,5,"['automobile'; 'airplane']",automobile
28426,2,"['cat'; 'deer']",deer
28427,5,"['airplane'; 'automobile']",airplane
28428,0,"['bird'; 'automobile']",bird
28429,7,"['airplane'; 'truck']",truck
28430,5,"['automobile'; 'airplane']",automobile
28431,8,"['truck'; 'cat']",cat
28432,6,"['truck'; 'cat']",truck
28433,3,"['truck'; 'automobile']",truck
28434,1,"['deer'; 'dog']",deer
28435,8,"['cat'; 'truck']",truck
28436,8,"['cat'; 'truck']",cat
28437,3,"['truck'; 'automobile']",truck
28438,5,"['airplane'; 'automobile']",airplane
28439,5,"['airplane'; 'automobile']",airplane
28440,5,"['automobile'; 'airplane']",automobile
28441,1,"['deer'; 'dog']",deer
28442,5,"['airplane'; 'automobile']",airplane
28443,2,"['cat'; 'deer']",cat
28444,0,"['bird'; 'automobile']",automobile
28445,6,"['truck'; 'cat']",truck
28446,7,"['airplane'; 'truck']",airplane
28447,3,"['automobile'; 'truck']",truck
28448,9,"['frog'; 'ship']",frog
28449,0,"['automobile'; 'bird']",automobile
28450,8,"['cat'; 'truck']",cat
28451,9,"['frog'; 'ship']",frog
28452,2,"['cat'; 'deer']",deer
28453,7,"['truck'; 'airplane']",truck
28454,6,"['cat'; 'truck']",truck
28455,7,"['airplane'; 'truck']",truck
28456,0,"['automobile'; 'bird']",automobile
28457,3,"['automobile'; 'truck']",truck
28458,2,"['deer'; 'cat']",deer
28459,9,"['ship'; 'frog']",frog
28460,5,"['automobile'; 'airplane']",automobile
28461,8,"['truck'; 'cat']",cat
28462,6,"['cat'; 'truck']",truck
28463,7,"['airplane'; 'truck']",truck
28464,4,"['airplane'; 'horse']",airplane
28465,7,"['airplane'; 'truck']",airplane
28466,6,"['truck'; 'cat']",truck
28467,0,"['automobile'; 'bird']",automobile
28468,7,"['truck'; 'airplane']",truck
28469,0,"['automobile'; 'bird']",automobile
28470,4,"['airplane'; 'horse']",airplane
28471,5,"['automobile'; 'airplane']",automobile
28472,3,"['truck'; 'automobile']",truck
28473,7,"['airplane'; 'truck']",truck
28474,1,"['deer'; 'dog']",deer
28475,5,"['airplane'; 'automobile']",airplane
28476,1,"['deer'; 'dog']",deer
28477,3,"['automobile'; 'truck']",automobile
28478,4,"['airplane'; 'horse']",airplane
28479,2,"['cat'; 'deer']",cat
28480,7,"['truck'; 'airplane']",truck
28481,6,"['truck'; 'cat']",truck
28482,6,"['cat'; 'truck']",truck
28483,9,"['frog'; 'ship']",ship
28484,5,"['automobile'; 'airplane']",automobile
28485,4,"['airplane'; 'horse']",airplane
28486,7,"['truck'; 'airplane']",truck
28487,0,"['bird'; 'automobile']",bird
28488,3,"['automobile'; 'truck']",truck
28489,4,"['airplane'; 'horse']",airplane
28490,6,"['truck'; 'cat']",truck
28491,8,"['truck'; 'cat']",truck
28492,6,"['truck'; 'cat']",truck
28493,8,"['truck'; 'cat']",cat
28494,6,"['cat'; 'truck']",truck
28495,9,"['ship'; 'frog']",frog
28496,7,"['truck'; 'airplane']",truck
28497,2,"['cat'; 'deer']",deer
28498,7,"['airplane'; 'truck']",airplane
28499,8,"['truck'; 'cat']",truck
28500,4,"['horse'; 'airplane']",airplane
28501,6,"['cat'; 'truck']",truck
28502,7,"['airplane'; 'truck']",truck
28503,6,"['truck'; 'cat']",truck
28504,6,"['truck'; 'cat']",truck
28505,5,"['airplane'; 'automobile']",airplane
28506,6,"['cat'; 'truck']",truck
28507,8,"['cat'; 'truck']",cat
28508,5,"['airplane'; 'automobile']",airplane
28509,4,"['airplane'; 'horse']",airplane
28510,5,"['airplane'; 'automobile']",airplane
28511,9,"['ship'; 'frog']",frog
28512,0,"['bird'; 'automobile']",bird
28513,3,"['truck'; 'automobile']",truck
28514,9,"['ship'; 'frog']",frog
28515,0,"['automobile'; 'bird']",bird
28516,5,"['automobile'; 'airplane']",automobile
28517,2,"['cat'; 'deer']",cat
28518,2,"['deer'; 'cat']",deer
28519,5,"['airplane'; 'automobile']",airplane
28520,7,"['truck'; 'airplane']",truck
28521,2,"['deer'; 'cat']",cat
28522,4,"['horse'; 'airplane']",airplane
28523,3,"['truck'; 'automobile']",truck
28524,7,"['truck'; 'airplane']",truck
28525,0,"['automobile'; 'bird']",automobile
28526,1,"['dog'; 'deer']",dog
28527,9,"['ship'; 'frog']",frog
28528,7,"['airplane'; 'truck']",truck
28529,3,"['automobile'; 'truck']",truck
28530,1,"['deer'; 'dog']",deer
28531,5,"['airplane'; 'automobile']",airplane
28532,1,"['deer'; 'dog']",deer
28533,6,"['truck'; 'cat']",truck
28534,9,"['frog'; 'ship']",frog
28535,1,"['dog'; 'deer']",dog
28536,5,"['automobile'; 'airplane']",automobile
28537,8,"['truck'; 'cat']",truck
28538,1,"['deer'; 'dog']",deer
28539,1,"['dog'; 'deer']",dog
28540,6,"['truck'; 'cat']",truck
28541,1,"['deer'; 'dog']",deer
28542,6,"['truck'; 'cat']",truck
28543,9,"['frog'; 'ship']",frog
28544,9,"['ship'; 'frog']",frog
28545,2,"['deer'; 'cat']",deer
28546,8,"['truck'; 'cat']",truck
28547,9,"['frog'; 'ship']",frog
28548,0,"['bird'; 'automobile']",automobile
28549,9,"['frog'; 'ship']",frog
28550,5,"['airplane'; 'automobile']",airplane
28551,2,"['cat'; 'deer']",cat
28552,1,"['dog'; 'deer']",dog
28553,7,"['airplane'; 'truck']",truck
28554,3,"['automobile'; 'truck']",truck
28555,4,"['horse'; 'airplane']",airplane
28556,3,"['truck'; 'automobile']",truck
28557,2,"['cat'; 'deer']",deer
28558,0,"['bird'; 'automobile']",automobile
28559,1,"['deer'; 'dog']",deer
28560,9,"['ship'; 'frog']",frog
28561,4,"['airplane'; 'horse']",airplane
28562,8,"['cat'; 'truck']",cat
28563,3,"['automobile'; 'truck']",truck
28564,2,"['cat'; 'deer']",cat
28565,6,"['truck'; 'cat']",truck
28566,7,"['airplane'; 'truck']",airplane
28567,9,"['ship'; 'frog']",frog
28568,2,"['deer'; 'cat']",deer
28569,7,"['airplane'; 'truck']",airplane
28570,0,"['bird'; 'automobile']",bird
28571,9,"['frog'; 'ship']",ship
28572,9,"['ship'; 'frog']",frog
28573,7,"['truck'; 'airplane']",truck
28574,3,"['truck'; 'automobile']",truck
28575,5,"['automobile'; 'airplane']",automobile
28576,4,"['horse'; 'airplane']",airplane
28577,4,"['horse'; 'airplane']",horse
28578,7,"['airplane'; 'truck']",truck
28579,7,"['airplane'; 'truck']",truck
28580,1,"['dog'; 'deer']",dog
28581,9,"['ship'; 'frog']",frog
28582,3,"['automobile'; 'truck']",truck
28583,4,"['horse'; 'airplane']",airplane
28584,0,"['bird'; 'automobile']",bird
28585,1,"['dog'; 'deer']",dog
28586,8,"['cat'; 'truck']",cat
28587,3,"['automobile'; 'truck']",truck
28588,6,"['truck'; 'cat']",cat
28589,7,"['truck'; 'airplane']",truck
28590,4,"['airplane'; 'horse']",airplane
28591,9,"['frog'; 'ship']",frog
28592,3,"['truck'; 'automobile']",truck
28593,2,"['deer'; 'cat']",deer
28594,2,"['deer'; 'cat']",deer
28595,5,"['automobile'; 'airplane']",automobile
28596,4,"['horse'; 'airplane']",airplane
28597,3,"['truck'; 'automobile']",truck
28598,1,"['dog'; 'deer']",dog
28599,8,"['cat'; 'truck']",cat
28600,4,"['airplane'; 'horse']",airplane
28601,9,"['frog'; 'ship']",frog
28602,5,"['airplane'; 'automobile']",airplane
28603,4,"['horse'; 'airplane']",airplane
28604,9,"['frog'; 'ship']",frog
28605,1,"['deer'; 'dog']",deer
28606,6,"['cat'; 'truck']",cat
28607,6,"['truck'; 'cat']",truck
28608,3,"['automobile'; 'truck']",truck
28609,3,"['automobile'; 'truck']",truck
28610,6,"['cat'; 'truck']",truck
28611,2,"['deer'; 'cat']",deer
28612,5,"['automobile'; 'airplane']",automobile
28613,4,"['horse'; 'airplane']",airplane
28614,4,"['horse'; 'airplane']",airplane
28615,1,"['deer'; 'dog']",deer
28616,5,"['airplane'; 'automobile']",airplane
28617,1,"['dog'; 'deer']",dog
28618,2,"['cat'; 'deer']",cat
28619,0,"['bird'; 'automobile']",bird
28620,4,"['airplane'; 'horse']",airplane
28621,6,"['truck'; 'cat']",truck
28622,1,"['deer'; 'dog']",deer
28623,1,"['dog'; 'deer']",dog
28624,9,"['frog'; 'ship']",ship
28625,0,"['bird'; 'automobile']",automobile
28626,1,"['deer'; 'dog']",deer
28627,0,"['bird'; 'automobile']",bird
28628,2,"['cat'; 'deer']",deer
28629,5,"['automobile'; 'airplane']",automobile
28630,6,"['cat'; 'truck']",truck
28631,3,"['truck'; 'automobile']",truck
28632,5,"['automobile'; 'airplane']",automobile
28633,5,"['airplane'; 'automobile']",airplane
28634,1,"['deer'; 'dog']",deer
28635,9,"['ship'; 'frog']",frog
28636,0,"['automobile'; 'bird']",automobile
28637,7,"['airplane'; 'truck']",airplane
28638,7,"['truck'; 'airplane']",truck
28639,7,"['truck'; 'airplane']",truck
28640,1,"['dog'; 'deer']",dog
28641,2,"['cat'; 'deer']",deer
28642,8,"['cat'; 'truck']",cat
28643,1,"['dog'; 'deer']",dog
28644,6,"['truck'; 'cat']",truck
28645,2,"['deer'; 'cat']",cat
28646,2,"['deer'; 'cat']",deer
28647,4,"['horse'; 'airplane']",airplane
28648,2,"['cat'; 'deer']",deer
28649,4,"['airplane'; 'horse']",airplane
28650,0,"['bird'; 'automobile']",automobile
28651,6,"['cat'; 'truck']",truck
28652,5,"['automobile'; 'airplane']",automobile
28653,0,"['automobile'; 'bird']",automobile
28654,4,"['horse'; 'airplane']",airplane
28655,1,"['deer'; 'dog']",deer
28656,9,"['frog'; 'ship']",frog
28657,3,"['truck'; 'automobile']",truck
28658,4,"['airplane'; 'horse']",airplane
28659,5,"['airplane'; 'automobile']",airplane
28660,5,"['automobile'; 'airplane']",automobile
28661,5,"['airplane'; 'automobile']",airplane
28662,2,"['deer'; 'cat']",deer
28663,6,"['cat'; 'truck']",truck
28664,2,"['cat'; 'deer']",deer
28665,0,"['bird'; 'automobile']",bird
28666,4,"['airplane'; 'horse']",airplane
28667,2,"['deer'; 'cat']",deer
28668,6,"['cat'; 'truck']",truck
28669,3,"['automobile'; 'truck']",truck
28670,7,"['airplane'; 'truck']",airplane
28671,1,"['deer'; 'dog']",deer
28672,6,"['truck'; 'cat']",truck
28673,2,"['cat'; 'deer']",cat
28674,9,"['frog'; 'ship']",frog
28675,0,"['automobile'; 'bird']",automobile
28676,4,"['horse'; 'airplane']",airplane
28677,5,"['automobile'; 'airplane']",automobile
28678,6,"['cat'; 'truck']",truck
28679,5,"['airplane'; 'automobile']",airplane
28680,2,"['cat'; 'deer']",deer
