index,true_label,candidate_labels,complementary_label
21920,4,"['flowers'; 'vehicles 1']",flowers
21921,18,"['food containers'; 'medium-sized mammals']",food containers
21922,6,"['flowers'; 'aquatic mammals']",flowers
21923,10,"['trees'; 'non-insect invertebrates']",trees
21924,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
21925,0,"['food containers'; 'aquatic mammals']",aquatic mammals
21926,10,"['trees'; 'non-insect invertebrates']",trees
21927,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
21928,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
21929,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
21930,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
21931,9,"['household furniture'; 'trees']",trees
21932,18,"['medium-sized mammals'; 'food containers']",food containers
21933,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
21934,0,"['aquatic mammals'; 'food containers']",food containers
21935,17,"['flowers'; 'food containers']",food containers
21936,3,"['trees'; 'food containers']",trees
21937,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
21938,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
21939,6,"['flowers'; 'aquatic mammals']",aquatic mammals
21940,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
21941,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
21942,7,"['household furniture'; 'insects']",household furniture
21943,1,"['large carnivores'; 'insects']",insects
21944,18,"['medium-sized mammals'; 'food containers']",food containers
21945,18,"['food containers'; 'medium-sized mammals']",food containers
21946,7,"['insects'; 'household furniture']",household furniture
21947,6,"['flowers'; 'aquatic mammals']",aquatic mammals
21948,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
21949,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
21950,6,"['aquatic mammals'; 'flowers']",aquatic mammals
21951,0,"['food containers'; 'aquatic mammals']",food containers
21952,12,"['vehicles 1'; 'large carnivores']",Vehicles
21953,3,"['food containers'; 'trees']",trees
21954,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
21955,4,"['vehicles 1'; 'flowers']",flowers
21956,18,"['food containers'; 'medium-sized mammals']",food containers
21957,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
21958,9,"['trees'; 'household furniture']",household furniture
21959,18,"['food containers'; 'medium-sized mammals']",food containers
21960,7,"['household furniture'; 'insects']",household furniture
21961,6,"['aquatic mammals'; 'flowers']",aquatic mammals
21962,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
21963,9,"['household furniture'; 'trees']",trees
21964,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
21965,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
21966,6,"['aquatic mammals'; 'flowers']",aquatic mammals
21967,0,"['food containers'; 'aquatic mammals']",food containers
21968,17,"['flowers'; 'food containers']",flowers
21969,18,"['medium-sized mammals'; 'food containers']",food containers
21970,12,"['vehicles 1'; 'large carnivores']",Vehicles
21971,3,"['trees'; 'food containers']",trees
21972,6,"['flowers'; 'aquatic mammals']",flowers
21973,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
21974,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
21975,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
21976,10,"['trees'; 'non-insect invertebrates']",trees
21977,3,"['food containers'; 'trees']",trees
21978,7,"['insects'; 'household furniture']",household furniture
21979,0,"['food containers'; 'aquatic mammals']",food containers
21980,1,"['insects'; 'large carnivores']",insects
21981,9,"['trees'; 'household furniture']",trees
21982,9,"['household furniture'; 'trees']",household furniture
21983,5,"['fish'; 'non-insect invertebrates']",fish
21984,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
21985,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
21986,10,"['non-insect invertebrates'; 'trees']",trees
21987,18,"['food containers'; 'medium-sized mammals']",food containers
21988,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
21989,7,"['insects'; 'household furniture']",household furniture
21990,9,"['household furniture'; 'trees']",trees
21991,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
21992,4,"['vehicles 1'; 'flowers']",Vehicles
21993,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
21994,3,"['trees'; 'food containers']",food containers
21995,12,"['vehicles 1'; 'large carnivores']",vehicles 1
21996,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
21997,5,"['fish'; 'non-insect invertebrates']",fish
21998,17,"['food containers'; 'flowers']",food containers
21999,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22000,12,"['large carnivores'; 'vehicles 1']",Vehicles
22001,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22002,0,"['aquatic mammals'; 'food containers']",aquatic mammals
22003,18,"['food containers'; 'medium-sized mammals']",food containers
22004,18,"['food containers'; 'medium-sized mammals']",food containers
22005,18,"['food containers'; 'medium-sized mammals']",food containers
22006,7,"['insects'; 'household furniture']",Furniture
22007,7,"['insects'; 'household furniture']",Furniture
22008,4,"['flowers'; 'vehicles 1']",Vehicles
22009,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22010,4,"['flowers'; 'vehicles 1']",Vehicles
22011,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22012,3,"['trees'; 'food containers']",trees
22013,11,"['people'; 'insects']",insects
22014,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22015,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
22016,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22017,7,"['insects'; 'household furniture']",Furniture
22018,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22019,3,"['trees'; 'food containers']",trees
22020,12,"['large carnivores'; 'vehicles 1']",vehicles 1
22021,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22022,17,"['flowers'; 'food containers']",food containers
22023,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22024,5,"['fish'; 'non-insect invertebrates']",fish
22025,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22026,18,"['food containers'; 'medium-sized mammals']",food containers
22027,5,"['fish'; 'non-insect invertebrates']",fish
22028,18,"['food containers'; 'medium-sized mammals']",food containers
22029,9,"['trees'; 'household furniture']",trees
22030,4,"['flowers'; 'vehicles 1']",Vehicles
22031,0,"['food containers'; 'aquatic mammals']",food containers
22032,2,"['insects'; 'fruit and vegetables']",insects
22033,5,"['fish'; 'non-insect invertebrates']",fish
22034,11,"['insects'; 'people']",insects
22035,7,"['insects'; 'household furniture']",household furniture
22036,5,"['fish'; 'non-insect invertebrates']",fish
22037,4,"['vehicles 1'; 'flowers']",flowers
22038,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22039,9,"['household furniture'; 'trees']",household furniture
22040,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22041,4,"['flowers'; 'vehicles 1']",Vehicles
22042,11,"['insects'; 'people']",insects
22043,1,"['insects'; 'large carnivores']",insects
22044,11,"['insects'; 'people']",insects
22045,4,"['flowers'; 'vehicles 1']",Vehicles
22046,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22047,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
22048,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22049,11,"['insects'; 'people']",insects
22050,3,"['food containers'; 'trees']",trees
22051,3,"['trees'; 'food containers']",trees
22052,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22053,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22054,9,"['trees'; 'household furniture']",household furniture
22055,7,"['household furniture'; 'insects']",household furniture
22056,12,"['vehicles 1'; 'large carnivores']",Vehicles
22057,5,"['fish'; 'non-insect invertebrates']",fish
22058,4,"['vehicles 1'; 'flowers']",Vehicles
22059,2,"['fruit and vegetables'; 'insects']",insects
22060,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22061,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22062,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
22063,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22064,12,"['vehicles 1'; 'large carnivores']",vehicles 1
22065,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22066,7,"['insects'; 'household furniture']",household furniture
22067,17,"['food containers'; 'flowers']",food containers
22068,19,"['vehicles 2'; 'large omnivores and herbivores']",vehicles 2
22069,3,"['food containers'; 'trees']",trees
22070,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22071,4,"['vehicles 1'; 'flowers']",Vehicles
22072,13,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
22073,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22074,10,"['trees'; 'non-insect invertebrates']",trees
22075,2,"['insects'; 'fruit and vegetables']",insects
22076,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22077,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22078,7,"['insects'; 'household furniture']",Furniture
22079,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22080,3,"['trees'; 'food containers']",trees
22081,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22082,12,"['vehicles 1'; 'large carnivores']",Vehicles
22083,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22084,3,"['trees'; 'food containers']",trees
22085,1,"['insects'; 'large carnivores']",insects
22086,18,"['food containers'; 'medium-sized mammals']",food containers
22087,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22088,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22089,12,"['large carnivores'; 'vehicles 1']",Vehicles
22090,9,"['household furniture'; 'trees']",household furniture
22091,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22092,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22093,4,"['vehicles 1'; 'flowers']",vehicles 1
22094,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22095,11,"['people'; 'insects']",insects
22096,4,"['flowers'; 'vehicles 1']",flowers
22097,0,"['aquatic mammals'; 'food containers']",food containers
22098,1,"['insects'; 'large carnivores']",insects
22099,17,"['flowers'; 'food containers']",food containers
22100,9,"['household furniture'; 'trees']",household furniture
22101,10,"['trees'; 'non-insect invertebrates']",trees
22102,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22103,9,"['household furniture'; 'trees']",trees
22104,0,"['aquatic mammals'; 'food containers']",food containers
22105,3,"['food containers'; 'trees']",trees
22106,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22107,3,"['food containers'; 'trees']",trees
22108,0,"['aquatic mammals'; 'food containers']",food containers
22109,17,"['food containers'; 'flowers']",flowers
22110,2,"['insects'; 'fruit and vegetables']",insects
22111,9,"['trees'; 'household furniture']",trees
22112,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22113,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22114,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22115,7,"['insects'; 'household furniture']",insects
22116,18,"['medium-sized mammals'; 'food containers']",food containers
22117,10,"['trees'; 'non-insect invertebrates']",trees
22118,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22119,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22120,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22121,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22122,18,"['medium-sized mammals'; 'food containers']",food containers
22123,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22124,1,"['insects'; 'large carnivores']",insects
22125,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
22126,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22127,18,"['medium-sized mammals'; 'food containers']",food containers
22128,4,"['vehicles 1'; 'flowers']",flowers
22129,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
22130,17,"['food containers'; 'flowers']",flowers
22131,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
22132,12,"['large carnivores'; 'vehicles 1']",Vehicles
22133,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22134,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22135,4,"['vehicles 1'; 'flowers']",vehicles 1
22136,3,"['food containers'; 'trees']",trees
22137,4,"['vehicles 1'; 'flowers']",Vehicles
22138,0,"['aquatic mammals'; 'food containers']",aquatic mammals
22139,0,"['aquatic mammals'; 'food containers']",food containers
22140,5,"['fish'; 'non-insect invertebrates']",fish
22141,1,"['large carnivores'; 'insects']",insects
22142,5,"['fish'; 'non-insect invertebrates']",fish
22143,1,"['insects'; 'large carnivores']",insects
22144,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22145,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
22146,12,"['large carnivores'; 'vehicles 1']",Vehicles
22147,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22148,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22149,7,"['insects'; 'household furniture']",household furniture
22150,7,"['insects'; 'household furniture']",household furniture
22151,3,"['trees'; 'food containers']",trees
22152,0,"['aquatic mammals'; 'food containers']",food containers
22153,11,"['insects'; 'people']",insects
22154,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22155,9,"['trees'; 'household furniture']",trees
22156,5,"['fish'; 'non-insect invertebrates']",fish
22157,13,"['aquatic mammals'; 'household electrical devices']",household electrical devices
22158,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22159,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22160,6,"['aquatic mammals'; 'flowers']",flowers
22161,9,"['trees'; 'household furniture']",trees
22162,3,"['food containers'; 'trees']",trees
22163,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
22164,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22165,4,"['flowers'; 'vehicles 1']",Vehicles
22166,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22167,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
22168,11,"['people'; 'insects']",insects
22169,0,"['aquatic mammals'; 'food containers']",food containers
22170,5,"['fish'; 'non-insect invertebrates']",fish
22171,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
22172,1,"['insects'; 'large carnivores']",insects
22173,18,"['food containers'; 'medium-sized mammals']",food containers
22174,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22175,5,"['fish'; 'non-insect invertebrates']",fish
22176,12,"['large carnivores'; 'vehicles 1']",Vehicles
22177,3,"['food containers'; 'trees']",trees
22178,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22179,3,"['food containers'; 'trees']",trees
22180,17,"['flowers'; 'food containers']",food containers
22181,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22182,11,"['people'; 'insects']",insects
22183,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22184,12,"['vehicles 1'; 'large carnivores']",vehicles 1
22185,12,"['large carnivores'; 'vehicles 1']",Vehicles
22186,10,"['trees'; 'non-insect invertebrates']",trees
22187,18,"['medium-sized mammals'; 'food containers']",food containers
22188,9,"['trees'; 'household furniture']",household furniture
22189,9,"['trees'; 'household furniture']",household furniture
22190,2,"['insects'; 'fruit and vegetables']",insects
22191,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22192,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22193,11,"['people'; 'insects']",insects
22194,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
22195,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22196,3,"['food containers'; 'trees']",trees
22197,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22198,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
22199,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22200,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22201,18,"['medium-sized mammals'; 'food containers']",food containers
22202,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22203,4,"['vehicles 1'; 'flowers']",flowers
22204,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
22205,1,"['insects'; 'large carnivores']",insects
22206,1,"['large carnivores'; 'insects']",insects
22207,17,"['flowers'; 'food containers']",food containers
22208,12,"['vehicles 1'; 'large carnivores']",Vehicles
22209,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22210,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22211,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22212,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22213,1,"['large carnivores'; 'insects']",insects
22214,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22215,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22216,1,"['insects'; 'large carnivores']",insects
22217,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22218,1,"['large carnivores'; 'insects']",insects
22219,4,"['flowers'; 'vehicles 1']",flowers
22220,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22221,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
22222,5,"['fish'; 'non-insect invertebrates']",fish
22223,11,"['people'; 'insects']",insects
22224,12,"['vehicles 1'; 'large carnivores']",vehicles 1
22225,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22226,6,"['aquatic mammals'; 'flowers']",flowers
22227,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22228,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22229,5,"['fish'; 'non-insect invertebrates']",fish
22230,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22231,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
22232,5,"['fish'; 'non-insect invertebrates']",fish
22233,9,"['trees'; 'household furniture']",household furniture
22234,17,"['flowers'; 'food containers']",food containers
22235,7,"['insects'; 'household furniture']",household furniture
22236,17,"['food containers'; 'flowers']",flowers
22237,18,"['food containers'; 'medium-sized mammals']",food containers
22238,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
22239,1,"['insects'; 'large carnivores']",insects
22240,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22241,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
22242,1,"['large carnivores'; 'insects']",insects
22243,6,"['aquatic mammals'; 'flowers']",flowers
22244,0,"['aquatic mammals'; 'food containers']",food containers
22245,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22246,7,"['household furniture'; 'insects']",household furniture
22247,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22248,3,"['trees'; 'food containers']",trees
22249,12,"['vehicles 1'; 'large carnivores']",Vehicles
22250,9,"['trees'; 'household furniture']",household furniture
22251,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22252,5,"['fish'; 'non-insect invertebrates']",fish
22253,17,"['food containers'; 'flowers']",flowers
22254,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22255,11,"['people'; 'insects']",insects
22256,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
22257,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
22258,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
22259,0,"['food containers'; 'aquatic mammals']",food containers
22260,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22261,1,"['insects'; 'large carnivores']",insects
22262,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
22263,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
22264,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22265,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22266,7,"['insects'; 'household furniture']",household furniture
22267,7,"['household furniture'; 'insects']",household furniture
22268,3,"['food containers'; 'trees']",trees
22269,3,"['trees'; 'food containers']",trees
22270,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22271,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
22272,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22273,7,"['household furniture'; 'insects']",household furniture
22274,0,"['food containers'; 'aquatic mammals']",food containers
22275,18,"['medium-sized mammals'; 'food containers']",food containers
22276,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22277,1,"['large carnivores'; 'insects']",insects
22278,10,"['trees'; 'non-insect invertebrates']",trees
22279,9,"['household furniture'; 'trees']",household furniture
22280,13,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
22281,0,"['aquatic mammals'; 'food containers']",food containers
22282,12,"['large carnivores'; 'vehicles 1']",Vehicles
22283,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22284,5,"['fish'; 'non-insect invertebrates']",fish
22285,12,"['vehicles 1'; 'large carnivores']",Vehicles
22286,17,"['food containers'; 'flowers']",food containers
22287,5,"['fish'; 'non-insect invertebrates']",fish
22288,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22289,17,"['flowers'; 'food containers']",food containers
22290,9,"['trees'; 'household furniture']",household furniture
22291,13,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
22292,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22293,5,"['fish'; 'non-insect invertebrates']",fish
22294,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22295,11,"['people'; 'insects']",insects
22296,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22297,3,"['trees'; 'food containers']",trees
22298,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
22299,9,"['trees'; 'household furniture']",household furniture
22300,12,"['vehicles 1'; 'large carnivores']",vehicles 1
22301,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22302,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22303,18,"['medium-sized mammals'; 'food containers']",food containers
22304,18,"['food containers'; 'medium-sized mammals']",food containers
22305,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22306,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22307,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22308,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22309,12,"['vehicles 1'; 'large carnivores']",Vehicles
22310,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22311,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
22312,17,"['flowers'; 'food containers']",flowers
22313,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22314,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22315,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22316,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22317,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22318,4,"['vehicles 1'; 'flowers']",flowers
22319,18,"['food containers'; 'medium-sized mammals']",food containers
22320,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22321,1,"['insects'; 'large carnivores']",insects
22322,7,"['household furniture'; 'insects']",insects
22323,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22324,4,"['flowers'; 'vehicles 1']",Vehicles
22325,3,"['trees'; 'food containers']",trees
22326,11,"['insects'; 'people']",insects
22327,5,"['fish'; 'non-insect invertebrates']",fish
22328,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
22329,0,"['aquatic mammals'; 'food containers']",food containers
22330,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
22331,18,"['medium-sized mammals'; 'food containers']",food containers
22332,7,"['household furniture'; 'insects']",household furniture
22333,0,"['aquatic mammals'; 'food containers']",food containers
22334,3,"['food containers'; 'trees']",trees
22335,1,"['large carnivores'; 'insects']",insects
22336,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22337,11,"['people'; 'insects']",insects
22338,3,"['food containers'; 'trees']",trees
22339,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22340,0,"['food containers'; 'aquatic mammals']",food containers
22341,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22342,9,"['trees'; 'household furniture']",household furniture
22343,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22344,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22345,9,"['household furniture'; 'trees']",household furniture
22346,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22347,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
22348,4,"['vehicles 1'; 'flowers']",vehicles 1
22349,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22350,12,"['vehicles 1'; 'large carnivores']",Vehicles
22351,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22352,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
22353,9,"['household furniture'; 'trees']",household furniture
22354,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22355,18,"['food containers'; 'medium-sized mammals']",food containers
22356,9,"['trees'; 'household furniture']",household furniture
22357,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22358,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
22359,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22360,4,"['flowers'; 'vehicles 1']",Vehicles
22361,17,"['flowers'; 'food containers']",flowers
22362,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
22363,11,"['people'; 'insects']",insects
22364,3,"['trees'; 'food containers']",trees
22365,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22366,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22367,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22368,1,"['insects'; 'large carnivores']",large carnivores
22369,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22370,3,"['food containers'; 'trees']",trees
22371,2,"['insects'; 'fruit and vegetables']",insects
22372,3,"['trees'; 'food containers']",trees
22373,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
22374,12,"['vehicles 1'; 'large carnivores']",Vehicles
22375,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22376,11,"['people'; 'insects']",insects
22377,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22378,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22379,0,"['aquatic mammals'; 'food containers']",food containers
22380,3,"['trees'; 'food containers']",trees
22381,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22382,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22383,7,"['insects'; 'household furniture']",household furniture
22384,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22385,18,"['food containers'; 'medium-sized mammals']",food containers
22386,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22387,3,"['food containers'; 'trees']",trees
22388,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
22389,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22390,7,"['household furniture'; 'insects']",household furniture
22391,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22392,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22393,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22394,11,"['insects'; 'people']",insects
22395,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22396,11,"['insects'; 'people']",insects
22397,7,"['household furniture'; 'insects']",household furniture
22398,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22399,11,"['insects'; 'people']",insects
22400,3,"['trees'; 'food containers']",trees
