index,true_label,candidate_labels,complementary_label
37311,8,"['ya'; 'o'; 'tsu'; 'ha'; 'wo'; 'su'; 'na'; 'ki'; 're']",tsu
37312,7,"['ki'; 'na'; 're'; 'ya'; 'ha'; 'ma'; 'su'; 'wo'; 'tsu']",na
37313,9,"['ya'; 'ma'; 'su'; 're'; 'o'; 'tsu'; 'ha'; 'ki'; 'wo']",su
37314,0,"['na'; 'ki'; 'su'; 'ma'; 'o'; 'ha'; 'wo'; 'tsu'; 're']",na
37315,4,"['ha'; 'o'; 'tsu'; 'su'; 'ki'; 'na'; 're'; 'ya'; 'ma']",tsu
37316,8,"['ya'; 'ha'; 'tsu'; 'ki'; 'wo'; 'su'; 'o'; 'na'; 're']",tsu
37317,7,"['su'; 're'; 'ya'; 'ma'; 'ha'; 'wo'; 'tsu'; 'na'; 'ki']",su
37318,3,"['ha'; 'tsu'; 'ma'; 'wo'; 're'; 'ki'; 'na'; 'su'; 'o']",na
37319,8,"['na'; 'ha'; 'su'; 'o'; 'tsu'; 'wo'; 're'; 'ki'; 'ya']",na
37320,3,"['ki'; 'wo'; 'ha'; 'ma'; 'o'; 'tsu'; 'su'; 're'; 'na']",tsu
37321,6,"['tsu'; 'ma'; 'na'; 're'; 'wo'; 'ya'; 'ki'; 'su'; 'o']",na
37322,6,"['re'; 'wo'; 'su'; 'ma'; 'ya'; 'o'; 'na'; 'ki'; 'tsu']",su
37323,1,"['su'; 're'; 'na'; 'ya'; 'ma'; 'wo'; 'o'; 'ki'; 'ha']",ha
37324,5,"['wo'; 'ha'; 'tsu'; 'su'; 'ya'; 'na'; 'ma'; 'o'; 'ki']",na
37325,1,"['na'; 'su'; 'o'; 'wo'; 'ya'; 're'; 'ha'; 'ki'; 'ma']",na
37326,9,"['su'; 'ma'; 'ya'; 'tsu'; 'ha'; 'ki'; 'o'; 'wo'; 're']",su
37327,1,"['ha'; 'wo'; 'ki'; 're'; 'su'; 'ya'; 'o'; 'na'; 'ma']",na
37328,1,"['na'; 'ma'; 'ha'; 'wo'; 're'; 'ya'; 'ki'; 'o'; 'su']",na
37329,6,"['tsu'; 're'; 'wo'; 'su'; 'na'; 'ya'; 'ki'; 'ma'; 'o']",re
37330,1,"['ya'; 'na'; 'ha'; 'o'; 'wo'; 'su'; 'ma'; 're'; 'ki']",na
37331,7,"['ha'; 're'; 'ma'; 'na'; 'ki'; 'ya'; 'su'; 'tsu'; 'wo']",na
37332,8,"['su'; 'ya'; 'ki'; 'tsu'; 'ha'; 'wo'; 'na'; 'o'; 're']",na
37333,4,"['ma'; 'tsu'; 're'; 'o'; 'ki'; 'ha'; 'na'; 'su'; 'ya']",tsu
37334,9,"['ya'; 'ki'; 'o'; 're'; 'ha'; 'tsu'; 'wo'; 'su'; 'ma']",tsu
37335,1,"['su'; 'ya'; 'ki'; 'o'; 'na'; 'wo'; 'ma'; 're'; 'ha']",na
37336,4,"['ya'; 'o'; 'su'; 'na'; 'ha'; 'tsu'; 'ki'; 're'; 'ma']",su
37337,2,"['ma'; 'na'; 'o'; 'ha'; 'tsu'; 're'; 'su'; 'ki'; 'wo']",na
37338,9,"['tsu'; 'ha'; 'ma'; 'wo'; 'o'; 'ki'; 'su'; 'ya'; 're']",re
37339,1,"['na'; 'o'; 'ha'; 're'; 'ma'; 'ki'; 'wo'; 'su'; 'ya']",na
37340,3,"['ma'; 'wo'; 'ha'; 're'; 'tsu'; 'su'; 'ki'; 'o'; 'na']",tsu
37341,1,"['o'; 'su'; 'na'; 'wo'; 'ma'; 'ha'; 'ki'; 're'; 'ya']",na
37342,9,"['ha'; 'ma'; 'ya'; 'ki'; 'wo'; 'su'; 'tsu'; 'o'; 're']",su
37343,5,"['na'; 'wo'; 'tsu'; 'ha'; 'o'; 'ma'; 'su'; 'ya'; 'ki']",na
37344,0,"['re'; 'o'; 'ha'; 'ki'; 'su'; 'ma'; 'wo'; 'na'; 'tsu']",su
37345,5,"['o'; 'ha'; 'na'; 'ma'; 'ya'; 'ki'; 'wo'; 'tsu'; 'su']",tsu
37346,1,"['wo'; 'o'; 'su'; 'ha'; 'na'; 'ya'; 'ki'; 'ma'; 're']",na
37347,9,"['o'; 'wo'; 'ma'; 'ya'; 're'; 'ha'; 'ki'; 'su'; 'tsu']",o
37348,2,"['na'; 'ma'; 're'; 'su'; 'wo'; 'tsu'; 'ki'; 'ha'; 'o']",su
37349,9,"['ya'; 'ki'; 'o'; 'ha'; 'tsu'; 'ma'; 'su'; 're'; 'wo']",tsu
37350,2,"['re'; 'ki'; 'ha'; 'o'; 'tsu'; 'ma'; 'na'; 'su'; 'wo']",tsu
37351,6,"['ya'; 'su'; 'ki'; 'o'; 'wo'; 're'; 'na'; 'ma'; 'tsu']",su
37352,6,"['na'; 'ya'; 'ki'; 'tsu'; 'wo'; 'ma'; 'su'; 'o'; 're']",tsu
37353,1,"['re'; 'su'; 'ki'; 'o'; 'ha'; 'na'; 'ya'; 'ma'; 'wo']",na
37354,7,"['na'; 'tsu'; 'wo'; 'su'; 'ha'; 're'; 'ya'; 'ki'; 'ma']",na
37355,3,"['o'; 're'; 'na'; 'su'; 'ma'; 'ki'; 'wo'; 'tsu'; 'ha']",ha
37356,4,"['ya'; 'ma'; 'o'; 'ha'; 'ki'; 'na'; 'tsu'; 're'; 'su']",tsu
37357,0,"['re'; 'su'; 'o'; 'tsu'; 'na'; 'wo'; 'ha'; 'ma'; 'ki']",re
37358,3,"['na'; 'ha'; 'ma'; 'wo'; 'o'; 're'; 'ki'; 'su'; 'tsu']",na
37359,3,"['re'; 'na'; 'su'; 'wo'; 'tsu'; 'ma'; 'ha'; 'ki'; 'o']",na
37360,8,"['ya'; 'tsu'; 'su'; 'ki'; 'na'; 'wo'; 'ha'; 'o'; 're']",na
37361,0,"['ha'; 'wo'; 'ma'; 're'; 'o'; 'su'; 'tsu'; 'na'; 'ki']",na
37362,1,"['o'; 'ha'; 'na'; 'ya'; 're'; 'wo'; 'ki'; 'ma'; 'su']",re
37363,0,"['ma'; 'tsu'; 'ha'; 'na'; 're'; 'wo'; 'o'; 'su'; 'ki']",na
37364,0,"['na'; 'ha'; 'ki'; 'ma'; 're'; 'tsu'; 'o'; 'wo'; 'su']",tsu
37365,4,"['na'; 'ya'; 'o'; 'tsu'; 'ha'; 'ki'; 're'; 'su'; 'ma']",tsu
37366,7,"['na'; 're'; 'su'; 'wo'; 'ya'; 'ma'; 'ha'; 'ki'; 'tsu']",su
37367,4,"['ki'; 'o'; 'su'; 're'; 'ha'; 'ya'; 'tsu'; 'ma'; 'na']",su
37368,0,"['ha'; 'wo'; 'ma'; 'ki'; 're'; 'o'; 'su'; 'tsu'; 'na']",na
37369,9,"['o'; 'ha'; 'ma'; 're'; 'ya'; 'wo'; 'su'; 'ki'; 'tsu']",o
37370,2,"['na'; 'wo'; 'ha'; 're'; 'ma'; 'su'; 'o'; 'tsu'; 'ki']",su
37371,6,"['ki'; 'o'; 'ya'; 'na'; 're'; 'ma'; 'su'; 'tsu'; 'wo']",na
37372,9,"['ki'; 're'; 'tsu'; 'ya'; 'ha'; 'o'; 'ma'; 'wo'; 'su']",tsu
37373,8,"['ya'; 're'; 'su'; 'ha'; 'na'; 'tsu'; 'ki'; 'wo'; 'o']",su
37374,5,"['ki'; 'wo'; 'su'; 'o'; 'tsu'; 'ya'; 'ma'; 'ha'; 'na']",su
37375,9,"['o'; 'ma'; 'tsu'; 're'; 'ki'; 'ya'; 'wo'; 'ha'; 'su']",ha
37376,9,"['re'; 'ma'; 'tsu'; 'o'; 'ha'; 'wo'; 'su'; 'ki'; 'ya']",re
37377,5,"['na'; 'su'; 'o'; 'ma'; 'ki'; 'ha'; 'tsu'; 'wo'; 'ya']",su
37378,5,"['tsu'; 'o'; 'su'; 'ha'; 'ma'; 'ya'; 'wo'; 'na'; 'ki']",na
37379,4,"['na'; 'ha'; 'ya'; 're'; 'ma'; 'o'; 'tsu'; 'ki'; 'su']",tsu
37380,0,"['ma'; 'ha'; 'ki'; 'su'; 'na'; 're'; 'o'; 'wo'; 'tsu']",su
37381,1,"['ki'; 'o'; 're'; 'su'; 'ma'; 'ha'; 'ya'; 'na'; 'wo']",na
37382,9,"['re'; 'su'; 'tsu'; 'ya'; 'ma'; 'o'; 'ki'; 'ha'; 'wo']",ha
37383,1,"['su'; 'ma'; 'ki'; 're'; 'ya'; 'na'; 'wo'; 'o'; 'ha']",na
37384,9,"['re'; 'ki'; 'wo'; 'ya'; 'ha'; 'tsu'; 'o'; 'ma'; 'su']",tsu
37385,6,"['su'; 're'; 'ki'; 'na'; 'ya'; 'tsu'; 'o'; 'wo'; 'ma']",su
37386,8,"['o'; 're'; 'ya'; 'na'; 'ki'; 'tsu'; 'su'; 'wo'; 'ha']",ha
37387,6,"['su'; 'wo'; 'tsu'; 'ma'; 'ki'; 'na'; 're'; 'o'; 'ya']",na
37388,0,"['na'; 're'; 'su'; 'ki'; 'ha'; 'ma'; 'tsu'; 'wo'; 'o']",na
37389,1,"['ha'; 'ya'; 'na'; 'ki'; 'o'; 'su'; 'ma'; 're'; 'wo']",na
37390,1,"['wo'; 'ha'; 'na'; 're'; 'ya'; 'o'; 'ki'; 'ma'; 'su']",na
37391,0,"['ki'; 're'; 'ma'; 'tsu'; 'na'; 'o'; 'ha'; 'wo'; 'su']",tsu
37392,5,"['su'; 'wo'; 'ha'; 'tsu'; 'na'; 'ki'; 'ya'; 'ma'; 'o']",na
37393,0,"['re'; 'ha'; 'ma'; 'su'; 'o'; 'wo'; 'ki'; 'na'; 'tsu']",re
37394,4,"['ma'; 'o'; 're'; 'ya'; 'na'; 'ki'; 'ha'; 'su'; 'tsu']",na
37395,3,"['ma'; 'na'; 'ha'; 're'; 'su'; 'o'; 'tsu'; 'ki'; 'wo']",na
37396,1,"['ha'; 'na'; 'wo'; 're'; 'o'; 'ma'; 'ki'; 'ya'; 'su']",na
37397,0,"['su'; 'tsu'; 'na'; 'ki'; 'ha'; 'o'; 're'; 'ma'; 'wo']",na
37398,8,"['ya'; 'ha'; 'ki'; 'su'; 'na'; 'tsu'; 're'; 'o'; 'wo']",su
37399,6,"['su'; 'o'; 'ya'; 'ma'; 're'; 'wo'; 'na'; 'tsu'; 'ki']",su
37400,9,"['wo'; 'su'; 'ya'; 'tsu'; 'ma'; 're'; 'o'; 'ha'; 'ki']",su
37401,7,"['na'; 'ya'; 're'; 'wo'; 'ki'; 'su'; 'ha'; 'tsu'; 'ma']",su
37402,2,"['ki'; 'tsu'; 'ha'; 'na'; 're'; 'wo'; 'o'; 'ma'; 'su']",ki
37403,0,"['wo'; 'su'; 'tsu'; 'ha'; 'ki'; 'na'; 'ma'; 're'; 'o']",na
37404,8,"['ki'; 'tsu'; 're'; 'ya'; 'o'; 'na'; 'su'; 'wo'; 'ha']",ha
37405,6,"['na'; 're'; 'ma'; 'o'; 'su'; 'tsu'; 'ki'; 'ya'; 'wo']",na
37406,3,"['re'; 'tsu'; 'wo'; 'o'; 'ha'; 'ma'; 'ki'; 'na'; 'su']",na
37407,2,"['su'; 'na'; 'ha'; 'o'; 'tsu'; 'ki'; 're'; 'ma'; 'wo']",na
37408,6,"['wo'; 'tsu'; 'ya'; 're'; 'o'; 'ki'; 'na'; 'su'; 'ma']",tsu
37409,7,"['re'; 'tsu'; 'ki'; 'ma'; 'na'; 'ha'; 'su'; 'ya'; 'wo']",ki
37410,0,"['ki'; 'o'; 're'; 'wo'; 'tsu'; 'ha'; 'su'; 'na'; 'ma']",tsu
37411,4,"['re'; 'ki'; 'na'; 'ya'; 'ma'; 'o'; 'ha'; 'su'; 'tsu']",ki
37412,3,"['ma'; 're'; 'o'; 'ki'; 'na'; 'wo'; 'ha'; 'tsu'; 'su']",tsu
37413,2,"['su'; 're'; 'wo'; 'ki'; 'tsu'; 'o'; 'na'; 'ha'; 'ma']",su
37414,3,"['re'; 'wo'; 'tsu'; 'o'; 'na'; 'ha'; 'ki'; 'su'; 'ma']",wo
37415,3,"['na'; 'ki'; 'o'; 'tsu'; 'wo'; 'ha'; 're'; 'su'; 'ma']",tsu
37416,1,"['ya'; 'o'; 'ma'; 'su'; 'na'; 'wo'; 're'; 'ha'; 'ki']",na
37417,9,"['tsu'; 'ha'; 'ki'; 'su'; 'ya'; 're'; 'ma'; 'wo'; 'o']",tsu
37418,7,"['re'; 'ki'; 'ma'; 'ha'; 'tsu'; 'su'; 'ya'; 'wo'; 'na']",ki
37419,8,"['wo'; 're'; 'ha'; 'tsu'; 'su'; 'ya'; 'o'; 'na'; 'ki']",tsu
37420,4,"['tsu'; 'su'; 'ha'; 'o'; 're'; 'ki'; 'na'; 'ma'; 'ya']",na
37421,8,"['ya'; 'wo'; 'ki'; 'o'; 'tsu'; 'su'; 'na'; 'ha'; 're']",tsu
37422,4,"['su'; 'o'; 'ya'; 're'; 'ha'; 'tsu'; 'ma'; 'na'; 'ki']",na
37423,5,"['na'; 'o'; 'ya'; 'ki'; 'ma'; 'ha'; 'tsu'; 'wo'; 'su']",na
37424,2,"['ma'; 'tsu'; 'ha'; 'ki'; 'na'; 're'; 'su'; 'o'; 'wo']",na
37425,8,"['ki'; 're'; 'o'; 'na'; 'tsu'; 'ya'; 'wo'; 'su'; 'ha']",tsu
37426,0,"['ma'; 'ki'; 'wo'; 'tsu'; 'o'; 'su'; 're'; 'na'; 'ha']",ki
37427,1,"['ma'; 'ki'; 'wo'; 'su'; 'na'; 'ha'; 'ya'; 'o'; 're']",ki
37428,0,"['tsu'; 'o'; 're'; 'na'; 'wo'; 'ki'; 'ha'; 'su'; 'ma']",na
37429,6,"['ya'; 'su'; 'o'; 'ma'; 're'; 'tsu'; 'ki'; 'wo'; 'na']",su
37430,2,"['wo'; 'o'; 'ma'; 'tsu'; 'ha'; 'na'; 'su'; 'ki'; 're']",na
37431,8,"['re'; 'wo'; 'ki'; 'ya'; 'na'; 'o'; 'ha'; 'su'; 'tsu']",su
37432,6,"['na'; 'wo'; 'tsu'; 're'; 'su'; 'o'; 'ya'; 'ki'; 'ma']",na
37433,8,"['ki'; 'tsu'; 'o'; 'ha'; 're'; 'na'; 'ya'; 'wo'; 'su']",na
37434,2,"['wo'; 'su'; 're'; 'ha'; 'na'; 'tsu'; 'o'; 'ma'; 'ki']",su
37435,0,"['ha'; 'ki'; 'o'; 're'; 'ma'; 'tsu'; 'su'; 'wo'; 'na']",tsu
37436,8,"['ki'; 'tsu'; 'wo'; 'na'; 'su'; 'ha'; 're'; 'o'; 'ya']",tsu
37437,5,"['tsu'; 'su'; 'ha'; 'wo'; 'ki'; 'o'; 'ma'; 'ya'; 'na']",na
37438,6,"['ma'; 'o'; 'ki'; 'ya'; 'na'; 'wo'; 'su'; 'tsu'; 're']",na
37439,5,"['ki'; 'wo'; 'ma'; 'ha'; 'o'; 'tsu'; 'su'; 'ya'; 'na']",tsu
37440,7,"['ha'; 'wo'; 'ma'; 'ya'; 'tsu'; 're'; 'ki'; 'su'; 'na']",tsu
37441,5,"['ki'; 'ya'; 'na'; 'wo'; 'su'; 'ma'; 'o'; 'ha'; 'tsu']",su
37442,3,"['ki'; 'o'; 're'; 'wo'; 'na'; 'su'; 'ha'; 'tsu'; 'ma']",su
37443,5,"['ki'; 'wo'; 'tsu'; 'o'; 'su'; 'ha'; 'ma'; 'na'; 'ya']",tsu
37444,9,"['ki'; 'wo'; 'ha'; 'o'; 're'; 'ya'; 'ma'; 'tsu'; 'su']",tsu
37445,3,"['ha'; 'na'; 'wo'; 'tsu'; 'su'; 're'; 'ma'; 'ki'; 'o']",na
37446,9,"['ki'; 'wo'; 'ma'; 're'; 'ha'; 'ya'; 'o'; 'su'; 'tsu']",su
37447,8,"['o'; 're'; 'wo'; 'su'; 'ki'; 'tsu'; 'ha'; 'ya'; 'na']",na
37448,8,"['wo'; 'ya'; 'ki'; 'na'; 'ha'; 'su'; 'tsu'; 'o'; 're']",su
37449,8,"['tsu'; 'ki'; 'ha'; 'su'; 'na'; 'o'; 're'; 'ya'; 'wo']",ki
37450,2,"['tsu'; 'ma'; 'wo'; 'na'; 'o'; 'su'; 'ha'; 're'; 'ki']",na
37451,4,"['ki'; 'tsu'; 're'; 'su'; 'ha'; 'ya'; 'na'; 'ma'; 'o']",na
37452,5,"['tsu'; 'ha'; 'ma'; 'na'; 'wo'; 'ya'; 'o'; 'ki'; 'su']",na
37453,9,"['ha'; 'wo'; 'ki'; 'su'; 'tsu'; 'ma'; 're'; 'o'; 'ya']",su
37454,2,"['su'; 're'; 'o'; 'ma'; 'ha'; 'na'; 'wo'; 'tsu'; 'ki']",su
37455,5,"['ma'; 'ya'; 'ki'; 'o'; 'wo'; 'su'; 'tsu'; 'na'; 'ha']",na
37456,1,"['ya'; 'o'; 'ma'; 'ki'; 'na'; 'ha'; 'su'; 're'; 'wo']",na
37457,4,"['o'; 'ma'; 'tsu'; 'su'; 'ya'; 'ha'; 'na'; 'ki'; 're']",re
37458,2,"['wo'; 'ha'; 'na'; 're'; 'ki'; 'ma'; 'su'; 'o'; 'tsu']",su
37459,3,"['re'; 'o'; 'ma'; 'ha'; 'wo'; 'tsu'; 'su'; 'ki'; 'na']",tsu
37460,7,"['su'; 'tsu'; 'ma'; 'ha'; 're'; 'ya'; 'ki'; 'na'; 'wo']",na
37461,2,"['wo'; 'ma'; 'na'; 'tsu'; 'ha'; 'ki'; 're'; 'o'; 'su']",tsu
37462,0,"['re'; 'wo'; 'ha'; 'o'; 'ma'; 'na'; 'tsu'; 'su'; 'ki']",tsu
37463,5,"['ha'; 'o'; 'wo'; 'su'; 'ki'; 'ma'; 'tsu'; 'na'; 'ya']",na
37464,6,"['ki'; 'ya'; 'na'; 'su'; 'wo'; 'ma'; 're'; 'tsu'; 'o']",su
37465,5,"['tsu'; 'ki'; 'na'; 'ya'; 'o'; 'wo'; 'su'; 'ha'; 'ma']",ki
37466,0,"['su'; 'tsu'; 'na'; 'o'; 'ma'; 're'; 'ha'; 'ki'; 'wo']",na
37467,4,"['ya'; 'na'; 'tsu'; 'su'; 're'; 'o'; 'ma'; 'ki'; 'ha']",na
37468,1,"['ha'; 'ma'; 'su'; 'wo'; 'ki'; 'o'; 'ya'; 'na'; 're']",na
37469,8,"['ki'; 're'; 'tsu'; 'na'; 'o'; 'wo'; 'su'; 'ha'; 'ya']",na
37470,5,"['wo'; 'ma'; 'ya'; 'tsu'; 'na'; 'ki'; 'su'; 'ha'; 'o']",tsu
37471,3,"['re'; 'wo'; 'ma'; 'su'; 'o'; 'na'; 'tsu'; 'ha'; 'ki']",ha
37472,8,"['ya'; 'su'; 'na'; 're'; 'o'; 'wo'; 'ha'; 'ki'; 'tsu']",su
37473,8,"['ha'; 'ya'; 'tsu'; 'ki'; 'su'; 'wo'; 'o'; 're'; 'na']",tsu
37474,8,"['re'; 'ha'; 'wo'; 'tsu'; 'o'; 'ya'; 'ki'; 'su'; 'na']",na
37475,7,"['ki'; 'wo'; 're'; 'tsu'; 'ma'; 'ha'; 'su'; 'na'; 'ya']",tsu
37476,6,"['tsu'; 'ya'; 'o'; 'na'; 'su'; 're'; 'wo'; 'ki'; 'ma']",tsu
37477,7,"['su'; 'ya'; 'wo'; 're'; 'na'; 'ki'; 'tsu'; 'ma'; 'ha']",ha
37478,8,"['ha'; 'ya'; 'ki'; 'na'; 'su'; 'tsu'; 'wo'; 're'; 'o']",su
37479,9,"['ya'; 're'; 'ma'; 'wo'; 'o'; 'su'; 'ki'; 'ha'; 'tsu']",re
37480,1,"['ha'; 'ki'; 're'; 'ya'; 'su'; 'wo'; 'ma'; 'na'; 'o']",ki
37481,4,"['na'; 'o'; 'ma'; 'su'; 'ha'; 'ya'; 'ki'; 're'; 'tsu']",na
37482,1,"['wo'; 'na'; 'su'; 'ma'; 'o'; 'ha'; 'ya'; 'ki'; 're']",na
37483,2,"['ha'; 'o'; 'tsu'; 're'; 'ma'; 'na'; 'su'; 'ki'; 'wo']",tsu
37484,0,"['ha'; 'wo'; 'o'; 'ki'; 'ma'; 'na'; 'su'; 're'; 'tsu']",su
37485,2,"['o'; 'ha'; 're'; 'tsu'; 'ki'; 'na'; 'wo'; 'su'; 'ma']",tsu
37486,4,"['o'; 'tsu'; 'na'; 'ya'; 'ki'; 'ha'; 'ma'; 'su'; 're']",tsu
37487,3,"['tsu'; 'wo'; 'ma'; 'o'; 'na'; 'ki'; 'su'; 're'; 'ha']",na
37488,8,"['wo'; 'o'; 'ha'; 're'; 'ya'; 'tsu'; 'ki'; 'su'; 'na']",tsu
37489,2,"['na'; 'tsu'; 'ha'; 'ki'; 'ma'; 'o'; 'wo'; 're'; 'su']",na
37490,4,"['ki'; 're'; 'tsu'; 'su'; 'ha'; 'ma'; 'na'; 'ya'; 'o']",tsu
37491,6,"['ma'; 'tsu'; 'wo'; 'ki'; 'o'; 're'; 'ya'; 'su'; 'na']",na
37492,8,"['ya'; 'ha'; 'ki'; 're'; 'na'; 'su'; 'wo'; 'o'; 'tsu']",su
37493,7,"['ki'; 'ya'; 'tsu'; 'ma'; 'su'; 'ha'; 'wo'; 're'; 'na']",tsu
37494,9,"['su'; 'wo'; 'tsu'; 'ha'; 'ya'; 'ki'; 'ma'; 'o'; 're']",su
37495,3,"['re'; 'o'; 'wo'; 'ma'; 'tsu'; 'su'; 'ki'; 'ha'; 'na']",tsu
37496,3,"['re'; 'tsu'; 'o'; 'ha'; 'na'; 'ma'; 'su'; 'ki'; 'wo']",na
37497,7,"['ha'; 'tsu'; 'ya'; 'su'; 're'; 'wo'; 'ma'; 'na'; 'ki']",tsu
37498,0,"['o'; 'na'; 're'; 'su'; 'ki'; 'tsu'; 'wo'; 'ma'; 'ha']",na
37499,9,"['ma'; 'wo'; 'ya'; 'ki'; 're'; 'ha'; 'o'; 'tsu'; 'su']",tsu
37500,3,"['su'; 'o'; 'ki'; 'ma'; 're'; 'tsu'; 'ha'; 'na'; 'wo']",su
37501,2,"['tsu'; 'ki'; 'ma'; 'na'; 'o'; 're'; 'su'; 'ha'; 'wo']",ki
37502,9,"['tsu'; 'wo'; 'ya'; 're'; 'ma'; 'o'; 'ha'; 'su'; 'ki']",wo
37503,7,"['na'; 'ha'; 'ki'; 'tsu'; 're'; 'wo'; 'su'; 'ya'; 'ma']",na
37504,6,"['o'; 'ya'; 'tsu'; 're'; 'ma'; 'na'; 'ki'; 'su'; 'wo']",na
37505,9,"['wo'; 'ma'; 'tsu'; 'ya'; 'ha'; 'su'; 're'; 'o'; 'ki']",ha
37506,6,"['ya'; 're'; 'na'; 'wo'; 'ma'; 'o'; 'su'; 'ki'; 'tsu']",su
37507,6,"['ya'; 'wo'; 'ki'; 'su'; 'na'; 'ma'; 'o'; 'tsu'; 're']",su
37508,2,"['ha'; 're'; 'o'; 'na'; 'ma'; 'tsu'; 'ki'; 'wo'; 'su']",tsu
37509,4,"['ha'; 'na'; 'ya'; 'ki'; 'o'; 'su'; 're'; 'tsu'; 'ma']",na
37510,8,"['ya'; 'wo'; 're'; 'su'; 'o'; 'ki'; 'tsu'; 'ha'; 'na']",su
37511,7,"['su'; 'na'; 'ya'; 'tsu'; 'ki'; 're'; 'ha'; 'ma'; 'wo']",na
37512,0,"['na'; 'tsu'; 're'; 'su'; 'ma'; 'wo'; 'ki'; 'ha'; 'o']",na
37513,2,"['ki'; 're'; 'ma'; 'na'; 'o'; 'su'; 'tsu'; 'wo'; 'ha']",ha
37514,3,"['ma'; 'su'; 'o'; 'ha'; 'ki'; 're'; 'na'; 'tsu'; 'wo']",su
37515,6,"['wo'; 're'; 'o'; 'ki'; 'ya'; 'su'; 'na'; 'tsu'; 'ma']",su
37516,2,"['wo'; 'su'; 'tsu'; 'ki'; 'na'; 're'; 'o'; 'ha'; 'ma']",na
37517,4,"['o'; 'ki'; 'ma'; 're'; 'na'; 'tsu'; 'su'; 'ya'; 'ha']",tsu
37518,4,"['ki'; 're'; 'ya'; 'su'; 'tsu'; 'o'; 'na'; 'ma'; 'ha']",su
37519,4,"['ki'; 'su'; 'ya'; 'na'; 'ma'; 'ha'; 'tsu'; 'o'; 're']",su
37520,4,"['na'; 'ma'; 'ya'; 're'; 'su'; 'ki'; 'tsu'; 'o'; 'ha']",su
37521,1,"['ki'; 'ha'; 'wo'; 'su'; 'ma'; 'o'; 'ya'; 're'; 'na']",na
37522,0,"['wo'; 'na'; 'ki'; 'ha'; 'ma'; 're'; 'o'; 'su'; 'tsu']",na
37523,9,"['wo'; 'ya'; 're'; 'ki'; 'su'; 'ma'; 'o'; 'tsu'; 'ha']",su
37524,9,"['ha'; 'wo'; 'o'; 'ya'; 're'; 'ki'; 'ma'; 'tsu'; 'su']",tsu
37525,3,"['ki'; 'ma'; 'tsu'; 'su'; 'ha'; 'na'; 'wo'; 'o'; 're']",tsu
37526,5,"['o'; 'tsu'; 'su'; 'wo'; 'ha'; 'ma'; 'ki'; 'na'; 'ya']",tsu
37527,3,"['o'; 'wo'; 'tsu'; 'ha'; 'ki'; 're'; 'na'; 'ma'; 'su']",tsu
37528,8,"['wo'; 'ki'; 'na'; 'su'; 'tsu'; 're'; 'ya'; 'o'; 'ha']",ki
37529,0,"['ki'; 'o'; 'ma'; 'tsu'; 'su'; 'na'; 'wo'; 'ha'; 're']",tsu
37530,3,"['su'; 'ha'; 'ki'; 're'; 'wo'; 'o'; 'ma'; 'na'; 'tsu']",su
37531,1,"['ha'; 're'; 'na'; 'wo'; 'o'; 'ya'; 'su'; 'ma'; 'ki']",na
37532,4,"['ma'; 'ki'; 'ha'; 'na'; 'tsu'; 'o'; 'su'; 'ya'; 're']",ki
37533,0,"['na'; 'su'; 'ma'; 'tsu'; 'ha'; 'ki'; 'wo'; 're'; 'o']",na
37534,9,"['ma'; 'wo'; 'ha'; 'o'; 'su'; 'ki'; 'tsu'; 're'; 'ya']",wo
37535,1,"['na'; 're'; 'ya'; 'su'; 'o'; 'ma'; 'ha'; 'ki'; 'wo']",na
37536,8,"['ki'; 'tsu'; 'ya'; 'na'; 'wo'; 're'; 'ha'; 'o'; 'su']",tsu
37537,2,"['wo'; 'na'; 'ki'; 'ma'; 're'; 'su'; 'tsu'; 'o'; 'ha']",na
37538,4,"['ha'; 'ya'; 'ma'; 'tsu'; 'ki'; 're'; 'na'; 'su'; 'o']",na
37539,3,"['ma'; 'wo'; 're'; 'su'; 'ki'; 'na'; 'tsu'; 'ha'; 'o']",na
37540,1,"['ma'; 'wo'; 'o'; 'ha'; 'su'; 'ki'; 'na'; 'ya'; 're']",na
37541,4,"['su'; 'o'; 're'; 'ha'; 'na'; 'tsu'; 'ma'; 'ya'; 'ki']",su
37542,7,"['na'; 're'; 'ya'; 'su'; 'ma'; 'ha'; 'wo'; 'ki'; 'tsu']",na
37543,9,"['ma'; 'ki'; 'tsu'; 'su'; 'ha'; 'ya'; 'wo'; 'o'; 're']",ki
37544,3,"['na'; 'tsu'; 'su'; 'ki'; 'ha'; 'o'; 're'; 'wo'; 'ma']",na
37545,1,"['wo'; 'ha'; 'ya'; 'na'; 're'; 'o'; 'su'; 'ki'; 'ma']",na
37546,6,"['tsu'; 'su'; 'ya'; 'na'; 'wo'; 'o'; 're'; 'ki'; 'ma']",na
37547,4,"['ya'; 'su'; 'o'; 'tsu'; 'ki'; 'na'; 're'; 'ha'; 'ma']",na
37548,7,"['tsu'; 'ma'; 're'; 'ki'; 'wo'; 'na'; 'ya'; 'ha'; 'su']",ha
37549,1,"['su'; 'ya'; 'ma'; 'ha'; 're'; 'wo'; 'o'; 'ki'; 'na']",na
37550,7,"['tsu'; 'su'; 'wo'; 're'; 'ki'; 'ha'; 'na'; 'ya'; 'ma']",ki
37551,2,"['ki'; 'o'; 'ma'; 're'; 'su'; 'na'; 'ha'; 'wo'; 'tsu']",su
