index,true_label,candidate_labels,complementary_label
1004,14,"['household_electrical_devices'; 'non-insect_invertebrates'; 'large_carnivores'; 'aquatic_mammals'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'insects'; 'fruit_and_vegetables'; 'food_containers']",non-insect_invertebrates
1005,7,"['flowers'; 'household_furniture'; 'non-insect_invertebrates'; 'medium_mammals'; 'small_mammals'; 'large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'trees'; 'large_natural_outdoor_scenes'; 'food_containers']",household_furniture
1006,17,"['reptiles'; 'people'; 'small_mammals'; 'large_omnivores_and_herbivores'; 'vehicles_2'; 'vehicles_1'; 'insects'; 'medium_mammals'; 'fish'; 'large_man-made_outdoor_things']",fish
1007,19,"['small_mammals'; 'large_man-made_outdoor_things'; 'large_carnivores'; 'household_furniture'; 'trees'; 'vehicles_1'; 'household_electrical_devices'; 'insects'; 'large_natural_outdoor_scenes'; 'non-insect_invertebrates']",Small mammals
1008,12,"['food_containers'; 'fish'; 'insects'; 'reptiles'; 'household_furniture'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'people'; 'non-insect_invertebrates'; 'fruit_and_vegetables']",household_furniture
1009,7,"['large_omnivores_and_herbivores'; 'household_furniture'; 'small_mammals'; 'food_containers'; 'large_natural_outdoor_scenes'; 'non-insect_invertebrates'; 'trees'; 'medium_mammals'; 'flowers'; 'large_man-made_outdoor_things']",household_furniture
1010,1,"['fruit_and_vegetables'; 'large_natural_outdoor_scenes'; 'small_mammals'; 'people'; 'aquatic_mammals'; 'food_containers'; 'trees'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'flowers']",fruit_and_vegetables
1011,13,"['medium_mammals'; 'fruit_and_vegetables'; 'trees'; 'household_electrical_devices'; 'vehicles_1'; 'aquatic_mammals'; 'food_containers'; 'large_natural_outdoor_scenes'; 'reptiles'; 'large_carnivores']",fruit_and_vegetables
1012,0,"['food_containers'; 'trees'; 'fruit_and_vegetables'; 'flowers'; 'fish'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'vehicles_2'; 'large_omnivores_and_herbivores'; 'large_carnivores']",trees
1013,8,"['reptiles'; 'aquatic_mammals'; 'household_electrical_devices'; 'food_containers'; 'non-insect_invertebrates'; 'large_omnivores_and_herbivores'; 'vehicles_1'; 'insects'; 'medium_mammals'; 'large_man-made_outdoor_things']",household_electrical_devices
1014,1,"['flowers'; 'trees'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'large_natural_outdoor_scenes'; 'small_mammals'; 'vehicles_1'; 'aquatic_mammals'; 'food_containers'; 'people']",flowers
1015,7,"['small_mammals'; 'large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'medium_mammals'; 'food_containers'; 'trees'; 'household_furniture'; 'large_natural_outdoor_scenes'; 'large_omnivores_and_herbivores'; 'flowers']",household_furniture
1016,9,"['household_electrical_devices'; 'reptiles'; 'non-insect_invertebrates'; 'insects'; 'large_carnivores'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'flowers'; 'food_containers'; 'large_natural_outdoor_scenes']",reptiles
1017,1,"['small_mammals'; 'food_containers'; 'flowers'; 'people'; 'large_natural_outdoor_scenes'; 'aquatic_mammals'; 'fruit_and_vegetables'; 'trees'; 'vehicles_1'; 'large_man-made_outdoor_things']",fruit_and_vegetables
1018,9,"['insects'; 'reptiles'; 'household_electrical_devices'; 'large_carnivores'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates'; 'food_containers'; 'flowers'; 'large_natural_outdoor_scenes']",household_electrical_devices
1019,0,"['large_carnivores'; 'fruit_and_vegetables'; 'fish'; 'large_man-made_outdoor_things'; 'food_containers'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'trees'; 'flowers'; 'vehicles_2']",large_man-made_outdoor_things
1020,4,"['reptiles'; 'large_man-made_outdoor_things'; 'large_carnivores'; 'vehicles_2'; 'trees'; 'insects'; 'small_mammals'; 'fish'; 'medium_mammals'; 'vehicles_1']",large_man-made_outdoor_things
1021,14,"['food_containers'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'insects'; 'aquatic_mammals'; 'large_carnivores'; 'non-insect_invertebrates']",fruit_and_vegetables
1022,9,"['household_electrical_devices'; 'non-insect_invertebrates'; 'medium_mammals'; 'flowers'; 'insects'; 'large_omnivores_and_herbivores'; 'reptiles'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'food_containers']",household_electrical_devices
1023,18,"['flowers'; 'large_man-made_outdoor_things'; 'small_mammals'; 'household_furniture'; 'reptiles'; 'vehicles_2'; 'trees'; 'large_carnivores'; 'people'; 'fruit_and_vegetables']",large_carnivores
1024,16,"['insects'; 'household_electrical_devices'; 'fish'; 'large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'aquatic_mammals'; 'non-insect_invertebrates'; 'reptiles'; 'trees'; 'vehicles_1']",household_electrical_devices
1025,1,"['small_mammals'; 'large_man-made_outdoor_things'; 'large_natural_outdoor_scenes'; 'fruit_and_vegetables'; 'trees'; 'flowers'; 'food_containers'; 'vehicles_1'; 'aquatic_mammals'; 'people']",fruit_and_vegetables
1026,1,"['flowers'; 'people'; 'trees'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'aquatic_mammals'; 'fruit_and_vegetables'; 'small_mammals'; 'food_containers'; 'large_natural_outdoor_scenes']",flowers
1027,1,"['small_mammals'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'food_containers'; 'aquatic_mammals'; 'people'; 'large_natural_outdoor_scenes'; 'vehicles_1'; 'flowers'; 'trees']",fruit_and_vegetables
1028,10,"['fruit_and_vegetables'; 'small_mammals'; 'non-insect_invertebrates'; 'flowers'; 'food_containers'; 'reptiles'; 'large_carnivores'; 'medium_mammals'; 'trees'; 'vehicles_2']",vehicles_2
1029,2,"['insects'; 'large_carnivores'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'household_electrical_devices'; 'aquatic_mammals'; 'food_containers'; 'vehicles_1'; 'vehicles_2'; 'people']",household_electrical_devices
1030,15,"['large_carnivores'; 'trees'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'small_mammals'; 'flowers'; 'household_electrical_devices'; 'non-insect_invertebrates'; 'large_natural_outdoor_scenes'; 'food_containers']",vehicles_1
1031,6,"['large_omnivores_and_herbivores'; 'medium_mammals'; 'large_carnivores'; 'non-insect_invertebrates'; 'fruit_and_vegetables'; 'food_containers'; 'vehicles_2'; 'vehicles_1'; 'household_electrical_devices'; 'flowers']",large_omnivores_and_herbivores
1032,17,"['vehicles_1'; 'medium_mammals'; 'people'; 'insects'; 'large_omnivores_and_herbivores'; 'fish'; 'small_mammals'; 'large_man-made_outdoor_things'; 'vehicles_2'; 'reptiles']",people
1033,6,"['food_containers'; 'fruit_and_vegetables'; 'large_omnivores_and_herbivores'; 'household_electrical_devices'; 'flowers'; 'medium_mammals'; 'large_carnivores'; 'vehicles_2'; 'vehicles_1'; 'non-insect_invertebrates']",large_carnivores
1034,18,"['large_man-made_outdoor_things'; 'trees'; 'reptiles'; 'large_carnivores'; 'household_furniture'; 'small_mammals'; 'people'; 'vehicles_2'; 'flowers'; 'fruit_and_vegetables']",reptiles
1035,7,"['trees'; 'large_omnivores_and_herbivores'; 'household_furniture'; 'flowers'; 'non-insect_invertebrates'; 'large_natural_outdoor_scenes'; 'food_containers'; 'medium_mammals'; 'small_mammals'; 'large_man-made_outdoor_things']",household_furniture
1036,10,"['medium_mammals'; 'fruit_and_vegetables'; 'food_containers'; 'small_mammals'; 'large_carnivores'; 'flowers'; 'vehicles_2'; 'reptiles'; 'non-insect_invertebrates'; 'trees']",vehicles_2
1037,15,"['small_mammals'; 'large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'large_carnivores'; 'household_electrical_devices'; 'flowers'; 'vehicles_1'; 'trees'; 'food_containers']",household_electrical_devices
1038,12,"['food_containers'; 'fish'; 'reptiles'; 'household_electrical_devices'; 'insects'; 'non-insect_invertebrates'; 'fruit_and_vegetables'; 'people'; 'household_furniture'; 'large_man-made_outdoor_things']",fish
1039,3,"['large_omnivores_and_herbivores'; 'insects'; 'large_man-made_outdoor_things'; 'reptiles'; 'medium_mammals'; 'household_furniture'; 'household_electrical_devices'; 'non-insect_invertebrates'; 'fish'; 'small_mammals']",household_furniture
1040,9,"['flowers'; 'household_electrical_devices'; 'non-insect_invertebrates'; 'large_carnivores'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'large_natural_outdoor_scenes'; 'insects'; 'reptiles'; 'food_containers']",household_electrical_devices
1041,15,"['large_carnivores'; 'large_man-made_outdoor_things'; 'flowers'; 'non-insect_invertebrates'; 'vehicles_1'; 'trees'; 'small_mammals'; 'food_containers'; 'household_electrical_devices'; 'large_natural_outdoor_scenes']",large_man-made_outdoor_things
1042,15,"['large_carnivores'; 'flowers'; 'non-insect_invertebrates'; 'trees'; 'household_electrical_devices'; 'small_mammals'; 'food_containers'; 'large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'vehicles_1']",household_electrical_devices
1043,7,"['food_containers'; 'large_natural_outdoor_scenes'; 'flowers'; 'household_furniture'; 'trees'; 'small_mammals'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'non-insect_invertebrates']",large_man-made_outdoor_things
1044,12,"['household_furniture'; 'reptiles'; 'fish'; 'large_man-made_outdoor_things'; 'people'; 'insects'; 'food_containers'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'non-insect_invertebrates']",household_furniture
1045,12,"['food_containers'; 'non-insect_invertebrates'; 'household_furniture'; 'fish'; 'insects'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'reptiles'; 'people']",household_furniture
1046,0,"['vehicles_2'; 'fruit_and_vegetables'; 'food_containers'; 'large_man-made_outdoor_things'; 'flowers'; 'trees'; 'fish'; 'large_carnivores'; 'large_omnivores_and_herbivores'; 'medium_mammals']",fruit_and_vegetables
1047,16,"['large_omnivores_and_herbivores'; 'insects'; 'reptiles'; 'vehicles_1'; 'non-insect_invertebrates'; 'trees'; 'aquatic_mammals'; 'household_electrical_devices'; 'fish'; 'large_man-made_outdoor_things']",trees
1048,17,"['small_mammals'; 'people'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'reptiles'; 'vehicles_1'; 'fish'; 'insects'; 'medium_mammals'; 'vehicles_2']",people
1049,12,"['non-insect_invertebrates'; 'fruit_and_vegetables'; 'large_man-made_outdoor_things'; 'household_furniture'; 'people'; 'reptiles'; 'insects'; 'food_containers'; 'household_electrical_devices'; 'fish']",household_furniture
1050,13,"['trees'; 'vehicles_1'; 'reptiles'; 'household_electrical_devices'; 'fruit_and_vegetables'; 'medium_mammals'; 'aquatic_mammals'; 'food_containers'; 'large_natural_outdoor_scenes'; 'large_carnivores']",fruit_and_vegetables
1051,3,"['insects'; 'small_mammals'; 'fish'; 'household_electrical_devices'; 'non-insect_invertebrates'; 'reptiles'; 'large_omnivores_and_herbivores'; 'household_furniture'; 'large_man-made_outdoor_things'; 'medium_mammals']",household_furniture
1052,11,"['people'; 'food_containers'; 'fish'; 'non-insect_invertebrates'; 'insects'; 'large_carnivores'; 'vehicles_2'; 'flowers'; 'medium_mammals'; 'aquatic_mammals']",fish
1053,16,"['large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'fish'; 'household_electrical_devices'; 'non-insect_invertebrates'; 'insects'; 'reptiles'; 'aquatic_mammals'; 'vehicles_1'; 'trees']",fish
1054,7,"['trees'; 'small_mammals'; 'flowers'; 'household_furniture'; 'large_man-made_outdoor_things'; 'food_containers'; 'non-insect_invertebrates'; 'large_omnivores_and_herbivores'; 'medium_mammals'; 'large_natural_outdoor_scenes']",household_furniture
1055,15,"['large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'trees'; 'large_carnivores'; 'vehicles_1'; 'food_containers'; 'flowers'; 'non-insect_invertebrates'; 'small_mammals'; 'household_electrical_devices']",vehicles_1
1056,2,"['vehicles_1'; 'small_mammals'; 'food_containers'; 'household_electrical_devices'; 'large_natural_outdoor_scenes'; 'people'; 'large_carnivores'; 'vehicles_2'; 'insects'; 'aquatic_mammals']",insects
1057,4,"['insects'; 'vehicles_1'; 'vehicles_2'; 'trees'; 'fish'; 'reptiles'; 'small_mammals'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'medium_mammals']",vehicles_1
1058,12,"['fruit_and_vegetables'; 'people'; 'food_containers'; 'large_man-made_outdoor_things'; 'fish'; 'reptiles'; 'household_electrical_devices'; 'household_furniture'; 'insects'; 'non-insect_invertebrates']",people
1059,4,"['large_carnivores'; 'vehicles_2'; 'reptiles'; 'insects'; 'small_mammals'; 'vehicles_1'; 'medium_mammals'; 'large_man-made_outdoor_things'; 'trees'; 'fish']",fish
1060,19,"['trees'; 'vehicles_1'; 'household_furniture'; 'household_electrical_devices'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'large_carnivores'; 'large_natural_outdoor_scenes'; 'small_mammals'; 'insects']",trees
1061,15,"['non-insect_invertebrates'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'trees'; 'vehicles_1'; 'small_mammals'; 'food_containers'; 'large_man-made_outdoor_things'; 'flowers'; 'household_electrical_devices']",large_carnivores
1062,5,"['large_natural_outdoor_scenes'; 'aquatic_mammals'; 'vehicles_1'; 'large_omnivores_and_herbivores'; 'food_containers'; 'trees'; 'insects'; 'fish'; 'fruit_and_vegetables'; 'medium_mammals']",large_natural_outdoor_scenes
1063,1,"['large_man-made_outdoor_things'; 'food_containers'; 'small_mammals'; 'vehicles_1'; 'people'; 'flowers'; 'trees'; 'large_natural_outdoor_scenes'; 'aquatic_mammals'; 'fruit_and_vegetables']",people
1064,3,"['large_omnivores_and_herbivores'; 'household_furniture'; 'medium_mammals'; 'small_mammals'; 'household_electrical_devices'; 'insects'; 'reptiles'; 'large_man-made_outdoor_things'; 'fish'; 'non-insect_invertebrates']",household_furniture
1065,8,"['large_omnivores_and_herbivores'; 'medium_mammals'; 'reptiles'; 'food_containers'; 'vehicles_1'; 'aquatic_mammals'; 'insects'; 'large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'household_electrical_devices']",food_containers
1066,16,"['aquatic_mammals'; 'fish'; 'non-insect_invertebrates'; 'trees'; 'insects'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'reptiles'; 'household_electrical_devices']",trees
1067,14,"['insects'; 'medium_mammals'; 'household_electrical_devices'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates'; 'food_containers'; 'fruit_and_vegetables'; 'large_man-made_outdoor_things'; 'large_carnivores'; 'aquatic_mammals']",insects
1068,19,"['small_mammals'; 'large_natural_outdoor_scenes'; 'household_electrical_devices'; 'trees'; 'large_carnivores'; 'household_furniture'; 'large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'insects'; 'vehicles_1']",household_furniture
1069,10,"['trees'; 'small_mammals'; 'medium_mammals'; 'flowers'; 'vehicles_2'; 'fruit_and_vegetables'; 'reptiles'; 'food_containers'; 'large_carnivores'; 'non-insect_invertebrates']",vehicles_2
1070,11,"['large_carnivores'; 'insects'; 'vehicles_2'; 'flowers'; 'fish'; 'people'; 'aquatic_mammals'; 'food_containers'; 'medium_mammals'; 'non-insect_invertebrates']",vehicles_2
1071,16,"['aquatic_mammals'; 'fish'; 'trees'; 'non-insect_invertebrates'; 'reptiles'; 'large_omnivores_and_herbivores'; 'insects'; 'large_man-made_outdoor_things'; 'household_electrical_devices'; 'vehicles_1']",trees
1072,4,"['fish'; 'trees'; 'small_mammals'; 'large_carnivores'; 'medium_mammals'; 'reptiles'; 'insects'; 'vehicles_2'; 'large_man-made_outdoor_things'; 'vehicles_1']",fish
1073,1,"['flowers'; 'large_man-made_outdoor_things'; 'food_containers'; 'people'; 'vehicles_1'; 'trees'; 'aquatic_mammals'; 'small_mammals'; 'fruit_and_vegetables'; 'large_natural_outdoor_scenes']",flowers
1074,18,"['flowers'; 'small_mammals'; 'large_carnivores'; 'fruit_and_vegetables'; 'trees'; 'vehicles_2'; 'reptiles'; 'large_man-made_outdoor_things'; 'household_furniture'; 'people']",fruit_and_vegetables
1075,16,"['fish'; 'large_man-made_outdoor_things'; 'household_electrical_devices'; 'large_omnivores_and_herbivores'; 'vehicles_1'; 'aquatic_mammals'; 'trees'; 'insects'; 'non-insect_invertebrates'; 'reptiles']",large_man-made_outdoor_things
1076,12,"['household_electrical_devices'; 'food_containers'; 'household_furniture'; 'fish'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'reptiles'; 'insects'; 'people'; 'fruit_and_vegetables']",household_electrical_devices
1077,7,"['large_natural_outdoor_scenes'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'flowers'; 'small_mammals'; 'household_furniture'; 'large_man-made_outdoor_things'; 'trees'; 'food_containers'; 'non-insect_invertebrates']",household_furniture
1078,14,"['insects'; 'large_omnivores_and_herbivores'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'food_containers'; 'large_carnivores'; 'fruit_and_vegetables'; 'aquatic_mammals'; 'medium_mammals'; 'non-insect_invertebrates']",household_electrical_devices
1079,0,"['fish'; 'vehicles_2'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'food_containers'; 'flowers'; 'large_carnivores'; 'fruit_and_vegetables'; 'trees']",vehicles_2
1080,9,"['non-insect_invertebrates'; 'large_omnivores_and_herbivores'; 'large_carnivores'; 'household_electrical_devices'; 'large_natural_outdoor_scenes'; 'flowers'; 'insects'; 'food_containers'; 'reptiles'; 'medium_mammals']",household_electrical_devices
1081,16,"['insects'; 'reptiles'; 'household_electrical_devices'; 'vehicles_1'; 'fish'; 'trees'; 'aquatic_mammals'; 'large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates']",household_electrical_devices
1082,1,"['flowers'; 'aquatic_mammals'; 'fruit_and_vegetables'; 'food_containers'; 'people'; 'vehicles_1'; 'trees'; 'large_man-made_outdoor_things'; 'small_mammals'; 'large_natural_outdoor_scenes']",flowers
1083,5,"['large_omnivores_and_herbivores'; 'trees'; 'fish'; 'medium_mammals'; 'insects'; 'food_containers'; 'fruit_and_vegetables'; 'vehicles_1'; 'aquatic_mammals'; 'large_natural_outdoor_scenes']",fish
1084,9,"['reptiles'; 'flowers'; 'large_natural_outdoor_scenes'; 'large_omnivores_and_herbivores'; 'insects'; 'large_carnivores'; 'food_containers'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'medium_mammals']",household_electrical_devices
1085,15,"['flowers'; 'non-insect_invertebrates'; 'large_carnivores'; 'small_mammals'; 'vehicles_1'; 'food_containers'; 'large_man-made_outdoor_things'; 'trees'; 'household_electrical_devices'; 'large_natural_outdoor_scenes']",flowers
1086,12,"['food_containers'; 'insects'; 'household_furniture'; 'large_man-made_outdoor_things'; 'people'; 'reptiles'; 'fruit_and_vegetables'; 'fish'; 'non-insect_invertebrates'; 'household_electrical_devices']",fruit_and_vegetables
1087,7,"['household_furniture'; 'large_natural_outdoor_scenes'; 'medium_mammals'; 'trees'; 'small_mammals'; 'food_containers'; 'large_man-made_outdoor_things'; 'flowers'; 'non-insect_invertebrates'; 'large_omnivores_and_herbivores']",household_furniture
1088,1,"['people'; 'small_mammals'; 'vehicles_1'; 'fruit_and_vegetables'; 'flowers'; 'large_natural_outdoor_scenes'; 'trees'; 'aquatic_mammals'; 'food_containers'; 'large_man-made_outdoor_things']",people
1089,7,"['trees'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'flowers'; 'large_natural_outdoor_scenes'; 'medium_mammals'; 'small_mammals'; 'food_containers'; 'household_furniture'; 'non-insect_invertebrates']",large_omnivores_and_herbivores
1090,16,"['large_man-made_outdoor_things'; 'vehicles_1'; 'reptiles'; 'insects'; 'non-insect_invertebrates'; 'aquatic_mammals'; 'household_electrical_devices'; 'trees'; 'large_omnivores_and_herbivores'; 'fish']",reptiles
1091,4,"['vehicles_2'; 'large_man-made_outdoor_things'; 'small_mammals'; 'reptiles'; 'insects'; 'vehicles_1'; 'large_carnivores'; 'trees'; 'medium_mammals'; 'fish']",fish
1092,6,"['large_carnivores'; 'non-insect_invertebrates'; 'medium_mammals'; 'fruit_and_vegetables'; 'food_containers'; 'vehicles_1'; 'vehicles_2'; 'large_omnivores_and_herbivores'; 'flowers'; 'household_electrical_devices']",large_carnivores
1093,10,"['reptiles'; 'medium_mammals'; 'vehicles_2'; 'fruit_and_vegetables'; 'non-insect_invertebrates'; 'large_carnivores'; 'flowers'; 'trees'; 'small_mammals'; 'food_containers']",trees
1094,4,"['small_mammals'; 'medium_mammals'; 'large_carnivores'; 'reptiles'; 'large_man-made_outdoor_things'; 'fish'; 'vehicles_1'; 'insects'; 'trees'; 'vehicles_2']",fish
1095,18,"['household_furniture'; 'large_man-made_outdoor_things'; 'reptiles'; 'fruit_and_vegetables'; 'people'; 'trees'; 'flowers'; 'large_carnivores'; 'small_mammals'; 'vehicles_2']",large_carnivores
1096,16,"['non-insect_invertebrates'; 'vehicles_1'; 'large_omnivores_and_herbivores'; 'trees'; 'household_electrical_devices'; 'reptiles'; 'fish'; 'large_man-made_outdoor_things'; 'aquatic_mammals'; 'insects']",vehicles_1
1097,10,"['food_containers'; 'small_mammals'; 'non-insect_invertebrates'; 'large_carnivores'; 'reptiles'; 'trees'; 'vehicles_2'; 'flowers'; 'fruit_and_vegetables'; 'medium_mammals']",vehicles_2
1098,4,"['medium_mammals'; 'vehicles_1'; 'trees'; 'reptiles'; 'small_mammals'; 'vehicles_2'; 'insects'; 'large_man-made_outdoor_things'; 'large_carnivores'; 'fish']",vehicles_1
1099,1,"['flowers'; 'small_mammals'; 'people'; 'aquatic_mammals'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'food_containers'; 'fruit_and_vegetables'; 'large_natural_outdoor_scenes'; 'trees']",flowers
1100,9,"['flowers'; 'non-insect_invertebrates'; 'large_carnivores'; 'large_omnivores_and_herbivores'; 'large_natural_outdoor_scenes'; 'reptiles'; 'medium_mammals'; 'household_electrical_devices'; 'insects'; 'food_containers']",household_electrical_devices
1101,1,"['food_containers'; 'people'; 'vehicles_1'; 'fruit_and_vegetables'; 'large_man-made_outdoor_things'; 'flowers'; 'aquatic_mammals'; 'small_mammals'; 'trees'; 'large_natural_outdoor_scenes']",fruit_and_vegetables
1102,2,"['household_electrical_devices'; 'small_mammals'; 'insects'; 'vehicles_2'; 'food_containers'; 'large_natural_outdoor_scenes'; 'aquatic_mammals'; 'vehicles_1'; 'people'; 'large_carnivores']",household_electrical_devices
1103,2,"['aquatic_mammals'; 'large_natural_outdoor_scenes'; 'food_containers'; 'vehicles_2'; 'insects'; 'vehicles_1'; 'people'; 'large_carnivores'; 'household_electrical_devices'; 'small_mammals']",insects
1104,2,"['aquatic_mammals'; 'large_carnivores'; 'household_electrical_devices'; 'vehicles_1'; 'insects'; 'vehicles_2'; 'people'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'food_containers']",aquatic_mammals
1105,19,"['household_electrical_devices'; 'large_carnivores'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'small_mammals'; 'trees'; 'household_furniture'; 'insects'; 'vehicles_1'; 'large_natural_outdoor_scenes']",household_electrical_devices
1106,14,"['food_containers'; 'medium_mammals'; 'large_carnivores'; 'household_electrical_devices'; 'large_omnivores_and_herbivores'; 'fruit_and_vegetables'; 'insects'; 'non-insect_invertebrates'; 'aquatic_mammals'; 'large_man-made_outdoor_things']",fruit_and_vegetables
1107,12,"['large_man-made_outdoor_things'; 'household_electrical_devices'; 'fish'; 'fruit_and_vegetables'; 'reptiles'; 'people'; 'food_containers'; 'non-insect_invertebrates'; 'insects'; 'household_furniture']",household_furniture
1108,18,"['fruit_and_vegetables'; 'trees'; 'large_carnivores'; 'people'; 'flowers'; 'small_mammals'; 'reptiles'; 'large_man-made_outdoor_things'; 'vehicles_2'; 'household_furniture']",trees
1109,14,"['aquatic_mammals'; 'large_omnivores_and_herbivores'; 'insects'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'non-insect_invertebrates'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'food_containers']",large_man-made_outdoor_things
1110,7,"['flowers'; 'large_omnivores_and_herbivores'; 'trees'; 'non-insect_invertebrates'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'food_containers'; 'household_furniture'; 'medium_mammals']",flowers
1111,10,"['fruit_and_vegetables'; 'large_carnivores'; 'medium_mammals'; 'small_mammals'; 'vehicles_2'; 'trees'; 'food_containers'; 'flowers'; 'reptiles'; 'non-insect_invertebrates']",large_carnivores
1112,2,"['large_natural_outdoor_scenes'; 'vehicles_2'; 'aquatic_mammals'; 'small_mammals'; 'household_electrical_devices'; 'food_containers'; 'vehicles_1'; 'large_carnivores'; 'insects'; 'people']",large_natural_outdoor_scenes
1113,11,"['non-insect_invertebrates'; 'medium_mammals'; 'people'; 'insects'; 'vehicles_2'; 'food_containers'; 'fish'; 'large_carnivores'; 'flowers'; 'aquatic_mammals']",people
1114,18,"['people'; 'small_mammals'; 'fruit_and_vegetables'; 'large_man-made_outdoor_things'; 'vehicles_2'; 'reptiles'; 'trees'; 'large_carnivores'; 'household_furniture'; 'flowers']",fruit_and_vegetables
1115,18,"['flowers'; 'vehicles_2'; 'household_furniture'; 'people'; 'fruit_and_vegetables'; 'large_carnivores'; 'trees'; 'reptiles'; 'small_mammals'; 'large_man-made_outdoor_things']",flowers
1116,11,"['non-insect_invertebrates'; 'people'; 'medium_mammals'; 'flowers'; 'insects'; 'fish'; 'large_carnivores'; 'aquatic_mammals'; 'vehicles_2'; 'food_containers']",people
1117,16,"['vehicles_1'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates'; 'insects'; 'trees'; 'fish'; 'aquatic_mammals'; 'large_man-made_outdoor_things'; 'household_electrical_devices'; 'reptiles']",large_omnivores_and_herbivores
1118,15,"['flowers'; 'large_man-made_outdoor_things'; 'large_carnivores'; 'trees'; 'food_containers'; 'household_electrical_devices'; 'small_mammals'; 'non-insect_invertebrates'; 'large_natural_outdoor_scenes'; 'vehicles_1']",flowers
1119,8,"['aquatic_mammals'; 'large_man-made_outdoor_things'; 'insects'; 'medium_mammals'; 'non-insect_invertebrates'; 'vehicles_1'; 'food_containers'; 'household_electrical_devices'; 'large_omnivores_and_herbivores'; 'reptiles']",aquatic_mammals
1120,9,"['food_containers'; 'medium_mammals'; 'household_electrical_devices'; 'reptiles'; 'large_carnivores'; 'insects'; 'non-insect_invertebrates'; 'flowers'; 'large_natural_outdoor_scenes'; 'large_omnivores_and_herbivores']",flowers
1121,17,"['people'; 'vehicles_2'; 'large_omnivores_and_herbivores'; 'insects'; 'fish'; 'reptiles'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'small_mammals'; 'medium_mammals']",vehicles_1
1122,6,"['large_omnivores_and_herbivores'; 'flowers'; 'food_containers'; 'non-insect_invertebrates'; 'large_carnivores'; 'medium_mammals'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'vehicles_2'; 'vehicles_1']",flowers
1123,12,"['food_containers'; 'fruit_and_vegetables'; 'insects'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'household_furniture'; 'fish'; 'non-insect_invertebrates'; 'reptiles'; 'people']",household_electrical_devices
