index,true_label,candidate_labels,complementary_label
30350,8,"['wo'; 'na'; 'su'; 'tsu'; 'ki'; 're'; 'ha'; 'ma']",na
30351,8,"['ha'; 're'; 'ma'; 'tsu'; 'ki'; 'na'; 'su'; 'wo']",na
30352,6,"['ki'; 're'; 'ha'; 'ya'; 'su'; 'tsu'; 'ma'; 'na']",ki
30353,3,"['su'; 'ha'; 'tsu'; 'ma'; 'ki'; 'ya'; 'na'; 'o']",na
30354,6,"['ma'; 'su'; 'ha'; 'ya'; 'ki'; 'na'; 're'; 'tsu']",na
30355,2,"['wo'; 'o'; 'tsu'; 'ha'; 'ma'; 'na'; 'ya'; 're']",tsu
30356,1,"['ha'; 'o'; 'na'; 'ki'; 're'; 'wo'; 'ya'; 'ma']",na
30357,5,"['o'; 'tsu'; 'na'; 'wo'; 'ya'; 're'; 'ha'; 'ki']",tsu
30358,8,"['re'; 'wo'; 'ki'; 'tsu'; 'ha'; 'na'; 'su'; 'ma']",tsu
30359,9,"['su'; 'ma'; 'na'; 'o'; 'ki'; 'wo'; 'tsu'; 'ha']",ha
30360,0,"['re'; 'ma'; 'su'; 'wo'; 'o'; 'ha'; 'ki'; 'na']",na
30361,0,"['ma'; 'ha'; 're'; 'ki'; 'o'; 'su'; 'wo'; 'na']",na
30362,0,"['ma'; 'su'; 'na'; 'ki'; 're'; 'ha'; 'wo'; 'o']",na
30363,8,"['re'; 'tsu'; 'na'; 'wo'; 'ha'; 'ki'; 'ma'; 'su']",na
30364,4,"['ha'; 'tsu'; 'su'; 're'; 'ki'; 'ya'; 'o'; 'ma']",tsu
30365,4,"['tsu'; 'su'; 'ya'; 'ha'; 're'; 'ki'; 'o'; 'ma']",o
30366,2,"['wo'; 'na'; 'tsu'; 'o'; 're'; 'ma'; 'ha'; 'ya']",na
30367,0,"['su'; 're'; 'o'; 'ha'; 'ki'; 'ma'; 'wo'; 'na']",na
30368,7,"['re'; 'o'; 'wo'; 'ki'; 'ya'; 'tsu'; 'ha'; 'su']",tsu
30369,0,"['ki'; 'na'; 'wo'; 'su'; 're'; 'ma'; 'o'; 'ha']",na
30370,1,"['re'; 'ha'; 'ya'; 'ki'; 'wo'; 'ma'; 'na'; 'o']",na
30371,8,"['ki'; 'ma'; 'tsu'; 'na'; 're'; 'wo'; 'su'; 'ha']",tsu
30372,3,"['tsu'; 'na'; 'ki'; 'ha'; 'su'; 'ya'; 'ma'; 'o']",na
30373,5,"['ya'; 'o'; 'ki'; 'wo'; 'ha'; 'na'; 'tsu'; 're']",tsu
30374,9,"['ha'; 'tsu'; 'wo'; 'ma'; 'o'; 'na'; 'su'; 'ki']",na
30375,1,"['ha'; 'wo'; 'o'; 'na'; 'ki'; 'ya'; 're'; 'ma']",na
30376,5,"['ha'; 'ki'; 're'; 'wo'; 'o'; 'tsu'; 'na'; 'ya']",tsu
30377,8,"['su'; 'tsu'; 'na'; 'ha'; 'ma'; 'ki'; 're'; 'wo']",na
30378,5,"['ha'; 'wo'; 'tsu'; 'ki'; 're'; 'na'; 'ya'; 'o']",tsu
30379,4,"['o'; 'ha'; 'tsu'; 'ma'; 'su'; 'ki'; 'ya'; 're']",re
30380,1,"['o'; 're'; 'na'; 'ha'; 'wo'; 'ya'; 'ki'; 'ma']",na
30381,7,"['ya'; 'su'; 're'; 'ki'; 'wo'; 'tsu'; 'ha'; 'o']",su
30382,0,"['su'; 'ha'; 'na'; 'ma'; 'o'; 're'; 'wo'; 'ki']",na
30383,9,"['o'; 'tsu'; 'na'; 'su'; 'wo'; 'ki'; 'ma'; 'ha']",na
30384,8,"['tsu'; 'wo'; 'ma'; 'ki'; 'na'; 'su'; 're'; 'ha']",wo
30385,2,"['ha'; 'ma'; 'na'; 'o'; 'wo'; 'ya'; 'tsu'; 're']",tsu
30386,8,"['tsu'; 'na'; 'wo'; 'ki'; 're'; 'ha'; 'ma'; 'su']",na
30387,7,"['ki'; 'ya'; 'o'; 'tsu'; 're'; 'ha'; 'su'; 'wo']",tsu
30388,9,"['na'; 'ki'; 'wo'; 'ma'; 'o'; 'tsu'; 'ha'; 'su']",tsu
30389,6,"['na'; 'ya'; 'su'; 're'; 'ha'; 'ki'; 'tsu'; 'ma']",su
30390,3,"['o'; 'ki'; 'ha'; 'na'; 'su'; 'ma'; 'ya'; 'tsu']",su
30391,1,"['ha'; 'wo'; 're'; 'ya'; 'ma'; 'ki'; 'o'; 'na']",na
30392,6,"['re'; 'na'; 'ya'; 'tsu'; 'ma'; 'su'; 'ki'; 'ha']",ha
30393,0,"['ki'; 'na'; 'su'; 're'; 'o'; 'ma'; 'ha'; 'wo']",na
30394,9,"['wo'; 'su'; 'o'; 'ha'; 'na'; 'ma'; 'ki'; 'tsu']",su
30395,8,"['su'; 'tsu'; 'wo'; 'ki'; 're'; 'ma'; 'na'; 'ha']",ha
30396,2,"['ma'; 'ha'; 'tsu'; 'ya'; 'wo'; 'o'; 'na'; 're']",tsu
30397,3,"['su'; 'na'; 'ha'; 'o'; 'ma'; 'ki'; 'tsu'; 'ya']",na
30398,7,"['re'; 'tsu'; 'su'; 'wo'; 'o'; 'ki'; 'ha'; 'ya']",ha
30399,1,"['ya'; 'wo'; 'ki'; 'na'; 'ma'; 'o'; 'ha'; 're']",wo
30400,7,"['ki'; 'su'; 'ya'; 'wo'; 'tsu'; 're'; 'ha'; 'o']",su
30401,7,"['su'; 'ki'; 'ha'; 'wo'; 'o'; 'ya'; 're'; 'tsu']",su
30402,5,"['na'; 'o'; 'ha'; 'wo'; 'ki'; 're'; 'tsu'; 'ya']",tsu
30403,8,"['wo'; 'tsu'; 'su'; 'ha'; 'ki'; 'na'; 're'; 'ma']",tsu
30404,5,"['re'; 'wo'; 'na'; 'ki'; 'tsu'; 'ya'; 'o'; 'ha']",na
30405,2,"['tsu'; 'wo'; 'o'; 'ha'; 're'; 'ma'; 'ya'; 'na']",na
30406,3,"['ma'; 'ya'; 'tsu'; 'o'; 'ha'; 'su'; 'ki'; 'na']",na
30407,9,"['wo'; 'na'; 'su'; 'o'; 'tsu'; 'ma'; 'ki'; 'ha']",na
30408,4,"['ya'; 're'; 'ki'; 'ha'; 'tsu'; 'ma'; 'su'; 'o']",tsu
30409,1,"['o'; 'ma'; 'ha'; 'ya'; 'ki'; 'na'; 'wo'; 're']",na
30410,4,"['tsu'; 'ha'; 'ki'; 'ma'; 'su'; 'o'; 're'; 'ya']",ha
30411,2,"['re'; 'ma'; 'wo'; 'o'; 'na'; 'ya'; 'tsu'; 'ha']",tsu
30412,7,"['re'; 'ha'; 'ya'; 'wo'; 'su'; 'ki'; 'o'; 'tsu']",su
30413,9,"['tsu'; 'ma'; 'o'; 'ha'; 'na'; 'wo'; 'ki'; 'su']",na
30414,0,"['wo'; 're'; 'ma'; 'na'; 'o'; 'su'; 'ki'; 'ha']",na
30415,8,"['na'; 'ha'; 'wo'; 're'; 'su'; 'tsu'; 'ki'; 'ma']",na
30416,5,"['na'; 'ha'; 'tsu'; 'ki'; 'o'; 're'; 'wo'; 'ya']",na
30417,8,"['ha'; 'ma'; 'tsu'; 'su'; 'na'; 'ki'; 'wo'; 're']",tsu
30418,2,"['ma'; 'o'; 'wo'; 'tsu'; 'ha'; 're'; 'na'; 'ya']",na
30419,4,"['tsu'; 'su'; 'o'; 'ma'; 'ki'; 're'; 'ya'; 'ha']",ha
30420,8,"['na'; 'ma'; 'ki'; 're'; 'wo'; 'tsu'; 'su'; 'ha']",tsu
30421,5,"['wo'; 'na'; 'tsu'; 'ha'; 're'; 'ki'; 'o'; 'ya']",na
30422,5,"['o'; 'na'; 're'; 'ki'; 'tsu'; 'wo'; 'ya'; 'ha']",ha
30423,2,"['re'; 'na'; 'wo'; 'ya'; 'ha'; 'ma'; 'tsu'; 'o']",tsu
30424,3,"['tsu'; 'ma'; 'o'; 'su'; 'ki'; 'ha'; 'na'; 'ya']",na
30425,1,"['ha'; 'ma'; 'ya'; 're'; 'na'; 'ki'; 'o'; 'wo']",na
30426,9,"['ki'; 'o'; 'ma'; 'wo'; 'ha'; 'tsu'; 'su'; 'na']",tsu
30427,3,"['na'; 'ki'; 'ma'; 'su'; 'tsu'; 'ha'; 'ya'; 'o']",na
30428,7,"['wo'; 'o'; 'ha'; 'ya'; 'ki'; 'su'; 're'; 'tsu']",su
30429,6,"['ma'; 'ki'; 'su'; 'na'; 'tsu'; 'ya'; 'ha'; 're']",ki
30430,5,"['ha'; 'ki'; 'o'; 'wo'; 'ya'; 'tsu'; 're'; 'na']",tsu
30431,9,"['ki'; 'ha'; 'ma'; 'wo'; 'na'; 'su'; 'tsu'; 'o']",su
30432,1,"['ya'; 're'; 'ma'; 'ha'; 'na'; 'ki'; 'wo'; 'o']",na
30433,6,"['ha'; 'tsu'; 'su'; 'ya'; 're'; 'ki'; 'na'; 'ma']",na
30434,7,"['tsu'; 'su'; 're'; 'o'; 'ki'; 'ya'; 'ha'; 'wo']",ha
30435,6,"['tsu'; 'su'; 'na'; 'ki'; 'ha'; 'ma'; 'ya'; 're']",tsu
30436,6,"['na'; 'tsu'; 'su'; 'ki'; 're'; 'ma'; 'ya'; 'ha']",ha
30437,8,"['re'; 'tsu'; 'wo'; 'ki'; 'ha'; 'ma'; 'na'; 'su']",na
30438,4,"['ma'; 'o'; 're'; 'su'; 'ki'; 'tsu'; 'ha'; 'ya']",su
30439,5,"['ki'; 'o'; 'ya'; 'tsu'; 'ha'; 'wo'; 're'; 'na']",tsu
30440,1,"['na'; 'ya'; 'ha'; 'ki'; 'o'; 'ma'; 're'; 'wo']",na
30441,2,"['wo'; 'ha'; 'na'; 'ya'; 'o'; 'ma'; 'tsu'; 're']",tsu
30442,6,"['ya'; 'tsu'; 'su'; 'ha'; 're'; 'ma'; 'ki'; 'na']",tsu
30443,7,"['o'; 'ya'; 'su'; 'wo'; 'ha'; 'ki'; 'tsu'; 're']",su
30444,0,"['o'; 'su'; 'ki'; 'ma'; 'na'; 'ha'; 're'; 'wo']",re
30445,0,"['o'; 'na'; 'ki'; 're'; 'wo'; 'ma'; 'su'; 'ha']",na
30446,8,"['ma'; 'wo'; 'tsu'; 'su'; 're'; 'ki'; 'na'; 'ha']",ha
30447,7,"['o'; 'tsu'; 'ha'; 'ki'; 're'; 'wo'; 'su'; 'ya']",tsu
30448,1,"['ma'; 'ki'; 're'; 'ha'; 'ya'; 'o'; 'wo'; 'na']",ki
30449,8,"['su'; 'ma'; 'ha'; 're'; 'ki'; 'na'; 'tsu'; 'wo']",su
30450,0,"['wo'; 'ha'; 'ma'; 'su'; 'ki'; 're'; 'na'; 'o']",na
30451,9,"['ki'; 'o'; 'su'; 'tsu'; 'na'; 'wo'; 'ha'; 'ma']",na
30452,9,"['na'; 'o'; 'su'; 'ha'; 'ma'; 'ki'; 'tsu'; 'wo']",na
30453,8,"['tsu'; 'na'; 'ha'; 'su'; 're'; 'ma'; 'ki'; 'wo']",na
30454,1,"['na'; 're'; 'o'; 'ki'; 'ma'; 'ya'; 'ha'; 'wo']",na
30455,0,"['ki'; 're'; 'wo'; 'na'; 'ha'; 'su'; 'ma'; 'o']",na
30456,0,"['ma'; 'ki'; 're'; 'su'; 'na'; 'o'; 'wo'; 'ha']",ki
30457,4,"['ki'; 're'; 'ma'; 'ya'; 'tsu'; 'ha'; 'o'; 'su']",tsu
30458,2,"['na'; 'tsu'; 'ya'; 'ha'; 're'; 'ma'; 'wo'; 'o']",na
30459,0,"['wo'; 'o'; 'ma'; 'ha'; 're'; 'su'; 'ki'; 'na']",na
30460,7,"['ha'; 'tsu'; 'ya'; 'ki'; 'su'; 're'; 'wo'; 'o']",tsu
30461,5,"['na'; 'tsu'; 'wo'; 'o'; 're'; 'ki'; 'ha'; 'ya']",ha
30462,0,"['su'; 'ha'; 'wo'; 'na'; 'ma'; 'o'; 'ki'; 're']",re
30463,3,"['su'; 'ki'; 'o'; 'ma'; 'ha'; 'ya'; 'tsu'; 'na']",su
30464,4,"['su'; 'ha'; 'ki'; 're'; 'ma'; 'ya'; 'tsu'; 'o']",su
30465,6,"['re'; 'ma'; 'na'; 'ki'; 'ya'; 'tsu'; 'su'; 'ha']",tsu
30466,1,"['ki'; 're'; 'ya'; 'o'; 'ha'; 'na'; 'ma'; 'wo']",na
30467,3,"['su'; 'ha'; 'tsu'; 'o'; 'na'; 'ma'; 'ya'; 'ki']",na
30468,9,"['na'; 'o'; 'tsu'; 'ha'; 'ma'; 'wo'; 'su'; 'ki']",tsu
30469,5,"['ki'; 'o'; 'na'; 're'; 'ya'; 'tsu'; 'ha'; 'wo']",tsu
30470,8,"['ki'; 'wo'; 'ha'; 'su'; 'na'; 're'; 'tsu'; 'ma']",su
30471,5,"['ya'; 'ha'; 'tsu'; 'na'; 're'; 'ki'; 'wo'; 'o']",na
30472,1,"['ma'; 'ki'; 'wo'; 'ha'; 're'; 'na'; 'o'; 'ya']",ki
30473,8,"['wo'; 'tsu'; 'ki'; 'ma'; 'na'; 're'; 'su'; 'ha']",tsu
30474,6,"['ki'; 'ha'; 're'; 'tsu'; 'ya'; 'su'; 'na'; 'ma']",tsu
30475,5,"['wo'; 're'; 'tsu'; 'na'; 'ya'; 'ki'; 'o'; 'ha']",ha
30476,2,"['ya'; 'tsu'; 'na'; 'o'; 're'; 'wo'; 'ha'; 'ma']",na
30477,5,"['ya'; 'o'; 'na'; 'ki'; 'tsu'; 'wo'; 'ha'; 're']",tsu
30478,7,"['re'; 'ha'; 'wo'; 'ki'; 'su'; 'tsu'; 'ya'; 'o']",wo
30479,2,"['re'; 'ma'; 'o'; 'wo'; 'ha'; 'na'; 'tsu'; 'ya']",tsu
30480,8,"['ki'; 'ma'; 'wo'; 'na'; 'ha'; 'su'; 're'; 'tsu']",su
30481,0,"['ma'; 'na'; 'ha'; 'o'; 'wo'; 'su'; 're'; 'ki']",na
30482,8,"['wo'; 'na'; 'ki'; 'tsu'; 'ha'; 'ma'; 'su'; 're']",na
30483,5,"['o'; 'tsu'; 'ya'; 'na'; 'ha'; 'wo'; 'ki'; 're']",na
30484,4,"['ki'; 're'; 'ha'; 'o'; 'ma'; 'su'; 'tsu'; 'ya']",su
30485,2,"['ya'; 'ha'; 'wo'; 'tsu'; 'o'; 'ma'; 'na'; 're']",na
30486,6,"['ma'; 'ha'; 'su'; 're'; 'na'; 'ki'; 'ya'; 'tsu']",su
30487,5,"['na'; 'o'; 'tsu'; 'ya'; 're'; 'wo'; 'ki'; 'ha']",tsu
30488,6,"['tsu'; 'na'; 'ki'; 'ha'; 're'; 'ya'; 'ma'; 'su']",na
30489,6,"['na'; 'ya'; 'ma'; 'ha'; 'ki'; 're'; 'tsu'; 'su']",tsu
30490,5,"['wo'; 're'; 'tsu'; 'o'; 'ha'; 'ya'; 'na'; 'ki']",na
30491,9,"['su'; 'wo'; 'o'; 'na'; 'ha'; 'ki'; 'ma'; 'tsu']",su
30492,3,"['ha'; 'ma'; 'su'; 'na'; 'ki'; 'o'; 'tsu'; 'ya']",su
30493,7,"['ha'; 'ki'; 'su'; 'wo'; 'ya'; 'o'; 'tsu'; 're']",su
30494,8,"['wo'; 'su'; 'ha'; 'na'; 'ki'; 'tsu'; 'ma'; 're']",su
30495,5,"['wo'; 'tsu'; 'na'; 'ha'; 'ya'; 're'; 'ki'; 'o']",na
30496,2,"['o'; 'tsu'; 'na'; 'wo'; 'ma'; 're'; 'ya'; 'ha']",na
30497,6,"['re'; 'ma'; 'na'; 'ya'; 'ha'; 'su'; 'ki'; 'tsu']",su
30498,8,"['wo'; 'tsu'; 'su'; 'ha'; 'na'; 'ma'; 're'; 'ki']",tsu
30499,6,"['su'; 'na'; 'ma'; 're'; 'ha'; 'tsu'; 'ya'; 'ki']",su
30500,9,"['ha'; 'na'; 'ki'; 'ma'; 'wo'; 'su'; 'o'; 'tsu']",na
30501,3,"['tsu'; 'su'; 'ki'; 'ya'; 'o'; 'ma'; 'na'; 'ha']",ha
30502,2,"['o'; 'na'; 'ya'; 're'; 'ma'; 'ha'; 'tsu'; 'wo']",tsu
30503,2,"['o'; 'tsu'; 'ha'; 'wo'; 'ya'; 'ma'; 'na'; 're']",tsu
30504,3,"['tsu'; 'su'; 'ha'; 'ki'; 'ma'; 'o'; 'ya'; 'na']",na
30505,1,"['o'; 'ki'; 'na'; 'wo'; 'ha'; 'ya'; 're'; 'ma']",ki
30506,4,"['o'; 'tsu'; 'su'; 'ma'; 're'; 'ki'; 'ha'; 'ya']",tsu
30507,1,"['ki'; 'ma'; 'na'; 'ya'; 're'; 'wo'; 'ha'; 'o']",ki
30508,7,"['re'; 'tsu'; 'ha'; 'ya'; 'su'; 'o'; 'ki'; 'wo']",tsu
30509,7,"['tsu'; 'ki'; 'wo'; 'ya'; 'o'; 'ha'; 're'; 'su']",ki
30510,1,"['re'; 'o'; 'ya'; 'ha'; 'ki'; 'na'; 'wo'; 'ma']",na
30511,4,"['re'; 'o'; 'ya'; 'ha'; 'tsu'; 'su'; 'ki'; 'ma']",tsu
30512,5,"['tsu'; 'o'; 'ya'; 'ki'; 'ha'; 'na'; 're'; 'wo']",tsu
30513,7,"['wo'; 'o'; 'ya'; 'ha'; 'tsu'; 'ki'; 're'; 'su']",tsu
30514,8,"['na'; 'tsu'; 'wo'; 'ki'; 're'; 'ha'; 'su'; 'ma']",na
30515,0,"['ma'; 'na'; 'ki'; 'o'; 're'; 'su'; 'ha'; 'wo']",na
30516,1,"['o'; 'ha'; 're'; 'na'; 'ki'; 'ya'; 'wo'; 'ma']",na
30517,4,"['ki'; 'su'; 'tsu'; 'o'; 're'; 'ha'; 'ma'; 'ya']",su
30518,8,"['na'; 'wo'; 'ha'; 'tsu'; 'su'; 're'; 'ma'; 'ki']",tsu
30519,8,"['na'; 'su'; 'ki'; 'ha'; 're'; 'ma'; 'wo'; 'tsu']",su
30520,2,"['na'; 'ma'; 'tsu'; 'ya'; 'o'; 're'; 'ha'; 'wo']",na
30521,5,"['tsu'; 're'; 'o'; 'na'; 'ha'; 'ki'; 'ya'; 'wo']",na
30522,5,"['na'; 'ki'; 'o'; 're'; 'ha'; 'ya'; 'wo'; 'tsu']",tsu
30523,6,"['ki'; 'ma'; 'su'; 'ya'; 're'; 'na'; 'tsu'; 'ha']",su
30524,8,"['wo'; 're'; 'tsu'; 'ha'; 'na'; 'ma'; 'ki'; 'su']",tsu
30525,2,"['wo'; 'ma'; 'tsu'; 'na'; 'ya'; 're'; 'ha'; 'o']",na
30526,1,"['ya'; 're'; 'o'; 'ki'; 'na'; 'wo'; 'ha'; 'ma']",na
30527,7,"['ha'; 'wo'; 'o'; 're'; 'tsu'; 'su'; 'ya'; 'ki']",wo
30528,1,"['ha'; 're'; 'ma'; 'wo'; 'ya'; 'na'; 'o'; 'ki']",na
30529,3,"['ha'; 'su'; 'ya'; 'tsu'; 'ma'; 'o'; 'na'; 'ki']",su
30530,0,"['na'; 'o'; 'su'; 'ki'; 'wo'; 'ma'; 're'; 'ha']",na
30531,5,"['na'; 'ya'; 'o'; 'tsu'; 're'; 'ha'; 'ki'; 'wo']",tsu
30532,0,"['na'; 're'; 'su'; 'wo'; 'ma'; 'ha'; 'o'; 'ki']",na
30533,7,"['ki'; 'wo'; 'ya'; 'ha'; 'su'; 'o'; 'tsu'; 're']",su
30534,9,"['ma'; 'tsu'; 'su'; 'ki'; 'na'; 'ha'; 'o'; 'wo']",na
30535,5,"['ya'; 'ki'; 're'; 'o'; 'tsu'; 'ha'; 'na'; 'wo']",tsu
30536,8,"['ki'; 'ma'; 'ha'; 'su'; 're'; 'na'; 'tsu'; 'wo']",su
30537,5,"['ki'; 'o'; 'na'; 're'; 'ha'; 'tsu'; 'wo'; 'ya']",na
30538,9,"['ki'; 'ha'; 'wo'; 'tsu'; 'ma'; 'na'; 'o'; 'su']",tsu
30539,6,"['ki'; 'tsu'; 're'; 'na'; 'su'; 'ha'; 'ma'; 'ya']",ki
30540,1,"['na'; 'o'; 'ma'; 'ya'; 'wo'; 'ha'; 'ki'; 're']",na
30541,6,"['re'; 'tsu'; 'ha'; 'su'; 'ma'; 'na'; 'ya'; 'ki']",tsu
30542,7,"['su'; 're'; 'ha'; 'wo'; 'ki'; 'ya'; 'o'; 'tsu']",su
30543,4,"['o'; 'ya'; 're'; 'ha'; 'tsu'; 'su'; 'ma'; 'ki']",tsu
30544,5,"['na'; 're'; 'ha'; 'wo'; 'ki'; 'tsu'; 'o'; 'ya']",tsu
30545,7,"['o'; 'tsu'; 'ya'; 'ha'; 're'; 'ki'; 'wo'; 'su']",tsu
30546,6,"['ma'; 'ha'; 'na'; 're'; 'ki'; 'tsu'; 'ya'; 'su']",tsu
30547,8,"['re'; 'ha'; 'ma'; 'tsu'; 'ki'; 'na'; 'wo'; 'su']",na
30548,5,"['ki'; 'wo'; 'ya'; 'o'; 're'; 'tsu'; 'ha'; 'na']",tsu
30549,0,"['ha'; 'wo'; 'o'; 'su'; 're'; 'ma'; 'ki'; 'na']",na
30550,9,"['ha'; 'o'; 'wo'; 'na'; 'tsu'; 'ki'; 'ma'; 'su']",na
30551,0,"['o'; 'ki'; 'ha'; 'su'; 'wo'; 'na'; 're'; 'ma']",na
30552,6,"['ya'; 'ha'; 'na'; 'tsu'; 'su'; 'ki'; 'ma'; 're']",tsu
30553,4,"['o'; 'tsu'; 'ki'; 'ya'; 're'; 'su'; 'ma'; 'ha']",tsu
30554,6,"['na'; 'ki'; 'su'; 'ha'; 'ya'; 're'; 'ma'; 'tsu']",ki
30555,5,"['o'; 'ki'; 'tsu'; 'wo'; 're'; 'ya'; 'na'; 'ha']",ki
30556,4,"['ki'; 'su'; 're'; 'tsu'; 'ya'; 'ha'; 'ma'; 'o']",su
30557,8,"['ha'; 'ki'; 'tsu'; 'wo'; 'na'; 're'; 'ma'; 'su']",na
30558,0,"['ma'; 'wo'; 'ki'; 'na'; 'o'; 'ha'; 'su'; 're']",na
30559,6,"['tsu'; 'su'; 're'; 'ma'; 'ha'; 'na'; 'ya'; 'ki']",na
30560,2,"['ma'; 'ha'; 'na'; 'wo'; 'tsu'; 're'; 'ya'; 'o']",tsu
30561,6,"['ha'; 'ki'; 'na'; 'tsu'; 'ma'; 're'; 'su'; 'ya']",ki
30562,7,"['o'; 'ha'; 'ki'; 'tsu'; 'wo'; 'ya'; 're'; 'su']",tsu
30563,8,"['ha'; 'na'; 'ma'; 'wo'; 'ki'; 'tsu'; 're'; 'su']",tsu
30564,7,"['ha'; 're'; 'tsu'; 'su'; 'wo'; 'ki'; 'o'; 'ya']",tsu
30565,9,"['ki'; 'tsu'; 'ha'; 'na'; 'ma'; 'o'; 'su'; 'wo']",na
30566,2,"['ma'; 'tsu'; 'na'; 'ha'; 're'; 'wo'; 'ya'; 'o']",na
30567,8,"['wo'; 'tsu'; 'ma'; 'na'; 'ha'; 'ki'; 'su'; 're']",na
30568,1,"['ma'; 'wo'; 're'; 'ki'; 'na'; 'o'; 'ya'; 'ha']",na
30569,4,"['o'; 'ha'; 'su'; 'ki'; 'ya'; 'ma'; 're'; 'tsu']",su
30570,5,"['ha'; 'o'; 're'; 'ya'; 'ki'; 'na'; 'tsu'; 'wo']",tsu
30571,1,"['o'; 'wo'; 'ma'; 'ha'; 'na'; 'ki'; 'ya'; 're']",re
30572,7,"['ya'; 're'; 'wo'; 'su'; 'ki'; 'ha'; 'o'; 'tsu']",su
30573,0,"['su'; 'o'; 'na'; 'ki'; 'ma'; 'ha'; 'wo'; 're']",na
30574,1,"['re'; 'ma'; 'ki'; 'na'; 'o'; 'wo'; 'ya'; 'ha']",ha
30575,1,"['o'; 're'; 'ha'; 'ki'; 'wo'; 'ya'; 'ma'; 'na']",na
30576,5,"['tsu'; 'ya'; 'wo'; 're'; 'ki'; 'na'; 'o'; 'ha']",ha
30577,2,"['ma'; 'ya'; 'o'; 'wo'; 'na'; 'ha'; 'tsu'; 're']",tsu
30578,0,"['o'; 'su'; 'ma'; 'na'; 'ki'; 're'; 'ha'; 'wo']",na
30579,6,"['ha'; 'ya'; 'na'; 're'; 'ma'; 'su'; 'tsu'; 'ki']",na
30580,2,"['ma'; 'ya'; 'ha'; 'o'; 'na'; 'tsu'; 're'; 'wo']",tsu
30581,7,"['ya'; 'ha'; 'o'; 're'; 'ki'; 'wo'; 'su'; 'tsu']",su
30582,0,"['re'; 'ha'; 'wo'; 'o'; 'su'; 'ma'; 'ki'; 'na']",na
30583,1,"['na'; 'ma'; 'ha'; 'ya'; 'wo'; 'o'; 'ki'; 're']",na
30584,6,"['re'; 'ma'; 'na'; 'tsu'; 'ha'; 'su'; 'ki'; 'ya']",tsu
30585,8,"['ha'; 'na'; 'ki'; 're'; 'wo'; 'tsu'; 'su'; 'ma']",tsu
30586,1,"['ki'; 'o'; 'ya'; 're'; 'ma'; 'wo'; 'na'; 'ha']",ki
30587,4,"['ki'; 're'; 'ma'; 'ha'; 'su'; 'ya'; 'o'; 'tsu']",su
30588,6,"['su'; 'ya'; 're'; 'na'; 'ma'; 'tsu'; 'ha'; 'ki']",ha
30589,0,"['ki'; 'o'; 'su'; 're'; 'ma'; 'na'; 'wo'; 'ha']",na
30590,4,"['o'; 'ki'; 'ma'; 'su'; 'ya'; 'ha'; 'tsu'; 're']",su
30591,1,"['ki'; 'wo'; 're'; 'o'; 'na'; 'ha'; 'ya'; 'ma']",na
30592,3,"['ki'; 'o'; 'tsu'; 'ma'; 'ya'; 'na'; 'su'; 'ha']",tsu
30593,0,"['wo'; 'ha'; 'su'; 'na'; 'o'; 'ki'; 're'; 'ma']",na
30594,4,"['ki'; 'ya'; 'o'; 'su'; 'ha'; 're'; 'ma'; 'tsu']",su
30595,7,"['re'; 'ki'; 'tsu'; 'o'; 'ya'; 'wo'; 'ha'; 'su']",ki
30596,3,"['o'; 'ma'; 'ya'; 'ki'; 'su'; 'tsu'; 'na'; 'ha']",su
30597,5,"['ki'; 'ha'; 'ya'; 'wo'; 'o'; 're'; 'na'; 'tsu']",tsu
30598,5,"['ha'; 'o'; 'ya'; 'wo'; 're'; 'tsu'; 'ki'; 'na']",tsu
30599,2,"['na'; 'o'; 'ma'; 're'; 'ha'; 'tsu'; 'ya'; 'wo']",tsu
30600,1,"['o'; 'ki'; 'wo'; 're'; 'ha'; 'na'; 'ma'; 'ya']",ki
30601,0,"['wo'; 'su'; 're'; 'ha'; 'ma'; 'na'; 'o'; 'ki']",na
30602,9,"['ma'; 'ha'; 'su'; 'tsu'; 'ki'; 'na'; 'wo'; 'o']",na
30603,2,"['wo'; 'ya'; 'na'; 'tsu'; 're'; 'ma'; 'ha'; 'o']",na
30604,3,"['ma'; 'ki'; 'na'; 'ha'; 'su'; 'ya'; 'o'; 'tsu']",su
30605,8,"['na'; 'ha'; 'ma'; 're'; 'tsu'; 'ki'; 'su'; 'wo']",tsu
30606,7,"['o'; 're'; 'ya'; 'tsu'; 'su'; 'ki'; 'wo'; 'ha']",tsu
30607,1,"['ma'; 'o'; 'wo'; 'na'; 'ki'; 're'; 'ya'; 'ha']",ha
30608,0,"['ki'; 're'; 'su'; 'o'; 'ma'; 'na'; 'wo'; 'ha']",na
30609,4,"['ma'; 're'; 'tsu'; 'o'; 'ha'; 'ki'; 'su'; 'ya']",tsu
30610,4,"['ha'; 'su'; 'o'; 're'; 'ki'; 'ma'; 'ya'; 'tsu']",su
30611,9,"['o'; 'ma'; 'tsu'; 'na'; 'ha'; 'wo'; 'su'; 'ki']",na
30612,2,"['ya'; 'ma'; 'wo'; 'o'; 're'; 'tsu'; 'na'; 'ha']",tsu
30613,9,"['o'; 'ha'; 'tsu'; 'wo'; 'su'; 'na'; 'ma'; 'ki']",na
30614,0,"['na'; 'ha'; 'o'; 'ki'; 're'; 'su'; 'ma'; 'wo']",na
